"goalkeeper","birthPlace","team","ground"
"Mircea Alexandru Bornescu","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Mircea Bornescu","Romania","Universitatea Cluj","Cluj Arena"
"Mircea Bornescu","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Misagh Memarzadeh","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mohamed Hichem Mezaïr","Algeria","Mouloudia Club d'Oran","Stade Ahmed Zabana"
"Mohamed Hichem Mezaïr","Algeria","Mouloudia Club d'Oran","ملعب أحمد زبانة"
"Mohamed Hichem Mezaïr","Algeria","Mouloudia d'Oran","Stade Ahmed Zabana"
"Mohamed Hichem Mezaïr","Algeria","Mouloudia d'Oran","ملعب أحمد زبانة"
"Mohamed Hichem Mezaïr","Algeria","مولودية وهران","Stade Ahmed Zabana"
"Mohamed Hichem Mezaïr","Algeria","مولودية وهران","ملعب أحمد زبانة"
"Mohamed Hichem Mezaïr","Algeria","نادي مولودية وهران","Stade Ahmed Zabana"
"Mohamed Hichem Mezaïr","Algeria","نادي مولودية وهران","ملعب أحمد زبانة"
"Mohamed Hichem Mezaïr","Algeria","USM Annaba","Stade 19 Mai 1956"
"Mohamed Hichem Mezaïr","Algeria","Union Sportive Médinat d'Annaba","Stade 19 Mai 1956"
"Mohamed Reda Ouamane","Algeria","Mouloudia Club d'Oran","Stade Ahmed Zabana"
"Mohamed Reda Ouamane","Algeria","Mouloudia Club d'Oran","ملعب أحمد زبانة"
"Mohamed Reda Ouamane","Algeria","Mouloudia d'Oran","Stade Ahmed Zabana"
"Mohamed Reda Ouamane","Algeria","Mouloudia d'Oran","ملعب أحمد زبانة"
"Mohamed Reda Ouamane","Algeria","مولودية وهران","Stade Ahmed Zabana"
"Mohamed Reda Ouamane","Algeria","مولودية وهران","ملعب أحمد زبانة"
"Mohamed Reda Ouamane","Algeria","نادي مولودية وهران","Stade Ahmed Zabana"
"Mohamed Reda Ouamane","Algeria","نادي مولودية وهران","ملعب أحمد زبانة"
"Mohammad Ali Yahyavi","Iran","استقلال","Azadi Stadium"
"Mohammad Ali Yahyavi","Iran","Esteghlal","Azadi Stadium"
"Mohammad Ali Yahyavi","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mohammad Ali Yahyavi Kalkhoran","Iran","استقلال","Azadi Stadium"
"Mohammad Ali Yahyavi Kalkhoran","Iran","Esteghlal","Azadi Stadium"
"Mohammad Ali Yahyavi Kalkhoran","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mohammad Hossein Naeiji","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mohammad Hossein Naeiji","Iran","Esteghlal","Azadi Stadium"
"Mohammad Hossein Naeiji","Iran","استقلال","Azadi Stadium"
"Mohammad Hossein Naeiji","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mohammad-Hossein Hooshyar Hosseini","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mohammadreza Jounakizadeh","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mohsen Eliasi","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mokhtar Naili","Tunisia","Club Africain","Stade Olympique de Radès"
"Monotosh Ghosh","India","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Monotosh Ghosh","India","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Monotosh Ghosh","India","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Monotosh Ghosh","India","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Monotosh Ghosh","West Bengal","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Monotosh Ghosh","West Bengal","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Monotosh Ghosh","West Bengal","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Monotosh Ghosh","West Bengal","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Morteza Ghadimipour","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Morteza Ghadimipour","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Morteza Ghadimipour","Iran","Esteghlal","Azadi Stadium"
"Morteza Ghadimipour","Iran","استقلال","Azadi Stadium"
"Mykyta Ruslanovych Shevchenko","Ukraine","Shakhtar Donetsk","Donbass Arena"
"Mykyta Ruslanovych Shevchenko","Ukraine","Football Club Shakhtar","Donbass Arena"
"Mykyta Shevchenko","Ukraine","Shakhtar Donetsk","Donbass Arena"
"Mykyta Shevchenko","Ukraine","Football Club Shakhtar","Donbass Arena"
"Márcio","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Márcio","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Márcio Augusto dos Santos Aguiar","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Márcio Augusto dos Santos Aguiar","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Márcio José Raposo Ramos","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Márcio José Raposo Ramos","Portugal","Sporting CP","Estádio José Alvalade"
"Márcio Ramos","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Márcio Ramos","Portugal","Sporting CP","Estádio José Alvalade"
"Nasser Hejazi","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Nasser Hejazi","Iran","Esteghlal","Azadi Stadium"
"Nasser Hejazi","Iran","استقلال","Azadi Stadium"
"Neco Martínez","Colombia","Santa Fe","Estadio Nemesio Camacho"
"Neco Martínez","Colombia","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"Nelson Fernando Ramos","Colombia","Millonarios","Estadio Nemesio Camacho"
"Nelson Fernando Ramos","Colombia","Millonarios Fútbol Club S.A.","Estadio Nemesio Camacho"
"Nelson Fernando Ramos Betancourt","Colombia","Millonarios","Estadio Nemesio Camacho"
"Nelson Fernando Ramos Betancourt","Colombia","Millonarios Fútbol Club S.A.","Estadio Nemesio Camacho"
"Nelson Ramos","Colombia","Millonarios","Estadio Nemesio Camacho"
"Nelson Ramos","Colombia","Millonarios Fútbol Club S.A.","Estadio Nemesio Camacho"
"Neneca","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Neneca","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Neto","Brazil","Juventus Football ClubS.p.A.","Juventus Stadium"
"Neto","Brazil","Juventus","Juventus Stadium"
"Nguyen The Anh","Vietnam","Xổ số kiến thiết Cần Thơ F.C.","Cần Thơ Stadium"
"Nguyen The Anh","Vietnam","Xổ số kiến thiết Cần Thơ Football Club","Cần Thơ Stadium"
"Nguyễn Thế Anh","Vietnam","Xổ số kiến thiết Cần Thơ F.C.","Cần Thơ Stadium"
"Nguyễn Thế Anh","Vietnam","Xổ số kiến thiết Cần Thơ Football Club","Cần Thơ Stadium"
"Nicolás Gastón Navarro","Argentina","Napoli","Stadio San Paolo"
"Nicolás Gastón Navarro","Argentina","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Nicolás Gastón Navarro","Argentina","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Nicolás Gastón Navarro","Argentina","Napoli","San Paolo"
"Nicolás Miroslav Perić Villarreal","Chile","Club Deportivo Universidad","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Miroslav Perić Villarreal","Chile","de Concepción","Estadio Ester Roa"
"Nicolás Miroslav Perić Villarreal","Chile","de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Miroslav Perić Villarreal","Chile","Universidad de Concepción","Estadio Ester Roa"
"Nicolás Miroslav Perić Villarreal","Chile","Club Deportivo Universidad","Estadio Ester Roa"
"Nicolás Miroslav Perić Villarreal","Chile","Universidad de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Navarro","Argentina","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Nicolás Navarro","Argentina","Napoli","San Paolo"
"Nicolás Navarro","Argentina","Napoli","Stadio San Paolo"
"Nicolás Navarro","Argentina","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Nicolás Peric","Chile","Universidad de Concepción","Estadio Ester Roa"
"Nicolás Peric","Chile","Universidad de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Peric","Chile","Club Deportivo Universidad","Estadio Ester Roa"
"Nicolás Peric","Chile","de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Peric","Chile","Club Deportivo Universidad","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Peric","Chile","de Concepción","Estadio Ester Roa"
"Nicolás Perić","Chile","Club Deportivo Universidad","Estadio Ester Roa"
"Nicolás Perić","Chile","Universidad de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Perić","Chile","Universidad de Concepción","Estadio Ester Roa"
"Nicolás Perić","Chile","Club Deportivo Universidad","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Perić","Chile","de Concepción","Estadio Ester Roa"
"Nicolás Perić","Chile","de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nikita Baranovsky Contini","Ukraine","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Nikita Baranovsky Contini","Ukraine","Napoli","San Paolo"
"Nikita Baranovsky Contini","Ukraine","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Nikita Baranovsky Contini","Ukraine","Napoli","Stadio San Paolo"
"Nikita Contini Baranovsky","Ukraine","Napoli","San Paolo"
"Nikita Contini Baranovsky","Ukraine","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Nikita Contini Baranovsky","Ukraine","Napoli","Stadio San Paolo"
"Nikita Contini Baranovsky","Ukraine","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Nilson","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Nilson","Brazil","Vitória","Estádio Manoel Barradas"
"Nilson","Brazil","Persepolis Tehran Football Club","Azadi Stadium"
"Nilson","Brazil","Esporte Clube Vitória","Barradão"
"Nilson","Brazil","Vitória","Barradão"
"Nilson Corrêa Júnior","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Nilson Corrêa Júnior","Brazil","Vitória","Estádio Manoel Barradas"
"Nilson Corrêa Júnior","Brazil","Persepolis Tehran Football Club","Azadi Stadium"
"Nilson Corrêa Júnior","Brazil","Esporte Clube Vitória","Barradão"
"Nilson Corrêa Júnior","Brazil","Vitória","Barradão"
"Nima Nakisa","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Nima Nakissa","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Norberto Murara Neto","Brazil","Juventus","Juventus Stadium"
"Norberto Murara Neto","Brazil","Juventus Football ClubS.p.A.","Juventus Stadium"
"Nuno Filipe Oliveira Santos","Portugal","Sporting CP","Estádio José Alvalade"
"Nuno Filipe Oliveira Santos","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Nuno Santos","Portugal","Sporting CP","Estádio José Alvalade"
"Nuno Santos","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Nélson","Portugal","Sporting CP","Estádio José Alvalade"
"Nélson","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Nélson Alexandre Gomes Pereira","Portugal","Sporting CP","Estádio José Alvalade"
"Nélson Alexandre Gomes Pereira","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Nélson Pereira","Portugal","Sporting CP","Estádio José Alvalade"
"Nélson Pereira","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Nélson de Jesus Silva","Brazil","Vitória","Estádio Manoel Barradas"
"Nélson de Jesus Silva","Brazil","Esporte Clube Vitória","Barradão"
"Nélson de Jesus Silva","Brazil","Vitória","Barradão"
"Nélson de Jesus Silva","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Nélson de Jesus Silva","Bahia","Vitória","Estádio Manoel Barradas"
"Nélson de Jesus Silva","Bahia","Vitória","Barradão"
"Nélson de Jesus Silva","Bahia","Esporte Clube Vitória","Estádio Manoel Barradas"
"Nélson de Jesus Silva","Bahia","Esporte Clube Vitória","Barradão"
"Oh Yun-kyo","South Korea","Jeju United Football Club","Jeju World Cup Stadium"
"Oh Yun-kyo","South Korea","Jeju United","Jeju World Cup Stadium"
"Oh Yun-kyo","South Korea","제주 유나이티드 FC","Jeju World Cup Stadium"
"Oh Yun-kyo","South Korea","제주 유나이티드","Jeju World Cup Stadium"
"Oscar Alejandro Limia Rodríguez","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Oscar Alejandro Limia Rodríguez","Argentina","Huracán","Estadio Tomás A. Ducó"
"Oscar Dautt","Mexico","Club de Fútbol Monterrey","Estadio BBVA Bancomer"
"Oscar Manuel Dautt Bojorquez","Mexico","Club de Fútbol Monterrey","Estadio BBVA Bancomer"
"Oswaldo Javier Sánchez Ibarra","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Oswaldo Sánchez","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Pablo Alejandro Migliore","Argentina","Huracán","Estadio Tomás A. Ducó"
"Pablo Alejandro Migliore","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Pablo Cavallero","Argentina","Reial Club Deportiu","RCDE Stadium"
"Pablo Cavallero","Argentina","Espanyol","RCDE Stadium"
"Pablo Cavallero","Argentina","Espanyol de Barcelona, S.A.D.","RCDE Stadium"
"Pablo Javier Lanz","Argentina","Club Aurora","Estadio Sudamericano Félix Capriles"
"Pablo Lanz","Argentina","Club Aurora","Estadio Sudamericano Félix Capriles"
"Pablo Migliore","Argentina","Huracán","Estadio Tomás A. Ducó"
"Pablo Migliore","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Pablo Oscar Cavallero Rodríguez","Argentina","Espanyol","RCDE Stadium"
"Pablo Oscar Cavallero Rodríguez","Argentina","Reial Club Deportiu","RCDE Stadium"
"Pablo Oscar Cavallero Rodríguez","Argentina","Espanyol de Barcelona, S.A.D.","RCDE Stadium"
"Panagiotis Dounis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Panagiotis Dounis","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Panagiotis Dounis","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Panagiotis Dounis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Panagiotis Dounis","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Panagiotis Dounis","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Papy Lukata Shumu","Kinshasa","Petro de Luanda","Estádio Nacional 11 de Novembro"
"Papy Lukata Shumu","Kinshasa","Atlético Petróleos de Luanda","Estádio Nacional 11 de Novembro"
"Papy-Shumu Lukata","Kinshasa","Petro de Luanda","Estádio Nacional 11 de Novembro"
"Papy-Shumu Lukata","Kinshasa","Atlético Petróleos de Luanda","Estádio Nacional 11 de Novembro"
"Park Dong-Suk","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Park Dong-Suk","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Park Dong-Suk","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Park Hyeong-soon","South Korea","안산 무궁화","Ansan Wa~ Stadium"
"Park Hyeong-soon","South Korea","안산 무궁화 프로축구단","Ansan Wa~ Stadium"
"Park Hyeong-soon","South Korea","Ansan Mugunghwa Football Club","Ansan Wa~ Stadium"
"Park Hyeong-soon","South Korea","Ansan Mugunghwa","Ansan Wa~ Stadium"
"Pascal Olmeta","France","Olympique Lyonnais","Parc Olympique Lyonnais"
"Pascal Olmeta","France","Lyon","Parc Olympique Lyonnais"
"Pascal Olmeta","France","Espanyol de Barcelona, S.A.D.","RCDE Stadium"
"Pascal Olmeta","France","Reial Club Deportiu","RCDE Stadium"
"Pascal Olmeta","France","Espanyol","RCDE Stadium"
"Paul Bernardoni","France","Bordeaux","Matmut Atlantique"
"Paul Bernardoni","France","Girondins de Bordeaux","Matmut Atlantique"
"Paul Bernardoni","France","Football Club des","Matmut Atlantique"
"Paulo Jorge da Silva dos Santos","Portugal","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Paulo Jorge da Silva dos Santos","Portugal","Benfica","Estádio do Sport Lisboa e Benfica"
"Paulo Jorge da Silva dos Santos","Portugal","Sporting CP","Estádio José Alvalade"
"Paulo Jorge da Silva dos Santos","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Paulo Jorge da Silva dos Santos","Portugal","Sport Lisboa e Benfica","Estádio da Luz"
"Paulo Jorge da Silva dos Santos","Portugal","Benfica","Estádio da Luz"
"Paulo Marques Musse","Brazil","Juventude","Estádio Alfredo Jaconi"
"Paulo Marques Musse","Brazil","Vitória","Estádio Manoel Barradas"
"Paulo Marques Musse","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Paulo Marques Musse","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Paulo Marques Musse","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Paulo Marques Musse","Brazil","Esporte Clube Vitória","Barradão"
"Paulo Marques Musse","Brazil","Vitória","Barradão"
"Paulo Marques Musse","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Paulo Musse","Brazil","Juventude","Estádio Alfredo Jaconi"
"Paulo Musse","Brazil","Vitória","Estádio Manoel Barradas"
"Paulo Musse","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Paulo Musse","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Paulo Musse","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Paulo Musse","Brazil","Esporte Clube Vitória","Barradão"
"Paulo Musse","Brazil","Vitória","Barradão"
"Paulo Musse","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Paulo Santos","Portugal","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Paulo Santos","Portugal","Benfica","Estádio do Sport Lisboa e Benfica"
"Paulo Santos","Portugal","Sporting CP","Estádio José Alvalade"
"Paulo Santos","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Paulo Santos","Portugal","Sport Lisboa e Benfica","Estádio da Luz"
"Paulo Santos","Portugal","Benfica","Estádio da Luz"
"Pedro Román Rómoli","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Pedro Román Rómoli","Argentina","Huracán","Estadio Tomás A. Ducó"
"Pedro Rómoli","Argentina","Huracán","Estadio Tomás A. Ducó"
"Pedro Rómoli","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Peter Rufai","Nigeria","Real Club Deportivo de La Coruña, S.A.D.","Riazor"
"Peter Rufai","Nigeria","Real Club Deportivo de La Coruña, S.A.D.","Estadio Municipal de Riazor"
"Peter Rufai","Nigeria","Deportivo La Coruña","Riazor"
"Peter Rufai","Nigeria","Deportivo La Coruña","Estadio Municipal de Riazor"
"Philip Sprint","Germany","Alemannia Aachen","Tivoli"
"Philip Sprint","Germany","Aachener Turn- und Sportverein","Tivoli"
"Philip Sprint","Germany","Alemannia 1900 e.V.","Tivoli"
"Pierluigi Brivio","Italy","Napoli","San Paolo"
"Pierluigi Brivio","Italy","Napoli","Stadio San Paolo"
"Pierluigi Brivio","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Pierluigi Brivio","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Pietro Carmignani","Italy","Napoli","San Paolo"
"Pietro Carmignani","Italy","Napoli","Stadio San Paolo"
"Pietro Carmignani","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Pietro Carmignani","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Pietro Carmignani","Italy","Juventus","Juventus Stadium"
"Pietro Carmignani","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Rafael","Brazil","Esteghlal Tehran Football Club","Azadi Stadium"
"Rafael","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Rafael","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Rafael","Brazil","Esteghlal","Azadi Stadium"
"Rafael","Brazil","استقلال","Azadi Stadium"
"Rafael Bracalli","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Rafael Bracalli","Brazil","Juventude","Estádio Alfredo Jaconi"
"Rafael Costa Silva Sandes","Brazil","Vitória","Barradão"
"Rafael Costa Silva Sandes","Brazil","Esporte Clube Vitória","Barradão"
"Rafael Costa Silva Sandes","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Rafael Costa Silva Sandes","Brazil","Vitória","Estádio Manoel Barradas"
"Rafael Sandes","Brazil","Vitória","Barradão"
"Rafael Sandes","Brazil","Esporte Clube Vitória","Barradão"
"Rafael Sandes","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Rafael Sandes","Brazil","Vitória","Estádio Manoel Barradas"
"Rafael Savério Gatti","Brazil","Juventude","Estádio Alfredo Jaconi"
"Rafael Savério Gatti","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Rafael Wihby Bracalli","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Rafael Wihby Bracalli","Brazil","Juventude","Estádio Alfredo Jaconi"
"Raffaele Di Fusco","Italy","Napoli","San Paolo"
"Raffaele Di Fusco","Italy","Napoli","Stadio San Paolo"
"Raffaele Di Fusco","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Raffaele Di Fusco","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Raffaele DiFusco","Italy","Napoli","San Paolo"
"Raffaele DiFusco","Italy","Napoli","Stadio San Paolo"
"Raffaele DiFusco","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Raffaele DiFusco","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Rahman Ahmadi","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Ralte Lalthuammawia","India","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Ralte Lalthuammawia","India","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Ramzi Saleh","Cairo","Al Ahly Sporting Club","Cairo Stadium"
"Ramzi Saleh","Cairo","النادي الأهلى للرياضة البدنية","Cairo Stadium"
"Ramzi Saleh","Cairo","Al Ahly SC","Cairo Stadium"
"Ramzi Soliman Ahmed Saleh","Cairo","Al Ahly SC","Cairo Stadium"
"Ramzi Soliman Ahmed Saleh","Cairo","Al Ahly Sporting Club","Cairo Stadium"
"Ramzi Soliman Ahmed Saleh","Cairo","النادي الأهلى للرياضة البدنية","Cairo Stadium"
"Ravi Kumar","India","Pailan Arrows","Salt Lake Stadium"
"Ravi Kumar","India","Pailan Arrows","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Ravi Kumar","India","Pailan Arrows","Vivekananda Yuva Bharati Krirangan"
"Ravi Kumar","India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium (JNS)"
"Ravi Kumar","India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium"
"Ravi Kumar","India","Pailan Arrows","সল্ট লেক স্টেডিয়াম"
"Ravi Kumar","Uttar Pradesh","Pailan Arrows","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Ravi Kumar","Uttar Pradesh","Pailan Arrows","সল্ট লেক স্টেডিয়াম"
"Ravi Kumar","Uttar Pradesh","Pailan Arrows","Salt Lake Stadium"
"Ravi Kumar","Uttar Pradesh","Pailan Arrows","Vivekananda Yuva Bharati Krirangan"
"Ravi Kumar","Uttar Pradesh","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium (JNS)"
"Ravi Kumar","Uttar Pradesh","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium"
"Rehenesh TP","Kerala","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Rehenesh TP","Kerala","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Rehenesh TP","Kerala","East Bengal Football Club","Salt Lake Stadium"
"Rehenesh TP","Kerala","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Rehenesh TP","Kerala","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Rehenesh TP","Kerala","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Rehenesh Thumbirumbu Paramba","Kerala","East Bengal Football Club","Salt Lake Stadium"
"Rehenesh Thumbirumbu Paramba","Kerala","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Rehenesh Thumbirumbu Paramba","Kerala","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Rehenesh Thumbirumbu Paramba","Kerala","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Rehenesh Thumbirumbu Paramba","Kerala","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Rehenesh Thumbirumbu Paramba","Kerala","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Rehnesh TP","Kerala","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Rehnesh TP","Kerala","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Rehnesh TP","Kerala","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Rehnesh TP","Kerala","East Bengal Football Club","Salt Lake Stadium"
"Rehnesh TP","Kerala","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Rehnesh TP","Kerala","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Remko Pasveer","Netherlands","Twente","De Grolsch Veste"
"Remko Pasveer","Netherlands","Football Club Twente","De Grolsch Veste"
"Renan","Brazil","Vitória","Estádio Manoel Barradas"
"Renan","Brazil","Esporte Clube Vitória","Barradão"
"Renan","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Renan","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Renan","Brazil","Vitória","Barradão"
"Renan","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Renan Nelson Rocha","Brazil","Vitória","Estádio Manoel Barradas"
"Renan Nelson Rocha","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Renan Nelson Rocha","Brazil","Esporte Clube Vitória","Barradão"
"Renan Nelson Rocha","Brazil","Vitória","Barradão"
"Renan Rocha","Brazil","Vitória","Estádio Manoel Barradas"
"Renan Rocha","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Renan Rocha","Brazil","Esporte Clube Vitória","Barradão"
"Renan Rocha","Brazil","Vitória","Barradão"
"Renan Soares Reuter","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Renan Soares Reuter","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Renan Soares Reuter","Brazil","Vitória","Barradão"
"Renan Soares Reuter","Brazil","Vitória","Estádio Manoel Barradas"
"Renan Soares Reuter","Brazil","Esporte Clube Vitória","Barradão"
"Renan Soares Reuter","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
