"musician","genre","instrument","band"
"Manuela Kraller","Classical music","Singing","Dark Sarah"
"Manuela Kraller","Classical music","Singing","Heidi Parviainen"
"Manuela Kraller","Gothic metal","Singing","Dark Sarah"
"Manuela Kraller","Gothic metal","Singing","Heidi Parviainen"
"Manuela Kraller","Gothic metal","Singing","Haggard (band)"
"Manuela Kraller","Gothic metal","Singing","Xandria"
"Manuela Kraller","Symphonic metal","Singing","Xandria"
"Manuela Kraller","Symphonic metal","Singing","Haggard (band)"
"Manuela Kraller","Symphonic metal","Singing","Heidi Parviainen"
"Manuela Kraller","Symphonic metal","Singing","Dark Sarah"
"Marcel Schirmer","Thrash metal","Singing","Destruction (band)"
"Marcel Schirmer","Thrash metal","Bass Guitar","Destruction (band)"
"Marcel Schirmer","Black metal","Singing","Destruction (band)"
"Marcel Schirmer","Black metal","Bass Guitar","Destruction (band)"
"Marcus Siepen","Speed metal","Guitar","Blind Guardian"
"Marcus Siepen","Speed metal","Guitar","Sinbreed"
"Marcus Siepen","Power metal","Guitar","Sinbreed"
"Marcus Siepen","Power metal","Guitar","Blind Guardian"
"Marcus Siepen","Heavy metal music","Guitar","Sinbreed"
"Marcus Siepen","Heavy metal music","Guitar","Blind Guardian"
"Martin Gerschwitz","Progressive rock","Violin","Walter Trout"
"Martin Gerschwitz","Progressive rock","Violin","Eric Burdon"
"Martin Gerschwitz","Progressive rock","Violin","Accept (band)"
"Martin Gerschwitz","Progressive rock","Violin","Iron Butterfly"
"Martin Gerschwitz","Progressive rock","Violin","Lita Ford"
"Martin Gerschwitz","Progressive rock","Piano","Walter Trout"
"Martin Gerschwitz","Progressive rock","Piano","Eric Burdon"
"Martin Gerschwitz","Progressive rock","Piano","Accept (band)"
"Martin Gerschwitz","Progressive rock","Piano","Iron Butterfly"
"Martin Gerschwitz","Progressive rock","Piano","Lita Ford"
"Martin Gerschwitz","Progressive rock","Keyboard instrument","Walter Trout"
"Martin Gerschwitz","Progressive rock","Keyboard instrument","Eric Burdon"
"Martin Gerschwitz","Progressive rock","Keyboard instrument","Accept (band)"
"Martin Gerschwitz","Progressive rock","Keyboard instrument","Iron Butterfly"
"Martin Gerschwitz","Progressive rock","Keyboard instrument","Lita Ford"
"Martin Gerschwitz","Progressive rock","Vocals","Walter Trout"
"Martin Gerschwitz","Progressive rock","Vocals","Eric Burdon"
"Martin Gerschwitz","Progressive rock","Vocals","Accept (band)"
"Martin Gerschwitz","Progressive rock","Vocals","Iron Butterfly"
"Martin Gerschwitz","Blues rock","Violin","Walter Trout"
"Martin Gerschwitz","Blues rock","Violin","Eric Burdon"
"Martin Gerschwitz","Blues rock","Violin","Accept (band)"
"Martin Gerschwitz","Blues rock","Violin","Iron Butterfly"
"Martin Gerschwitz","Blues rock","Violin","Lita Ford"
"Martin Gerschwitz","Blues rock","Piano","Walter Trout"
"Martin Gerschwitz","Blues rock","Piano","Eric Burdon"
"Martin Gerschwitz","Blues rock","Piano","Accept (band)"
"Martin Gerschwitz","Blues rock","Piano","Iron Butterfly"
"Martin Gerschwitz","Blues rock","Piano","Lita Ford"
"Martin Gerschwitz","Blues rock","Keyboard instrument","Walter Trout"
"Martin Gerschwitz","Blues rock","Keyboard instrument","Eric Burdon"
"Martin Gerschwitz","Blues rock","Keyboard instrument","Accept (band)"
"Martin Gerschwitz","Blues rock","Keyboard instrument","Iron Butterfly"
"Martin Gerschwitz","Blues rock","Keyboard instrument","Lita Ford"
"Martin Gerschwitz","Blues rock","Vocals","Walter Trout"
"Martin Gerschwitz","Blues rock","Vocals","Eric Burdon"
"Martin Gerschwitz","Blues rock","Vocals","Accept (band)"
"Martin Gerschwitz","Blues rock","Vocals","Iron Butterfly"
"Martin Gerschwitz","Hard rock","Violin","Walter Trout"
"Martin Gerschwitz","Hard rock","Violin","Eric Burdon"
"Martin Gerschwitz","Hard rock","Violin","Accept (band)"
"Martin Gerschwitz","Hard rock","Violin","Iron Butterfly"
"Martin Gerschwitz","Hard rock","Violin","Lita Ford"
"Martin Gerschwitz","Hard rock","Piano","Walter Trout"
"Martin Gerschwitz","Hard rock","Piano","Eric Burdon"
"Martin Gerschwitz","Hard rock","Piano","Accept (band)"
"Martin Gerschwitz","Hard rock","Piano","Iron Butterfly"
"Martin Gerschwitz","Hard rock","Piano","Lita Ford"
"Martin Gerschwitz","Hard rock","Keyboard instrument","Walter Trout"
"Martin Gerschwitz","Hard rock","Keyboard instrument","Eric Burdon"
"Martin Gerschwitz","Hard rock","Keyboard instrument","Accept (band)"
"Martin Gerschwitz","Hard rock","Keyboard instrument","Iron Butterfly"
"Martin Gerschwitz","Hard rock","Vocals","Walter Trout"
"Martin Gerschwitz","Hard rock","Vocals","Eric Burdon"
"Martin Gerschwitz","Hard rock","Vocals","Accept (band)"
"Martin Gerschwitz","Heavy metal music","Violin","Walter Trout"
"Martin Gerschwitz","Heavy metal music","Violin","Eric Burdon"
"Martin Gerschwitz","Heavy metal music","Violin","Accept (band)"
"Martin Gerschwitz","Heavy metal music","Violin","Iron Butterfly"
"Martin Gerschwitz","Heavy metal music","Violin","Lita Ford"
"Martin Gerschwitz","Heavy metal music","Piano","Walter Trout"
"Martin Gerschwitz","Heavy metal music","Piano","Eric Burdon"
"Martin Gerschwitz","Heavy metal music","Piano","Accept (band)"
"Martin Gerschwitz","Heavy metal music","Piano","Iron Butterfly"
"Martin Gerschwitz","Heavy metal music","Piano","Lita Ford"
"Martin Gerschwitz","Heavy metal music","Keyboard instrument","Walter Trout"
"Martin Gerschwitz","Heavy metal music","Keyboard instrument","Eric Burdon"
"Martin Gerschwitz","Heavy metal music","Keyboard instrument","Accept (band)"
"Martin Gerschwitz","Heavy metal music","Keyboard instrument","Iron Butterfly"
"Martin Gerschwitz","Heavy metal music","Vocals","Walter Trout"
"Martin Gerschwitz","Heavy metal music","Vocals","Eric Burdon"
"Martin Gerschwitz","Heavy metal music","Vocals","Accept (band)"
"Martin Gerschwitz","Rock music","Violin","Walter Trout"
"Martin Gerschwitz","Rock music","Violin","Eric Burdon"
"Martin Gerschwitz","Rock music","Violin","Accept (band)"
"Martin Gerschwitz","Rock music","Violin","Iron Butterfly"
"Martin Gerschwitz","Rock music","Violin","Lita Ford"
"Martin Gerschwitz","Rock music","Piano","Walter Trout"
"Martin Gerschwitz","Rock music","Piano","Eric Burdon"
"Martin Gerschwitz","Rock music","Piano","Accept (band)"
"Martin Gerschwitz","Rock music","Piano","Iron Butterfly"
"Martin Gerschwitz","Rock music","Piano","Lita Ford"
"Martin Gerschwitz","Rock music","Keyboard instrument","Walter Trout"
"Martin Gerschwitz","Rock music","Keyboard instrument","Eric Burdon"
"Martin Gerschwitz","Rock music","Keyboard instrument","Accept (band)"
"Martin Gerschwitz","Rock music","Keyboard instrument","Iron Butterfly"
"Martin Gerschwitz","Rock music","Vocals","Walter Trout"
"Martin Gerschwitz","Rock music","Vocals","Eric Burdon"
"Martin Gerschwitz","Rock music","Vocals","Accept (band)"
"Martin Gerschwitz","Arena rock","Violin","Walter Trout"
"Martin Gerschwitz","Arena rock","Violin","Eric Burdon"
"Martin Gerschwitz","Arena rock","Violin","Accept (band)"
"Martin Gerschwitz","Arena rock","Violin","Iron Butterfly"
"Martin Gerschwitz","Arena rock","Violin","Lita Ford"
"Martin Gerschwitz","Arena rock","Piano","Walter Trout"
"Martin Gerschwitz","Arena rock","Piano","Eric Burdon"
"Martin Gerschwitz","Arena rock","Piano","Accept (band)"
"Martin Gerschwitz","Arena rock","Piano","Iron Butterfly"
"Martin Gerschwitz","Arena rock","Piano","Lita Ford"
"Martin Gerschwitz","Arena rock","Keyboard instrument","Walter Trout"
"Martin Gerschwitz","Arena rock","Keyboard instrument","Eric Burdon"
"Martin Gerschwitz","Arena rock","Keyboard instrument","Accept (band)"
"Martin Gerschwitz","Arena rock","Keyboard instrument","Iron Butterfly"
"Martin Gerschwitz","Arena rock","Vocals","Walter Trout"
"Martin Gerschwitz","Arena rock","Vocals","Eric Burdon"
"Martin Gerschwitz","Arena rock","Vocals","Accept (band)"
"Martin Gerschwitz","Hard rock","Vocals","Iron Butterfly"
"Martin Gerschwitz","Heavy metal music","Vocals","Iron Butterfly"
"Martin Gerschwitz","Rock music","Vocals","Iron Butterfly"
"Martin Gerschwitz","Arena rock","Vocals","Iron Butterfly"
"Martin Gerschwitz","Progressive rock","Vocals","Lita Ford"
"Martin Gerschwitz","Blues rock","Vocals","Lita Ford"
"Martin Gerschwitz","Hard rock","Vocals","Lita Ford"
"Martin Gerschwitz","Hard rock","Keyboard instrument","Lita Ford"
"Martin Gerschwitz","Heavy metal music","Vocals","Lita Ford"
"Martin Gerschwitz","Heavy metal music","Keyboard instrument","Lita Ford"
"Martin Gerschwitz","Rock music","Keyboard instrument","Lita Ford"
"Martin Gerschwitz","Rock music","Vocals","Lita Ford"
"Martin Gerschwitz","Arena rock","Vocals","Lita Ford"
"Martin Gerschwitz","Arena rock","Keyboard instrument","Lita Ford"
"Marty Kristian","Pop music","Guitar","The New Seekers"
"Marty Kristian","Pop music","Banjo","The New Seekers"
"Marty Kristian","Pop music","Human voice","The New Seekers"
"Michael Hoenig","Electronic music","Synthesizer","Tangerine Dream"
"Michael Hoenig","Electronic music","Synthesizer","Agitation Free"
"Muhammed Suiçmez","Technical death metal","Guitar","Necrophagist"
"Muhammed Suiçmez","Technical death metal","Bass guitar","Necrophagist"
"Muhammed Suiçmez","Technical death metal","Vocals","Necrophagist"
"Muhammed Suiçmez","Technical death metal","Drum machine","Necrophagist"
"Muhammed Suiçmez","Technical death metal","Ibanez","Necrophagist"
"Muhammed Suiçmez","Technical death metal","Drum kit","Necrophagist"
"Muhammed Suiçmez","Neoclassical metal","Guitar","Necrophagist"
"Muhammed Suiçmez","Neoclassical metal","Bass guitar","Necrophagist"
"Muhammed Suiçmez","Neoclassical metal","Drum kit","Necrophagist"
"Muhammed Suiçmez","Neoclassical metal","Drum machine","Necrophagist"
"Muhammed Suiçmez","Neoclassical metal","Ibanez","Necrophagist"
"Muhammed Suiçmez","Neoclassical metal","Vocals","Necrophagist"
"Muhammed Suiçmez","Progressive metal","Drum kit","Necrophagist"
"Muhammed Suiçmez","Progressive metal","Ibanez","Necrophagist"
"Muhammed Suiçmez","Progressive metal","Drum machine","Necrophagist"
"Muhammed Suiçmez","Progressive metal","Vocals","Necrophagist"
"Muhammed Suiçmez","Progressive metal","Bass guitar","Necrophagist"
"Muhammed Suiçmez","Progressive metal","Guitar","Necrophagist"
"Oliver Hartmann","Hard rock","Singing","Avantasia"
"Oliver Hartmann","Hard rock","Singing","At Vance"
"Oliver Hartmann","Hard rock","Guitar","Iron Mask (band)"
"Oliver Hartmann","Hard rock","Keyboard instrument","Iron Mask (band)"
"Oliver Hartmann","Hard rock","Singing","Iron Mask (band)"
"Oliver Hartmann","Hard rock","Guitar","At Vance"
"Oliver Hartmann","Hard rock","Keyboard instrument","At Vance"
"Oliver Hartmann","Hard rock","Keyboard instrument","Avantasia"
"Oliver Hartmann","Hard rock","Guitar","Avantasia"
"Oliver Hartmann","Heavy metal music","Singing","Iron Mask (band)"
"Oliver Hartmann","Heavy metal music","Keyboard instrument","Avantasia"
"Oliver Hartmann","Heavy metal music","Guitar","Iron Mask (band)"
"Oliver Hartmann","Heavy metal music","Keyboard instrument","Iron Mask (band)"
"Oliver Hartmann","Heavy metal music","Singing","Avantasia"
"Oliver Hartmann","Heavy metal music","Singing","At Vance"
"Oliver Hartmann","Heavy metal music","Guitar","Avantasia"
"Oliver Hartmann","Heavy metal music","Keyboard instrument","At Vance"
"Oliver Hartmann","Heavy metal music","Guitar","At Vance"
"Oliver Palotai","Power metal","Keyboard instrument","Blaze (metal band)"
"Oliver Palotai","Power metal","Keyboard instrument","Epica (band)"
"Oliver Palotai","Power metal","Keyboard instrument","Circle II Circle"
"Oliver Palotai","Power metal","Keyboard instrument","Kamelot"
"Oliver Palotai","Power metal","Keyboard instrument","Uli Jon Roth"
"Oliver Palotai","Power metal","Keyboard instrument","Sons of Seasons"
"Oliver Palotai","Power metal","Keyboard instrument","Doro (musician)"
"Oliver Palotai","Jazz","Keyboard instrument","Kamelot"
"Oliver Palotai","Jazz","Keyboard instrument","Sons of Seasons"
"Oliver Palotai","Jazz","Keyboard instrument","Circle II Circle"
"Oliver Palotai","Jazz","Keyboard instrument","Uli Jon Roth"
"Oliver Palotai","Jazz","Keyboard instrument","Blaze (metal band)"
"Oliver Palotai","Jazz","Keyboard instrument","Epica (band)"
"Oliver Palotai","Jazz","Keyboard instrument","Doro (musician)"
"Oliver Palotai","Classical music","Keyboard instrument","Sons of Seasons"
"Oliver Palotai","Classical music","Keyboard instrument","Blaze (metal band)"
"Oliver Palotai","Classical music","Keyboard instrument","Circle II Circle"
"Oliver Palotai","Classical music","Keyboard instrument","Epica (band)"
"Oliver Palotai","Classical music","Keyboard instrument","Doro (musician)"
"Oliver Palotai","Classical music","Keyboard instrument","Kamelot"
"Oliver Palotai","Classical music","Keyboard instrument","Uli Jon Roth"
"Oliver Palotai","Progressive metal","Keyboard instrument","Blaze (metal band)"
"Oliver Palotai","Progressive metal","Keyboard instrument","Epica (band)"
"Oliver Palotai","Progressive metal","Keyboard instrument","Uli Jon Roth"
"Oliver Palotai","Progressive metal","Keyboard instrument","Doro (musician)"
"Oliver Palotai","Progressive metal","Keyboard instrument","Circle II Circle"
"Oliver Palotai","Progressive metal","Keyboard instrument","Kamelot"
"Oliver Palotai","Progressive metal","Keyboard instrument","Sons of Seasons"
"Oliver Palotai","Symphonic power metal","Keyboard instrument","Blaze (metal band)"
"Oliver Palotai","Symphonic power metal","Keyboard instrument","Doro (musician)"
"Oliver Palotai","Symphonic power metal","Keyboard instrument","Epica (band)"
"Oliver Palotai","Symphonic power metal","Keyboard instrument","Uli Jon Roth"
"Oliver Palotai","Symphonic power metal","Keyboard instrument","Circle II Circle"
"Oliver Palotai","Symphonic power metal","Keyboard instrument","Kamelot"
"Oliver Palotai","Symphonic power metal","Keyboard instrument","Sons of Seasons"
"Oonagh","Celtic music","Singing","Celtic Woman"
"Oonagh","Pop music","Singing","Celtic Woman"
"Oonagh","Classical music","Singing","Celtic Woman"
"Peavy Wagner","Speed metal","Bass (guitar)","Rage (German band)"
"Peavy Wagner","Speed metal","Bass (guitar)","Mekong Delta (band)"
"Peavy Wagner","Speed metal","Bass (guitar)","Bassinvaders"
"Peavy Wagner","Speed metal","Guitar","Rage (German band)"
"Peavy Wagner","Speed metal","Guitar","Mekong Delta (band)"
"Peavy Wagner","Speed metal","Guitar","Bassinvaders"
"Peavy Wagner","Speed metal","Vocals","Rage (German band)"
"Peavy Wagner","Speed metal","Vocals","Mekong Delta (band)"
"Peavy Wagner","Speed metal","Vocals","Bassinvaders"
"Peavy Wagner","Power metal","Bass (guitar)","Rage (German band)"
"Peavy Wagner","Power metal","Bass (guitar)","Mekong Delta (band)"
"Peavy Wagner","Power metal","Bass (guitar)","Bassinvaders"
"Peavy Wagner","Power metal","Guitar","Rage (German band)"
"Peavy Wagner","Power metal","Guitar","Mekong Delta (band)"
"Peavy Wagner","Power metal","Guitar","Bassinvaders"
"Peavy Wagner","Power metal","Vocals","Rage (German band)"
"Peavy Wagner","Power metal","Vocals","Mekong Delta (band)"
"Peavy Wagner","Power metal","Vocals","Bassinvaders"
"Peavy Wagner","Heavy metal music","Bass (guitar)","Rage (German band)"
"Peavy Wagner","Heavy metal music","Bass (guitar)","Mekong Delta (band)"
"Peavy Wagner","Heavy metal music","Bass (guitar)","Bassinvaders"
"Peavy Wagner","Heavy metal music","Guitar","Rage (German band)"
"Peavy Wagner","Heavy metal music","Guitar","Mekong Delta (band)"
"Peavy Wagner","Heavy metal music","Guitar","Bassinvaders"
"Peavy Wagner","Heavy metal music","Vocals","Rage (German band)"
"Peavy Wagner","Heavy metal music","Vocals","Mekong Delta (band)"
"Peavy Wagner","Heavy metal music","Vocals","Bassinvaders"
"Peavy Wagner","Classical music","Bass (guitar)","Rage (German band)"
"Peavy Wagner","Classical music","Bass (guitar)","Mekong Delta (band)"
"Peavy Wagner","Classical music","Bass (guitar)","Bassinvaders"
"Peavy Wagner","Classical music","Guitar","Rage (German band)"
"Peavy Wagner","Classical music","Guitar","Mekong Delta (band)"
"Peavy Wagner","Classical music","Guitar","Bassinvaders"
"Peavy Wagner","Classical music","Vocals","Rage (German band)"
"Peavy Wagner","Classical music","Vocals","Mekong Delta (band)"
"Peavy Wagner","Classical music","Vocals","Bassinvaders"
"Peavy Wagner","Progressive metal","Bass (guitar)","Rage (German band)"
"Peavy Wagner","Progressive metal","Bass (guitar)","Mekong Delta (band)"
"Peavy Wagner","Progressive metal","Bass (guitar)","Bassinvaders"
"Peavy Wagner","Progressive metal","Guitar","Rage (German band)"
"Peavy Wagner","Progressive metal","Guitar","Mekong Delta (band)"
"Peavy Wagner","Progressive metal","Guitar","Bassinvaders"
"Peavy Wagner","Progressive metal","Vocals","Rage (German band)"
"Peavy Wagner","Progressive metal","Vocals","Mekong Delta (band)"
"Peavy Wagner","Progressive metal","Vocals","Bassinvaders"
"Peter Baltes","Hard rock","Bass guitar","Accept (band)"
"Peter Baltes","Hard rock","Bass guitar","Dokken"
"Peter Baltes","Hard rock","Bass guitar","John Norum"
"Peter Baltes","Hard rock","Guitar","Accept (band)"
"Peter Baltes","Hard rock","Guitar","Dokken"
"Peter Baltes","Hard rock","Guitar","John Norum"
"Peter Baltes","Hard rock","Singing","Accept (band)"
"Peter Baltes","Hard rock","Singing","Dokken"
"Peter Baltes","Hard rock","Singing","John Norum"
"Peter Baltes","Heavy metal music","Bass guitar","Accept (band)"
"Peter Baltes","Heavy metal music","Bass guitar","Dokken"
"Peter Baltes","Heavy metal music","Bass guitar","John Norum"
"Peter Baltes","Heavy metal music","Guitar","Accept (band)"
"Peter Baltes","Heavy metal music","Guitar","Dokken"
"Peter Baltes","Heavy metal music","Guitar","John Norum"
"Peter Baltes","Heavy metal music","Singing","Accept (band)"
"Peter Baltes","Heavy metal music","Singing","Dokken"
"Peter Baltes","Heavy metal music","Singing","John Norum"
"Phillip Boa","Heavy metal music","Guitar","Voodoocult"
"Phillip Boa","Heavy metal music","Vocals","Voodoocult"
"Phillip Boa","Independent music","Guitar","Voodoocult"
"Phillip Boa","Independent music","Vocals","Voodoocult"
"Rike Boomgaarden","Pop music","Guitar","Sarah Connor (singer)"
"Rike Boomgaarden","Pop music","Guitar","BoA"
"Rike Boomgaarden","Pop music","Guitar","Jolin Tsai"
"Rike Boomgaarden","Pop music","Guitar","Namie Amuro"
"Rike Boomgaarden","Pop music","Piano","Sarah Connor (singer)"
"Rike Boomgaarden","Pop music","Piano","BoA"
"Rike Boomgaarden","Pop music","Piano","Jolin Tsai"
"Rike Boomgaarden","Pop music","Piano","Namie Amuro"
"Rike Boomgaarden","Pop music","Vocals","Sarah Connor (singer)"
"Rike Boomgaarden","Pop music","Vocals","BoA"
"Rike Boomgaarden","Pop music","Vocals","Jolin Tsai"
"Rike Boomgaarden","Pop music","Vocals","Namie Amuro"
"Rike Boomgaarden","Rock music","Guitar","Sarah Connor (singer)"
"Rike Boomgaarden","Rock music","Guitar","BoA"
"Rike Boomgaarden","Rock music","Guitar","Jolin Tsai"
"Rike Boomgaarden","Rock music","Guitar","Namie Amuro"
"Rike Boomgaarden","Rock music","Piano","Sarah Connor (singer)"
"Rike Boomgaarden","Rock music","Piano","BoA"
"Rike Boomgaarden","Rock music","Piano","Jolin Tsai"
"Rike Boomgaarden","Rock music","Piano","Namie Amuro"
"Rike Boomgaarden","Rock music","Vocals","Sarah Connor (singer)"
"Rike Boomgaarden","Rock music","Vocals","BoA"
"Rike Boomgaarden","Rock music","Vocals","Jolin Tsai"
"Rike Boomgaarden","Rock music","Vocals","Namie Amuro"
"Rike Boomgaarden","J-pop","Guitar","Sarah Connor (singer)"
"Rike Boomgaarden","J-pop","Guitar","BoA"
"Rike Boomgaarden","J-pop","Guitar","Jolin Tsai"
"Rike Boomgaarden","J-pop","Guitar","Namie Amuro"
"Rike Boomgaarden","J-pop","Piano","Sarah Connor (singer)"
"Rike Boomgaarden","J-pop","Piano","BoA"
"Rike Boomgaarden","J-pop","Piano","Jolin Tsai"
"Rike Boomgaarden","J-pop","Piano","Namie Amuro"
"Rike Boomgaarden","J-pop","Vocals","Sarah Connor (singer)"
"Rike Boomgaarden","J-pop","Vocals","BoA"
"Rike Boomgaarden","J-pop","Vocals","Jolin Tsai"
"Rike Boomgaarden","J-pop","Vocals","Namie Amuro"
"Rike Boomgaarden","Electronic dance music","Guitar","Sarah Connor (singer)"
"Rike Boomgaarden","Electronic dance music","Guitar","BoA"
"Rike Boomgaarden","Electronic dance music","Guitar","Jolin Tsai"
"Rike Boomgaarden","Electronic dance music","Guitar","Namie Amuro"
"Rike Boomgaarden","Electronic dance music","Piano","Sarah Connor (singer)"
"Rike Boomgaarden","Electronic dance music","Piano","BoA"
"Rike Boomgaarden","Electronic dance music","Piano","Jolin Tsai"
"Rike Boomgaarden","Electronic dance music","Piano","Namie Amuro"
"Rike Boomgaarden","Electronic dance music","Vocals","Sarah Connor (singer)"
"Rike Boomgaarden","Electronic dance music","Vocals","BoA"
"Rike Boomgaarden","Electronic dance music","Vocals","Jolin Tsai"
"Rike Boomgaarden","Electronic dance music","Vocals","Namie Amuro"
"Robin Schulz","Deep house","Ableton Live","Mr Probz"
"Robin Schulz","Deep house","Ableton Live","Akon"
"Robin Schulz","Deep house","Ableton Live","Francesco Yates"
"Robin Schulz","Deep house","Ableton Live","Ilsey Juber"
"Robin Schulz","Deep house","Ableton Live","Lilly Wood and the Prick"
"Robin Schulz","Deep house","Ableton Live","Jasmine Thompson"
"Robin Schulz","Tropical house","Ableton Live","Jasmine Thompson"
"Robin Schulz","Tropical house","Ableton Live","Ilsey Juber"
"Robin Schulz","Tropical house","Ableton Live","Francesco Yates"
"Robin Schulz","Tropical house","Ableton Live","Lilly Wood and the Prick"
"Robin Schulz","Tropical house","Ableton Live","Mr Probz"
"Robin Schulz","Tropical house","Ableton Live","Akon"
"Roland Grapow","Power metal","Vocals","Masterplan (band)"
"Roland Grapow","Power metal","Vocals","Helloween"
"Roland Grapow","Power metal","Guitar","Helloween"
"Roland Grapow","Power metal","Guitar","Masterplan (band)"
"Sascha Gerstner","Speed metal","Guitar","Helloween"
"Sascha Gerstner","Speed metal","Guitar","Freedom Call"
"Sascha Gerstner","Speed metal","Keyboard instrument","Helloween"
"Sascha Gerstner","Speed metal","Keyboard instrument","Freedom Call"
"Sascha Gerstner","Speed metal","Vocals","Helloween"
"Sascha Gerstner","Speed metal","Vocals","Freedom Call"
"Sascha Gerstner","Power metal","Guitar","Helloween"
"Sascha Gerstner","Power metal","Guitar","Freedom Call"
"Sascha Gerstner","Power metal","Keyboard instrument","Helloween"
"Sascha Gerstner","Power metal","Keyboard instrument","Freedom Call"
"Sascha Gerstner","Power metal","Vocals","Helloween"
"Sascha Gerstner","Power metal","Vocals","Freedom Call"
"Sascha Gerstner","Heavy metal music","Guitar","Helloween"
"Sascha Gerstner","Heavy metal music","Guitar","Freedom Call"
"Sascha Gerstner","Heavy metal music","Keyboard instrument","Helloween"
"Sascha Gerstner","Heavy metal music","Keyboard instrument","Freedom Call"
"Sascha Gerstner","Heavy metal music","Vocals","Helloween"
"Sascha Gerstner","Heavy metal music","Vocals","Freedom Call"
"Sascha Gerstner","Rock music","Guitar","Helloween"
"Sascha Gerstner","Rock music","Guitar","Freedom Call"
"Sascha Gerstner","Rock music","Keyboard instrument","Helloween"
"Sascha Gerstner","Rock music","Keyboard instrument","Freedom Call"
"Sascha Gerstner","Rock music","Vocals","Helloween"
"Sascha Gerstner","Rock music","Vocals","Freedom Call"
"Schmier","Thrash metal","Singing","Destruction (band)"
"Schmier","Thrash metal","Bass Guitar","Destruction (band)"
"Schmier","Black metal","Singing","Destruction (band)"
"Schmier","Black metal","Bass Guitar","Destruction (band)"
"Senta-Sofia Delliponti","Celtic music","Singing","Celtic Woman"
"Senta-Sofia Delliponti","Pop music","Singing","Celtic Woman"
"Senta-Sofia Delliponti","Classical music","Singing","Celtic Woman"
"Susanne Lewis","Alternative rock","Keyboard instrument","Hail (band)"
"Susanne Lewis","Alternative rock","Keyboard instrument","Thinking Plague"
"Susanne Lewis","Alternative rock","Guitar","Hail (band)"
"Susanne Lewis","Alternative rock","Guitar","Thinking Plague"
"Susanne Lewis","Electronica","Guitar","Thinking Plague"
"Susanne Lewis","Electronica","Keyboard instrument","Thinking Plague"
"Susanne Lewis","Electronica","Guitar","Hail (band)"
"Susanne Lewis","Electronica","Keyboard instrument","Hail (band)"
"Susanne Lewis","Indie rock","Guitar","Thinking Plague"
"Susanne Lewis","Indie rock","Keyboard instrument","Hail (band)"
"Susanne Lewis","Indie rock","Guitar","Hail (band)"
"Susanne Lewis","Indie rock","Keyboard instrument","Thinking Plague"
"Susanne Lewis","Experimental music","Guitar","Hail (band)"
"Susanne Lewis","Experimental music","Keyboard instrument","Hail (band)"
"Susanne Lewis","Experimental music","Guitar","Thinking Plague"
"Susanne Lewis","Experimental music","Keyboard instrument","Thinking Plague"
"Thilo Hermann","Power metal","Guitar","Running Wild (band)"
"Thilo Hermann","Power metal","Guitar","Grave Digger (band)"
"Thilo Hermann","Heavy metal music","Guitar","Grave Digger (band)"
"Thilo Hermann","Heavy metal music","Guitar","Running Wild (band)"
"Thilo Herrmann","Power metal","Guitar","Grave Digger (band)"
"Thilo Herrmann","Power metal","Guitar","Running Wild (band)"
"Thilo Herrmann","Heavy metal music","Guitar","Grave Digger (band)"
"Thilo Herrmann","Heavy metal music","Guitar","Running Wild (band)"
"Thomas Dinger","Art rock","Guitar","La Düsseldorf"
"Thomas Dinger","Art rock","Drum kit","La Düsseldorf"
"Thomas Dinger","Art rock","Singing","La Düsseldorf"
"Thomas Dinger","Art rock","Singing","Neu!"
"Thomas Dinger","Art rock","Guitar","Neu!"
"Thomas Dinger","Art rock","Drum kit","Neu!"
"Thomas Dinger","Krautrock","Drum kit","Neu!"
"Thomas Dinger","Krautrock","Drum kit","La Düsseldorf"
"Thomas Dinger","Krautrock","Singing","Neu!"
"Thomas Dinger","Krautrock","Guitar","La Düsseldorf"
"Thomas Dinger","Krautrock","Guitar","Neu!"
"Thomas Dinger","Krautrock","Singing","La Düsseldorf"
"Thomas Dinger","Protopunk","Guitar","La Düsseldorf"
"Thomas Dinger","Protopunk","Singing","Neu!"
"Thomas Dinger","Protopunk","Drum kit","La Düsseldorf"
"Thomas Dinger","Protopunk","Guitar","Neu!"
"Thomas Dinger","Protopunk","Singing","La Düsseldorf"
"Thomas Dinger","Protopunk","Drum kit","Neu!"
"Tilo Wolff","Symphonic rock","Bass guitar","Dreams of Sanity"
"Tilo Wolff","Symphonic rock","Bass guitar","Lacrimosa (band)"
"Tilo Wolff","Symphonic rock","Bass guitar","Cinema Bizarre"
"Tilo Wolff","Symphonic rock","Bass guitar","Girls Under Glass"
"Tilo Wolff","Symphonic rock","Guitar","Dreams of Sanity"
"Tilo Wolff","Symphonic rock","Guitar","Lacrimosa (band)"
"Tilo Wolff","Symphonic rock","Guitar","Cinema Bizarre"
"Tilo Wolff","Symphonic rock","Guitar","Girls Under Glass"
"Tilo Wolff","Symphonic rock","Piano","Dreams of Sanity"
"Tilo Wolff","Symphonic rock","Piano","Lacrimosa (band)"
"Tilo Wolff","Symphonic rock","Piano","Cinema Bizarre"
"Tilo Wolff","Symphonic rock","Piano","Girls Under Glass"
"Tilo Wolff","Symphonic rock","Singing","Dreams of Sanity"
"Tilo Wolff","Symphonic rock","Singing","Lacrimosa (band)"
"Tilo Wolff","Symphonic rock","Singing","Cinema Bizarre"
"Tilo Wolff","Symphonic rock","Singing","Girls Under Glass"
