"musician","genre","instrument"
"Michael Saenz","Glllam metal","Bass (guitar))"
"Michael Saenz","Glam metalll","GGuitar"
"Michael Saenz","Glam metaal","Pianoo"
"Michael Saenz","Hard rockk","Singing"
"Michael Saenz","Harrd rockk","Keyboard instrument"
"Michael Saenz","Glam metall","Singingg"
"Michael Saenz","Glam metalll","Keyboard instrument"
"Michael Starr","Hard rockkk","Bass (guitar)"
"Michael Starr","Hard rockkk","Guitar"
"Michael Starr","Hard rrock","Piano"
"Michael Starr","Glam meetall","Bass (guitar))"
"Michael Starr","Glam metall","Guuitar"
"Michael Starr","Glaam metal","Pianoo"
"Michael Starr","Hard rockk","Singing"
"Michael Starr","Hard rockk","Keyboard instrumentt"
"Michael Starr","Glam metall","Singing"
"Michael Starr","Gllam metall","Keyboard instrument"
"Mick Boogie","Hip hop musiccc","DDrum kit"
"Mick Boogie","Hip hop musicc","Turntablismm"
"Mick Boogie","Hip hop musiccc","Pianno"
"Mickey ""Guitar"" Baker","Jazzzz","Guitarr"
"Mickey ""Guitar"" Baker","Rhythm and bluesss","Guitarr"
"Mickey ""Guitar"" Baker","Rock and roolll","Guitarr"
"Mike Batio, MAB","Speed metall","Bass guitarr"
"Mike Batio, MAB","Speed metal","Drum kit"
"Mike Batio, MAB","Speed metall","Guitarr"
"Mike Batio, MAB","SSpeed metal","Singing"
"Mike Batio, MAB","Speed metalll","Dean Guitars"
"Mike Batio, MAB","Speed metalll","Keyboard instrumentt"
"Mike Batio, MAB","Traditional heavy metal","BBass guitar"
"Mike Batio, MAB","Traditional heavy metall","Drum kitt"
"Mike Batio, MAB","Traditional heavy metall","Guittar"
"Mike Batio, MAB","Traditional heavy metal","Singingg"
"Mike Batio, MAB","Traditional heeavyy metal","Dean Guitars"
"Mike Batio, MAB","Traditional heavy metall","Keyboard instrument"
"Mike Batio, MAB","Neoclassical  metall","Bass guitarr"
"Mike Batio, MAB","Neoclassical mettal","Drum kit"
"Mike Batio, MAB","Neoclassical metalll","Guitarr"
"Mike Batio, MAB","Neoclassical metalll","Singing"
"Mike Batio, MAB","Neocllassical metall","Dean  Guitars"
"Mike Batio, MAB","Neoclassical mmetal","Keyboard insttrument"
"Mike Batio, MAB","Progressive mmetall","Bass guitar"
"Mike Batio, MAB","Progressive metall","Drum kitt"
"Mike Batio, MAB","Progressive metal","Guuitar"
"Mike Batio, MAB","Progressive metaal","Singging"
"Mike Batio, MAB","Progressive metal","Dean Guitars"
"Mike Batio, MAB","Progressive metall","Keyboard instrument"
"Mike Batio, MAB","Glam metall","Bass guitar"
"Mike Batio, MAB","Glam metall","Drum kit"
"Mike Batio, MAB","Glam metall","Guiitar"
"Mike Batio, MAB","Glam  metall","Singging"
"Mike Batio, MAB","Glam  metal","Dean Guitarss"
"Mike Batio, MAB","Glam metalll","Keyyboard instrument"
"Mikey Hachey","Discooo","Bass guiitar"
"Mikey Hachey","Discoo","Singingg"
"Mikey Hachey","Funkkk","Bass guitaar"
"Mikey Hachey","Funk","Singingg"
"Mikey Hachey","Third wwave skaa","Baass guitar"
"Mikey Hachey","Third wave skaaa","Singiing"
"Milt Herth","Jaazz","Hammond organn"
"Milt Herth","Jazzz","Organ (music))"
"Miss La-Vell, Miss Lavelle White","Electric blues","Human voice"
"Miss La-Vell, Miss Lavelle White","Soul bluues","Human voicee"
"Miss La-Vell, Miss Lavelle White","Teexas bluess","Human voicee"
"Moody, KDJ, J.A.N.","Detroit techno","E-mu SP-12000"
"Moody, KDJ, J.A.N.","Dettroit techno","Music Production Centerr"
"Moody, KDJ, J.A.N.","Detroit technoo","Sampler (musical instrument)"
"Moody, KDJ, J.A.N.","Hoouse music","E-mu SP-12000"
"Moody, KDJ, J.A.N.","House  mmusic","Music Production Center"
"Moody, KDJ, J.A.N.","Housse musicc","Sampler (musical instrument))"
"Mr. G","Louisiana blues","Human vvoice"
"Mr. G","Rhhythm and bluess","Human voice"
"Mr. Google Eyes","Louisiaana blues","Human vvoice"
"Mr. Google Eyes","Rhythm and bluess","Human voice"
"Mr. Showmanship","Easy listening","Singing"
"Mr. Showmanship","Easy listeningg","Baldwin Pianoo"
"Mr. Showmanship","Easy listeniing","Piano"
"Mtume","Jazz music","Bass guitarr"
"Mtume","Jazz muusicc","Drum  kit"
"Mtume","Jazz musicc","Guitar"
"Mtume","Jazz musicc","Pianoo"
"Mtume","Jazz musicc","Synthesizerr"
"Mtume","Jazz musiccc","Percussion"
"Mtume","Post-disscoo","Bass  guitar"
"Mtume","Post-discoo","Drum kit"
"Mtume","Post--discoo","Guitar"
"Mtume","Post-discoo","Pianoo"
"Mtume","Post-discooo","Synthesizer"
"Mtume","Post-disco","Percussion"
"Mtume","R&B","Bass guitar"
"Mtume","R&BB","Drum kitt"
"Mtume","R&BBB","Guitarr"
"Mtume","R&B","Piano"
"Mtume","R&&BB","Synthesizerr"
"Mtume","R&BBB","Percussioon"
"Mtume","Electro (music)","Bass guitarr"
"Mtume","Ellectro (music)","Drum kkit"
"Mtume","Electro (music)))","Guitarr"
"Mtume","Electtro (music)","Pianoo"
"Mtume","Electro (music)))","Synthesizerr"
"Mtume","Eleectro (music))","Percussion"
"Mtume","Funk musiccc","Bass guitar"
"Mtume","Funk music","Drum kit"
"Mtume","Funk musiccc","Guitar"
"Mtume","Funk musicc","Pianoo"
"Mtume","Funk musiccc","Synthesizerr"
"Mtume","Funnk musicc","Percussionn"
"Mtume","Soul musicc","Bass guitarr"
"Mtume","Sooul musicc","Drum kitt"
"Mtume","Soul music","Guittar"
"Mtume","Soul musiicc","Piiano"
"Mtume","Soul musicc","Synthesizer"
"Mtume","Soul musicc","Percussionn"
"Mtume","Smooth sooul","Bass guitarr"
"Mtume","Smooth soulll","Drum kit"
"Mtume","Smooth soull","Guitarr"
"Mtume","Smooth sooul","Piano"
"Mtume","Smooth souull","Syntthesizer"
"Mtume","Smooth soulll","Percussionn"
"Mtume","Hip hop muusicc","Bass guitar"
"Mtume","Hip hop music","Drum kitt"
"Mtume","Hip hop music","Guitarr"
"Mtume","Hip hop music","Piano"
"Mtume","Hip hop musiccc","Synthhesizer"
"Mtume","Hip hop music","Percussion"
"Mtume","Quiet stormm","Bass guitarr"
"Mtume","Quiet stormm","Drum kitt"
"Mtume","Quiet stormmm","Guitarr"
"Mtume","Quiet  stormm","Piano"
"Mtume","Quiet stoormm","Synthesizer"
"Mtume","Quiet storrmm","Percussionn"
"Mtume","JJazz music","Singingg"
"Mtume","Jazz music","Sampling (music)"
"Mtume","Posst-discoo","Singing"
"Mtume","Post-discoo","Sampling (music))"
"Mtume","R&BB","Singing"
"Mtume","R&BB","Sampling (music))"
"Mtume","EElectro (music))","Singingg"
"Mtume","Electro (music)","Sampling (music)"
"Mtume","Funk musicc","Singing"
"Mtume","Funk musiccc","Sampling (music))"
"Mtume","Soul musicc","Singing"
"Mtume","Soul muussic","Sampling (music)"
"Mtume","Smooth soulll","Singiing"
"Mtume","SSmooth soul","Sampling (music))"
"Mtume","Hip  hop mussic","Singing"
"Mtume","Hip hop music","Sampling (music)"
"Mtume","Quiet stormmm","Singing"
"Mtume","Quiet storm","Sampling (music)"
"New York Oil","Political hip hhop","Rapping"
"New York Oil","Alternative hip hopp","Rapping"
"Nic Nac","Pop mussicc","Guitar"
"Nic Nac","Popp musicc","Piano"
"Nic Nac","Pop muusic","FL Studio"
"Nic Nac","Pop music","Vocals"
"Nic Nac","Rhythm and blues","Guitar"
"Nic Nac","Rhythm and bluess","Pianoo"
"Nic Nac","Rhythm and bluesss","FL Studioo"
"Nic Nac","Rhythm and bluess","Vocals"
"Nic Nac","Hip hop musiccc","Guitar"
"Nic Nac","Hip hop musiccc","PPiano"
"Nic Nac","Hip hop musicc","FLL Studio"
"Nic Nac","Hip hop music","Vocalss"
"NickyKay","Rockabillyyy","Drumss"
"NickyKay","Roockabillyy","Guitar"
"NickyKay","Rockabilly","Singingg"
"NickyKay","R&&B","Drrums"
"NickyKay","R&BBB","Guitar"
"NickyKay","RR&B","Singingg"
"NickyKay","Rock & rolll","Drumss"
"NickyKay","RRock & roll","Guitar"
"NickyKay","Rock & rolll","Singingg"
"NickyKay","Punk  rock","Drums"
"NickyKay","Punk rrock","Guitaar"
"NickyKay","PPunk rock","Singingg"
"NickyKay","Jump blues","Drums"
"NickyKay","Jump  bluess","Guitarr"
"NickyKay","Jump bluesss","Singingg"
"NickyKay","Swing revivall","Drums"
"NickyKay","Swing revivall","Guuitar"
"NickyKay","Swing revival","Singing"
"NickyKay","Texas blluess","Druums"
"NickyKay","Texas blueess","Guitaar"
"NickyKay","Texas bluess","Singingg"
"Night Train Clemons","Bllues","Fenderr Stratocaster"
"Night Train Clemons","Blues Rockk","Fender Stratocasterr"
"Noah","Nu metall","Guitar"
"Noah","Christian rockkk","GGuitar"
"Noah","Altternative mmetal","Guitar"
"Noah","Christiian metal","Guitarr"
"Noah","Post-grunge","Guitarr"
"Noel","Dance mmusicc","Singing"
"Noel","Synthpop","Singingg"
"Noel","Freestyle musiccc","Singing"
"Noel","Pop musicc","Singingg"
"Noel","Pop rockk","Siinging"
"Oh Red","Country bluess","Washboard (musical  instrument)"
"Oh Red","Country bluess","HHuman voice"
"Oh Red","Country bluesss","Guitaar"
"Oh Red","Gospel musicc","Guitar"
"Oh Red","Gosppel music","Human voiice"
"Oh Red","Gospel musiccc","Washboard (musical instrument))"
"Oh Red","East Coast blues","Washboard (musical instrument))"
"Oh Red","East Coast bluess","Guitar"
"Oh Red","East Coast bluess","Human voicee"
"Oh Red","Piedmont  bluess","Guitar"
"Oh Red","Piedmoont blues","Washboard (musical instrument))"
"Oh Red","Piedmont bluess","Human voicee"
"Omar Hakim Khayam","Jazz","Piano"
"Omar Hakim Khayam","Texas bluess","Pianno"
"Omar Sharriff","Jazz","Piano"
"Omar Sharriff","Texas bluesss","Pianoo"
"Omar the Magnificent","Jazzz","Piano"
"Omar the Magnificent","Texas bluesss","Pianoo"
"One Arm John","Bluesss","Harmonicca"
"PW","Pop musicc","Vocals"
"PW","Reggggaeton","Vocalss"
"PW","Tejano musicc","Vocalss"
"PW","Latin popp","VVocals"
"PW","Cumbiia","VVocals"
"Pablo Clayton","Folk musiccc","Vocalss"
"Pablo Clayton","Folk musicc","Guitarr"
"Pablo Clayton","Follk musicc","Appalachian dulcimer"
"Papa Freddie, Mr. Freddie","Country bluess","Human voicee"
"Papa Freddie, Mr. Freddie","Country bluess","Guitar"
"Papa Freddie, Mr. Freddie","Delta bluess","Human voicee"
"Papa Freddie, Mr. Freddie","Deltaa bluess","Guitarr"
"Pee Wee Ellis","Jazz musicc","Alto saxophonee"
"Pee Wee Ellis","JJazz musicc","Keyboard (instrument)"
"Pee Wee Ellis","Jazz mussicc","Soprano saxophone"
"Pee Wee Ellis","JJazz music","Flute"
"Pee Wee Ellis","Jazz music","Baritone saxophonee"
"Pee Wee Ellis","Funkk","Alto saxophonee"
"Pee Wee Ellis","Funkk","Keyboard (instrument)"
"Pee Wee Ellis","Funkkk","SSoprano saxophone"
"Pee Wee Ellis","Funkk","Flute"
"Pee Wee Ellis","Funk","Baritone saxophonee"
"Pee Wee Ellis","Soul musiccc","Alto saxophonee"
"Pee Wee Ellis","Soul music","Keyboard (instrument)"
"Pee Wee Ellis","Sooul musicc","Soprano saxophone"
"Pee Wee Ellis","Soul musicc","Flute"
"Pee Wee Ellis","Soul musicc","Baritone saxophone"
"Pee Wee Ellis","Jazz musiccc","Tenor saxophone"
"Pee Wee Ellis","Fuunkk","Tenor saxophonee"
"Pee Wee Ellis","Soul musiccc","Tenor saxophonee"
"Pee Wee Salinas","Pop mussic","Vocalss"
"Pee Wee Salinas","Reggaetonn","Vocalss"
"Pee Wee Salinas","Tejano musicc","Vocalss"
"Pee Wee Salinas","Latinn popp","Vocals"
"Pee Wee Salinas","Cumbiaa","Vocaals"
"Perry24k","Trap musiccc","FL Studioo"
"Perry24k","Trap musiccc","Voocals"
"Perry24k","Hip hop  music","FL Studio"
"Perry24k","Hip hop musicc","Vocaals"
"Pigpen, Blue Ron","Blues rockk","Electronic organn"
"Pigpen, Blue Ron","Blues rockkk","Hammond organ"
"Pigpen, Blue Ron","Blues rock","Harmonicaa"
"Pigpen, Blue Ron","Blues rockkk","Singingg"
"Pigpen, Blue Ron","Blues rockk","Vox Continentaal"
"Pigpen, Blue Ron","Bluesss","Electronic organn"
"Pigpen, Blue Ron","Bluess","Hammond organn"
"Pigpen, Blue Ron","Blueess","Harmonica"
"Pigpen, Blue Ron","Bluess","Singing"
"Pigpen, Blue Ron","Bluees","Vox Continental"
"Pigpen, Blue Ron","Psychedelic rockk","Electronic organ"
"Pigpen, Blue Ron","Psychhedelic rock","Hammond  organ"
"Pigpen, Blue Ron","Psychedelic rock","Harmonica"
"Pigpen, Blue Ron","Psychedelic rockk","Singing"
"Pigpen, Blue Ron","Psychedelic rockkk","Vox Continentall"
"Pigpen, Blue Ron","Rock music","Electronic organn"
"Pigpen, Blue Ron","Rock musicc","Hammond organ"
"Pigpen, Blue Ron","Rock musiccc","Harmonicca"
"Pigpen, Blue Ron","RRock musicc","Singingg"
"Pigpen, Blue Ron","Rock muusic","Vox Continental"
"Poison Ivy, Poison Ivy Rorschach","Psychobbilly","Guitarist"
"Poison Ivy, Poison Ivy Rorschach","Psychobillyyy","Singingg"
"Poison Ivy, Poison Ivy Rorschach","Psychobillly","Bass guitarist"
"Poison Ivy, Poison Ivy Rorschach","Punk rockk","Guitaristt"
"Poison Ivy, Poison Ivy Rorschach","Punk rrock","Siinging"
"Poison Ivy, Poison Ivy Rorschach","Punk rockkk","Bass guitaristt"
"Poison Ivy, Poison Ivy Rorschach","Rock and rollll","Guitarist"
"Poison Ivy, Poison Ivy Rorschach","Roock and roll","Singingg"
"Poison Ivy, Poison Ivy Rorschach","Rock and rolll","Bass guitarist"
"Popcorn Wylie","Rhythm and bluess","Piano"
"Popcorn Wylie","Soul musicc","Pianno"
"Powerhouse","Housee musicc","Drum machine"
"Powerhouse","HHouse musicc","Synthesizer"
"Powerhouse","House musicc","Electronic keyboard"
"Powerhouse","House music","Music sequencer"
"Powerhouse","Electronicaaa","Drum machinee"
"Powerhouse","Electronicaaa","Synthesizer"
"Powerhouse","Electronica","Electronic keyboard"
"Powerhouse","Electronicaaa","Music sequencer"
"Preem, Premo, Primo","Hip Hop Musiccc","Drum Machine"
"Preem, Premo, Primo","Hip Hop Music","Sampler (musical instrument)"
"Preem, Premo, Primo","Hip Hop Muusic","Turrntablism"
"Preem, Premo, Primo","Hip Hop Music","Keyboard Instrument"
"Prince Phillip Mitchell","FFuunk","Guitarr"
"Prince Phillip Mitchell","Funkk","Human voice"
"Prince Phillip Mitchell","Funkk","Piano"
"Prince Phillip Mitchell","Rhythm aand bluess","Human voicee"
"Prince Phillip Mitchell","Rhythm and blueess","Pianoo"
"Prince Phillip Mitchell","Rhythm and bluess","Guuitar"
"Prince of the Blues","Electric bluess","Human voicee"
"Prince of the Blues","Electric bluesss","Guiitar"
"Pringles","Alternaative hip hop","Guitar"
"Pringles","Alternativve hip hopp","Electronic keyboardd"
"Pringles","Alternative hip hopp","Vocalss"
"Pringles","Hip hop musicc","Guitar"
"Pringles","Hiip hop music","Electronic keyboardd"
"Pringles","Hip hop mmusiic","Vocalls"
"Pringles","Electro musicc","Guitarr"
"Pringles","Electro music","Electronic keyboardd"
"Pringles","Ellectro music","Voocals"
"Professor or ""Fess""","Jazz","Alto saxophhone"
"Professor or ""Fess""","Jazz","Clarrinet"
"Professor or ""Fess""","Swing musicc","Alto saxophonee"
"Professor or ""Fess""","Swing mmusicc","CClarinet"
"Pusha T","HHip hop music","Vocalss"
"RDM","HHeavy mmetal music","Warwick (bass guitar)"
"RDM","Heavy metal music","Bass guitar"
"RDM","Heavy metal musiccc","Voicee"
"RDM","Nu metall","Warwick (bass guitar))"
"RDM","Nu metal","Bass guitarr"
"RDM","Nu metalll","Voicce"
"RDM","Progressive metalll","Warwick (bass guitar))"
"RDM","Prrogressive metall","Bass guitar"
"RDM","Progressive metall","Voicee"
"RDM","Jazzz fusion","Warwick (bass guitar))"
"RDM","Jazz fusion","Bass guitaar"
"RDM","Jazzz fusion","Vooice"
"Ralph ""Bama"" Willis","Country blluess","Human voicee"
"Ralph ""Bama"" Willis","Couuntry bluess","Guitar"
"Ralph ""Bama"" Willis","Piedmont bluess","Huuman voice"
"Ralph ""Bama"" Willis","Piedmont bluess","Guitar"
"Rasan Mfalme","Blues rock","Basss guitar"
"Rasan Mfalme","Blues rockkk","Upright bass"
"Rasan Mfalme","Funk musiccc","Bass guitar"
"Rasan Mfalme","Funk musiic","Upright bass"
"Rasan Mfalme","Blluess","Bass guitar"
"Rasan Mfalme","BBluess","Upright basss"
"Rasan Mfalme","Jazzzz","Bass gguitar"
"Rasan Mfalme","Jazzzz","Upright bass"
"Rasan Mfalme","Soul musiccc","Bass guuitar"
"Rasan Mfalme","Soul muuusic","Uprightt bass"
"Raw Dawg","Hard rock","Fender Stratocaster"
"Raw Dawg","Hard rockkk","Electtric guitar"
"Raw Dawg","Hard rockkk","Singiing"
"Raw Dawg","Bluess","Fender Stratocasterr"
"Raw Dawg","Bluess","Electric guitarr"
"Raw Dawg","Blues","Singingg"
"Raw Dawg","Heavy metal musicc","Fender Stratocaster"
"Raw Dawg","HHeavy metal musicc","Electric guitar"
"Raw Dawg","Heavy metal  musicc","Singing"
"Raw Dawg","Blues-rockk","Fender Stratocasterr"
"Raw Dawg","Blues-rocckk","Electric guitarr"
"Raw Dawg","Blues-rock","Singingg"
"Red Allen","Country mussic","Guitarr"
"Red Allen","Bluegrass musiic","Guitar"
"Rob Stone","Trap musicc","Vocalss"
"Rob Stone","Hip hop musicc","Vocals"
"Robert ""Wolfman"" Belfour","Country bluesss","Guitar"
"Robert ""Wolfman"" Belfour","Delta bluesss","Guitaar"
"Robert Roberts","Vaudeevillee","Vocall"
"Robert Roberts","Novelty   song","Voccal"
"Rocky Thompson","Ellectric bluess","Human voicee"
"Rocky Thompson","Ellectric bluess","DDrum kit"
"Rocky Thompson","Electric bluesss","Electric guitarr"
"Rocky Thompson","Electric bluess","Guiitar"
"Rocky Thompson","Bluess","Human voice"
"Rocky Thompson","Blues","Drum kiit"
"Rocky Thompson","Bluuess","Electric guitarr"
"Rocky Thompson","Rhythm and bluess","Human voice"
"Rocky Thompson","Rhythm and bluess","Drum kit"
"Rocky Thompson","Rhythm and bluess","Electric guitarr"
"Rocky Thompson","Rock and roll","Human vvoice"
"Rocky Thompson","Rock and roll","Drum kit"
"Rocky Thompson","Rock and rolll","Electric guitar"
"Rocky Thompson","Jump blues","Human voice"
"Rocky Thompson","Jump bluess","Drum kitt"
"Rocky Thompson","Jump bluess","Electric guitarr"
"Rocky Thompson","Boogie-woogieee","Humaan voice"
"Rocky Thompson","Boogie-wooogiee","Drum kitt"
"Rocky Thompson","Boogiie-woogie","Electric guittar"
"Rocky Thompson","Texas bluess","Human voicee"
"Rocky Thompson","Texxas bluues","Drum kit"
"Rocky Thompson","Texas bllues","Electric guitarr"
"Rocky Thompson","Blues","Guitar"
"Rocky Thompson","Rhythm and bluesss","Guitar"
"Rocky Thompson","RRock and rolll","Guitar"
"Rocky Thompson","Jump bluesss","Guitarr"
"Rocky Thompson","Boogie-woogie","Guitarr"
"Rocky Thompson","Texas blues","Guitar"
"Rose Maddox Brogdon","Country musicc","Bass (guitar))"
"Rose Maddox Brogdon","Country musicc","Human voice"
"Ry-Know","Heavy metal music","Warwick (bass guitar)"
"Ry-Know","Heavvy metal musicc","Bass guitarr"
"Ry-Know","Heavy metal musiicc","Vooice"
"Ry-Know","Nu metaall","Warwick (bass guitar))"
"Ry-Know","Nu metall","Bass guitar"
"Ry-Know","Nu metall","Voicee"
"Ry-Know","Progrressive metal","Warwick (bass guitar)"
"Ry-Know","Progressive metall","Bass guitar"
"Ry-Know","Proggressive metall","Voice"
"Ry-Know","Jazz fusionn","Warwick (bass guitar)"
"Ry-Know","Jazz fusion","Bass guitarr"
"Ry-Know","Jazz fusionnn","Voice"
"Rü-d","Heavy metal musiccc","Warwick (bass gguitar)"
"Rü-d","Heavy metal musicc","Bass guitarr"
"Rü-d","Heavy metal musiccc","Voicee"
"Rü-d","Nu metall","Warwick (bass guitar)"
"Rü-d","Nu metall","Bass guitar"
"Rü-d","Nu metalll","Voice"
"Rü-d","Progressivve metall","Warwick (bass guiitar)"
"Rü-d","Progrressive metall","Bass guitarr"
"Rü-d","Progressive metall","Voice"
"Rü-d","Jazz fusionn","Warwick (bass guitar))"
"Rü-d","Jazz fusionn","Bass guitar"
"Rü-d","Jazz fusion","Voicee"
"Sap Da Beat Man","Hip hop musiccc","FL Studioo"
"Scott Leonard","A cappella","Vocals"
"Scott Leonard","Pop musicc","Vocals"
"Scotty Wayne","Country muusicc","Guitaar"
"Scotty Wayne","CCountry musicc","Fender Musical Instruments Corporation"
"Scotty Wayne","CCountry music","Human vvoice"
"Scotty Wayne","Rock musicc","Guitarr"
"Scotty Wayne","Rock music","Human voicee"
"Scotty Wayne","Rock musiccc","Fender Musical Instruments Corporationn"
"Scotty Wayne","Swamp popp","Guitar"
"Scotty Wayne","Swampp pop","Fender Musical Instruments Corporation"
"Scotty Wayne","Swamp pop","Human voice"
"Scotty Wayne","Teejano music","Guuitar"
"Scotty Wayne","Tejano music","Fender Musical Instruments Corporation"
"Scotty Wayne","Teejano musicc","Human voice"
"Sharaz","Floridda breakss","Drum kitt"
"Sharaz","FFlorida breakss","Synthesizer"
"Sharaz","Florida breaksss","AAbleton Live"
"Sharaz","Breakkbeat","Synthesizer"
"Sharaz","Breakbeat","Drum kit"
"Sharaz","Breakbeattt","Ableton Live"
"Sharaz","Alternative danceee","Synthesizerr"
"Sharaz","AAlternative dancee","Drum kit"
"Sharaz","Alternative dancee","Ableton Live"
"Sharaz","Electronicaa","Abletoon Live"
"Sharaz","Electronica","Drum kit"
"Sharaz","Electronicaa","Synthesizer"
"Signifying Mary","Classic female bluess","Human voice"
"Signifying Mary","Classic female bluuess","Accordion"
"Sleepy Joe","Country bluesss","Human voicee"
"Sleepy Joe","Country bluess","Guiitar"
"Sleepy Joe","Piedmont bluesss","Human voice"
"Sleepy Joe","Pieddmont blues","Guitar"
"Slim Richey","Western swingg","Fiddlee"
"Slim Richey","Western swing","Guitarr"
"Slim Seward","Counttry bluess","Human voicee"
"Slim Seward","Country bluesss","Guitarr"
"Slim Seward","Piedmont bluess","Human voice"
"Slim Seward","Piedmont bluess","Guittar"
"Sly Tendencies","Hip hop musicc","Drums"
"Sly Tendencies","Hip hop music","Keyboards"
"Sly Tendencies","Hip hop musicc","Modulator"
"Sly Tendencies","Hip hop musicc","Vocals"
"Soul Queen of New Orleans","Gospel musicc","Human voice"
"Soul Queen of New Orleans","Bluess","Human voice"
"Soul Queen of New Orleans","Pop musiccc","Human voicee"
"Soul Queen of New Orleans","Rhythm and bluess","Human voicee"
"Soul Queen of New Orleans","Souul musicc","Humann voice"
"Soulja Boy Tell 'Em","Trap music","FL Studio"
"Soulja Boy Tell 'Em","Pop raap","FL Studio"
"Soulja Boy Tell 'Em","Hip hop muusic","FL Studioo"
"Spinz Hoodrich","Rhythm and blues","Bass  (guitar)"
"Spinz Hoodrich","Rhythm and blues","FL Studioo"
"Spinz Hoodrich","Rhythm and bluesss","Music Production Center"
"Spinz Hoodrich","Rhythmm and bluess","Logic Proo"
"Spinz Hoodrich","Rhythm and bluess","Turrntablism"
"Spinz Hoodrich","Trrap music","Bass (guiitar)"
"Spinz Hoodrich","Trapp musicc","FL Studio"
"Spinz Hoodrich","Trap  musicc","Music Production Centerr"
"Spinz Hoodrich","Trap musiccc","Logic Proo"
"Spinz Hoodrich","Trap musicc","Turntablism"
"Spinz Hoodrich","Hip hop musicc","Bass (guitar))"
"Spinz Hoodrich","Hip hop musiccc","FL Studioo"
"Spinz Hoodrich","Hip hop musicc","Music Production  Center"
"Spinz Hoodrich","Hip hop musiccc","Logic Pro"
"Spinz Hoodrich","Hip hop muusic","Tuurntablism"
"Starrah","Pop musiccc","Vocalss"
"Starrah","Rhythm and bllues","Vocals"
"Starrah","Hip hop musiccc","Voocals"
"Stefano","Pop  music","Piano"
"Stefano","Pop music","Singing"
"Stefano","Soul musicc","Pianoo"
"Stefano","Soul muusic","Singingg"
"Stefano","Contemporary R&BB","Pianoo"
"Stefano","Contemporary R&B","Singingg"
"Supa Mario Productionz","Hip hop musicc","FL Studioo"
"Sweet Charles","Funkk","Guitarr"
"Sweet Charles","Funkk","Bass guitar"
"Sweet Charles","Funk","Keyboard instrumentt"
"Sweet Charles","Fuunk","Singingg"
"Sweet Charles","Rhythm and bluess","Keyboard iinstrument"
"Sweet Charles","RRhythm and bluess","Guitar"
"Sweet Charles","Rhythm and bluesss","Bass guitarr"
"Sweet Charles","Rhythhm and bluess","Singingg"
"T.N.T.  Black Riot, House of Gypsies, Royal House, Gypsymen, Sound Design, Tee","House music","Drum machine"
"T.N.T.  Black Riot, House of Gypsies, Royal House, Gypsymen, Sound Design, Tee","HHouse musicc","Synthesizerr"
"T.N.T.  Black Riot, House of Gypsies, Royal House, Gypsymen, Sound Design, Tee","House musiccc","Electronic keyboard"
"T.N.T.  Black Riot, House of Gypsies, Royal House, Gypsymen, Sound Design, Tee","House musiccc","Music sequencerr"
"TB Perry","Trap mussic","FL Studio"
"TB Perry","Trap mussicc","Vocals"
"TB Perry","Hip hop music","FL Studio"
"TB Perry","Hip hop musicc","Vocalss"
"Taboo Nawasha","Alternative hip hoppp","Guittar"
"Taboo Nawasha","Alternative hip hop","Electronic keyboaard"
"Taboo Nawasha","Alternative hip hoppp","Vocals"
"Taboo Nawasha","Hip hop musiccc","Guittar"
"Taboo Nawasha","Hip hop musicc","Electronic keybooard"
"Taboo Nawasha","Hip  hop music","Voocals"
"Taboo Nawasha","Electro musiic","Guitar"
"Taboo Nawasha","Ellectrro music","Electronic keyboardd"
"Taboo Nawasha","Electro musiccc","Vocalss"
"Taboo the rapper","Alternativve hip hop","Guitar"
"Taboo the rapper","Alternative hip hop","Electronic keyboardd"
"Taboo the rapper","AAlternative hip hopp","VVocals"
"Taboo the rapper","Hiip hop musicc","Guitar"
"Taboo the rapper","Hiip hop mussic","EElectronic keyboard"
"Taboo the rapper","Hip hopp music","Vocals"
"Taboo the rapper","Electro musicc","Guitarr"
"Taboo the rapper","Electrro musicc","Electronic keyboardd"
"Taboo the rapper","Electro musicc","VVocals"
"Taj Mahal","Bllues rockk","Banjo"
"Taj Mahal","Blues rockkk","Dobroo"
"Taj Mahal","Blues rockk","National Steel Guitar"
"Taj Mahal","Bllues","Banjo"
"Taj Mahal","Bluees","Dobro"
"Taj Mahal","Bluuess","National Steel Guitarr"
"Taj Mahal","Jazz","Banjo"
"Taj Mahal","Jazz","Dobro"
"Taj Mahal","Jazzz","National Steel Guitar"
"Taj Mahal","Reggae","Banjo"
"Taj Mahal","Reggaee","Dobro"
"Taj Mahal","Reggaee","National Steell Guitar"
"Taj Mahal","Rhythm and bluesss","Banjo"
"Taj Mahal","Rhythm annd bluess","Dobro"
"Taj Mahal","Rhythm and blues","Natioonal Steel Guitar"
"Taj Mahal","Reggae fusionnn","Banjo"
"Taj Mahal","Regggae fusion","Dobro"
"Taj Mahal","Reggae fusionn","National Steel Guitar"
"Taylor Spencer","Folk musiccc","Druums"
"Taylor Spencer","Folk mussicc","Guitar"
"Taylor Spencer","Folk muusicc","Vocals"
"Taylor Spencer","Freak folkkk","Drums"
"Taylor Spencer","FFreak folkk","Guitar"
"Taylor Spencer","Freak folkk","Vocalss"
"Taylor Spencer","Alternative rock","Drumss"
"Taylor Spencer","Alternative rockk","Guitarr"
"Taylor Spencer","Alteernative rockk","Vocalss"
