"musician","genre","instrument","band"
"John Kay","Rock musicc","Siinging","The Sparrows (band)"
"John Kay","Rock musicc","Singing","Steppenwolf (band)"
"Klaus Harmony","Europop","Moog synthesizer","Matthew Strachan"
"Klaus Harmony","Europop","Rhodes pianoo","Matthew Strachan"
"Klaus Harmony","Europoop","Clavinett","Matthew Strachan"
"Klaus Harmony","Diisco","Moog synthesizer","Matthew Strachan"
"Klaus Harmony","Discoo","Clavinet","Matthew Strachan"
"Klaus Harmony","Diisco","Rhodes piano","Matthew Strachan"
"Klaus Harmony","Funk","Mooog synthesizer","Matthew Strachan"
"Klaus Harmony","FFunk","Rhhodes piano","Matthew Strachan"
"Klaus Harmony","Fuunk","Clavinett","Matthew Strachan"
"Klaus Harmony","Lounge music","Moog synthesizerr","Matthew Strachan"
"Klaus Harmony","Lounge music","Rhodes pianoo","Matthew Strachan"
"Klaus Harmony","Lounge music","Clavinet","Matthew Strachan"
"Klaus Harmony","Pastiche","Rhodes piano","Matthew Strachan"
"Klaus Harmony","Passtiche","Moog synthesizer","Matthew Strachan"
"Klaus Harmony","Pastiche","Clavinet","Matthew Strachan"
"Klaus Harmony","Porn groove","Moog synthesizerr","Matthew Strachan"
"Klaus Harmony","Porn groove","Rhodes pianoo","Matthew Strachan"
"Klaus Harmony","Porn groovee","Clavinett","Matthew Strachan"
"Klaus Heuser","Blues rockk","Guitarr","BAP (German band)"
"Klaus Heuser","Rock music","Guitarr","BAP (German band)"
"Klaus Meine","Hard rock","Tambourine","Avantasia"
"Klaus Meine","Hard rrock","Guitarr","Scorpions (band)"
"Klaus Meine","Hard rock","Guitaar","Avantasia"
"Klaus Meine","Hard rock","Human voicee","Scorpions (band)"
"Klaus Meine","Hard rockk","Human voicee","Avantasia"
"Klaus Meine","Hard rockk","Tambourine","Scorpions (band)"
"Klaus Meine","Heavy metal music","Human  voice","Avantasia"
"Klaus Meine","Heavy metal music","TTambourine","Avantasia"
"Klaus Meine","Heavy metal music","Human voice","Scorpions (band)"
"Klaus Meine","Heavy metal musicc","GGuitar","Scorpions (band)"
"Klaus Meine","Heavy metal musicc","Tambourinee","Scorpions (band)"
"Klaus Meine","Heaavy metal music","Guitarr","Avantasia"
"Klaus „Major“ Heuser","Blues rocck","Guitar","BAP (German band)"
"Klaus „Major“ Heuser","Rock musiic","Guitarr","BAP (German band)"
"Koh Gabriel Kameda","Classical music","Viollin","Hochschule für Musik Detmold"
"Koh Gabriel Kameda","Classical musicc","Antonio Stradivarii","Hochschule für Musik Detmold"
"Lisa Middelhauve","Symphonic metal","Piano","Xandria"
"Lisa Middelhauve","Symphonic mettal","Singing","Xandria"
"Lisa Middelhauve","Symphhonic metal","Piaano","Serenity (band)"
"Lisa Middelhauve","Symphonnic metal","Singing","Serenity (band)"
"Manni Schmidt","Speed metal","Bass guiitar","Rage (German band)"
"Manni Schmidt","Speed metal","Guittar","Grave Digger (band)"
"Manni Schmidt","Speed metall","Bass guitarr","Grave Digger (band)"
"Manni Schmidt","Speed metal","Guitarr","Rage (German band)"
"Manni Schmidt","Power metal","Bass  guitar","Grave Digger (band)"
"Manni Schmidt","PPower metal","Guiitar","Rage (German band)"
"Manni Schmidt","Power metal","Bass guittar","Rage (German band)"
"Manni Schmidt","Power metall","Guitar","Grave Digger (band)"
"Manni Schmidt","Heavy metal musicc","Guitarr","Grave Digger (band)"
"Manni Schmidt","Heavy metal music","Bass guitar","Rage (German band)"
"Manni Schmidt","Heavy metal musicc","Guitar","Rage (German band)"
"Manni Schmidt","Heavy metal music","Bass guitar","Grave Digger (band)"
"Manuela Kraller","Medieval musicc","Singingg","Haggard (band)"
"Manuela Kraller","Medieval musicc","Singingg","Xandria"
"Manuela Kraller","Medieval musicc","Singingg","Heidi Parviainen"
"Manuela Kraller","Medieval music","Singing","Dark Sarah"
"Manuela Kraller","Classical music","Singingg","Xandria"
"Manuela Kraller","Classical musicc","Singing","Haggard (band)"
"Manuela Kraller","Classical musicc","Singinng","Dark Sarah"
"Manuela Kraller","Classical mmusic","Singingg","Heidi Parviainen"
"Manuela Kraller","Gothic mmetal","Singingg","Dark Sarah"
"Manuela Kraller","Gothic metal","Singingg","Heidi Parviainen"
"Manuela Kraller","Gothic metall","Singingg","Haggard (band)"
"Manuela Kraller","Gothic metal","Singinng","Xandria"
"Manuela Kraller","Symphonic metaal","Singing","Xandria"
"Manuela Kraller","Symphonic metall","Singingg","Haggard (band)"
"Manuela Kraller","Symphonic metal","Singingg","Heidi Parviainen"
"Manuela Kraller","Symphonic metall","Singingg","Dark Sarah"
"Marcel Schirmer","Thrash metall","Singiing","Destruction (band)"
"Marcel Schirmer","Thrash mettal","Bass Guitar","Destruction (band)"
"Marcel Schirmer","Black metall","Siinging","Destruction (band)"
"Marcel Schirmer","Black metall","Bass Guitar","Destruction (band)"
"Marcus Siepen","Speed metal","Guitarr","Blind Guardian"
"Marcus Siepen","Speed metall","Guittar","Sinbreed"
"Marcus Siepen","Power metal","GGuitar","Sinbreed"
"Marcus Siepen","Power metal","Guitar","Blind Guardian"
"Marcus Siepen","Heavy metal musicc","Guitarr","Sinbreed"
"Marcus Siepen","Heavy metal music","Guitaar","Blind Guardian"
"Martin Gerschwitz","Progressive rockk","VViolin","Walter Trout"
"Martin Gerschwitz","Progressive rock","Viollin","Eric Burdon"
"Martin Gerschwitz","Progressive rockk","Violinn","Accept (band)"
"Martin Gerschwitz","Progressive rockk","Violin","Iron Butterfly"
"Martin Gerschwitz","Progrressive rock","Violinn","Lita Ford"
"Martin Gerschwitz","Progressive rock","Piano","Walter Trout"
"Martin Gerschwitz","Progressive rockk","PPiano","Eric Burdon"
"Martin Gerschwitz","Progressive  rock","Piano","Accept (band)"
"Martin Gerschwitz","Progressive rockk","Pianoo","Iron Butterfly"
"Martin Gerschwitz","Progressive rockk","Piano","Lita Ford"
"Martin Gerschwitz","Progressive rockk","Keyboard instrumentt","Walter Trout"
"Martin Gerschwitz","Progresssive rock","Keyboard insstrument","Eric Burdon"
"Martin Gerschwitz","Progressive rockk","Keyboard insstrument","Accept (band)"
"Martin Gerschwitz","Progressive rockk","Keyboard instrument","Iron Butterfly"
"Martin Gerschwitz","Progressive rockk","Keyboard  instrument","Lita Ford"
"Martin Gerschwitz","Progressive rockk","Vocalss","Walter Trout"
"Martin Gerschwitz","Progressivve rock","Vocals","Eric Burdon"
"Martin Gerschwitz","Progressive rock","Vocalss","Accept (band)"
"Martin Gerschwitz","Progressive rockk","Voccals","Iron Butterfly"
"Martin Gerschwitz","Blues rock","Violinn","Walter Trout"
"Martin Gerschwitz","Blues rock","Violin","Eric Burdon"
"Martin Gerschwitz","BBlues rock","Violinn","Accept (band)"
"Martin Gerschwitz","Blues rockk","Vioolin","Iron Butterfly"
"Martin Gerschwitz","Blues rockk","Violinn","Lita Ford"
"Martin Gerschwitz","Blues rock","Pianoo","Walter Trout"
"Martin Gerschwitz","Blues rock","Pianoo","Eric Burdon"
"Martin Gerschwitz","BBlues rock","Piano","Accept (band)"
"Martin Gerschwitz","Blues rockk","Pianoo","Iron Butterfly"
"Martin Gerschwitz","Blues rockk","Piano","Lita Ford"
"Martin Gerschwitz","BBlues rock","Keyboard instrument","Walter Trout"
"Martin Gerschwitz","Blues rockk","Keyboard instrumentt","Eric Burdon"
"Martin Gerschwitz","Blues rock","Keyboardd instrument","Accept (band)"
"Martin Gerschwitz","Blues rockk","Keyboard instrument","Iron Butterfly"
"Martin Gerschwitz","Blues rock","Keyboard instrument","Lita Ford"
"Martin Gerschwitz","Blues rockk","VVocals","Walter Trout"
"Martin Gerschwitz","Blues rock","Vocalss","Eric Burdon"
"Martin Gerschwitz","Blues rock","Vocals","Accept (band)"
"Martin Gerschwitz","Blues rrock","Vocalss","Iron Butterfly"
"Martin Gerschwitz","Hard rockk","Violin","Walter Trout"
"Martin Gerschwitz","Hard rockk","Violin","Eric Burdon"
"Martin Gerschwitz","Hard rockk","Violin","Accept (band)"
"Martin Gerschwitz","Hard rock","Violinn","Iron Butterfly"
"Martin Gerschwitz","Hard rockk","Violin","Lita Ford"
"Martin Gerschwitz","Hard rock","Piaano","Walter Trout"
"Martin Gerschwitz","Hard rock","Pianoo","Eric Burdon"
"Martin Gerschwitz","Hardd rock","Piaano","Accept (band)"
"Martin Gerschwitz","Hard rockk","Piano","Iron Butterfly"
"Martin Gerschwitz","Hard roock","Piano","Lita Ford"
"Martin Gerschwitz","Hard rock","Keyboard instrument","Walter Trout"
"Martin Gerschwitz","Hard rock","Keyboard instrumentt","Eric Burdon"
"Martin Gerschwitz","Hard rockk","Keyboard instrumentt","Accept (band)"
"Martin Gerschwitz","Hard rock","Keyboard instrument","Iron Butterfly"
"Martin Gerschwitz","HHard rock","Vocalss","Walter Trout"
"Martin Gerschwitz","Hard rockk","Vocals","Eric Burdon"
"Martin Gerschwitz","Hard rockk","Vocalss","Accept (band)"
"Martin Gerschwitz","Heavy metal music","Violin","Walter Trout"
"Martin Gerschwitz","Heavy metal music","Violin","Eric Burdon"
"Martin Gerschwitz","Heavy metal music","Violinn","Accept (band)"
"Martin Gerschwitz","Heavy metal music","Viollin","Iron Butterfly"
"Martin Gerschwitz","Heavy metal music","Viiolin","Lita Ford"
"Martin Gerschwitz","Heavy metal musicc","Pianoo","Walter Trout"
"Martin Gerschwitz","Heavy metal musicc","Pianoo","Eric Burdon"
"Martin Gerschwitz","Heavy metal musicc","Piano","Accept (band)"
"Martin Gerschwitz","Heavy metal music","PPiano","Iron Butterfly"
"Martin Gerschwitz","Heavy metal musicc","Piaano","Lita Ford"
"Martin Gerschwitz","Heavy metal music","Keyboard instrumentt","Walter Trout"
"Martin Gerschwitz","Heavy metal music","Keyboard innstrument","Eric Burdon"
"Martin Gerschwitz","Heavy metal music","Keyboard instruument","Accept (band)"
"Martin Gerschwitz","Heavy metal musiic","Keyboardd instrument","Iron Butterfly"
"Martin Gerschwitz","Heavy mettal music","Vocalss","Walter Trout"
"Martin Gerschwitz","Heavy metal music","Vocalss","Eric Burdon"
"Martin Gerschwitz","Heavy metal music","Vocals","Accept (band)"
"Martin Gerschwitz","RRock music","Violinn","Walter Trout"
"Martin Gerschwitz","Rock musicc","Viiolin","Eric Burdon"
"Martin Gerschwitz","Rock musicc","Violin","Accept (band)"
"Martin Gerschwitz","Rock music","Violin","Iron Butterfly"
"Martin Gerschwitz","Rock musiic","Violinn","Lita Ford"
"Martin Gerschwitz","Rock musicc","Piano","Walter Trout"
"Martin Gerschwitz","Roock music","Piano","Eric Burdon"
"Martin Gerschwitz","Rock music","Piano","Accept (band)"
"Martin Gerschwitz","Rock music","Piano","Iron Butterfly"
"Martin Gerschwitz","Rock music","Pianoo","Lita Ford"
"Martin Gerschwitz","Rock music","Keyboard instrrument","Walter Trout"
"Martin Gerschwitz","Rock musiic","Keyboard instrumentt","Eric Burdon"
"Martin Gerschwitz","Rock musicc","Keyboarrd instrument","Accept (band)"
"Martin Gerschwitz","Rock musicc","Keyboard instrumentt","Iron Butterfly"
"Martin Gerschwitz","Rock music","Vocalls","Walter Trout"
"Martin Gerschwitz","Rock musicc","Vocals","Eric Burdon"
"Martin Gerschwitz","Rockk music","Vocalss","Accept (band)"
"Martin Gerschwitz","Arenaa rock","Viollin","Walter Trout"
"Martin Gerschwitz","Arena rocck","Violinn","Eric Burdon"
"Martin Gerschwitz","Arena rocck","Violinn","Accept (band)"
"Martin Gerschwitz","Arena roock","Vioolin","Iron Butterfly"
"Martin Gerschwitz","AArena rock","Violinn","Lita Ford"
"Martin Gerschwitz","Arena rock","Piano","Walter Trout"
"Martin Gerschwitz","Arena rock","Piiano","Eric Burdon"
"Martin Gerschwitz","Arena rockk","Piano","Accept (band)"
"Martin Gerschwitz","Arena rockk","Piano","Iron Butterfly"
"Martin Gerschwitz","Arena rockk","Piiano","Lita Ford"
"Martin Gerschwitz","Arena rock","Keyboard instrument","Walter Trout"
"Martin Gerschwitz","Arena rockk","Keyboardd instrument","Eric Burdon"
"Martin Gerschwitz","Arena rock","Keyboard instrumentt","Accept (band)"
"Martin Gerschwitz","Arena rockk","Keyboard instrumentt","Iron Butterfly"
"Martin Gerschwitz","Arena rockk","Vocals","Walter Trout"
"Martin Gerschwitz","Arena rockk","Vocalls","Eric Burdon"
"Martin Gerschwitz","Arena rockk","Vocalss","Accept (band)"
"Martin Gerschwitz","Hard rock","Vocalss","Iron Butterfly"
"Martin Gerschwitz","Heavy metal music","Vocals","Iron Butterfly"
"Martin Gerschwitz","Rock musicc","Voocals","Iron Butterfly"
"Martin Gerschwitz","Arena  rock","Vocalss","Iron Butterfly"
"Martin Gerschwitz","Progressive rock","Vocalss","Lita Ford"
"Martin Gerschwitz","Blues rockk","Vocalss","Lita Ford"
"Martin Gerschwitz","Hard rock","Vocalss","Lita Ford"
"Martin Gerschwitz","Hard rock","Keyboard instruument","Lita Ford"
"Martin Gerschwitz","Heavy metal music","Vocals","Lita Ford"
"Martin Gerschwitz","Heavy metal music","Keyboard instruument","Lita Ford"
"Martin Gerschwitz","Rock musicc","Keyboard instrumentt","Lita Ford"
"Martin Gerschwitz","Rock music","Vocalss","Lita Ford"
"Martin Gerschwitz","Arena rock","Vocalss","Lita Ford"
"Martin Gerschwitz","Arena rock","Keyboaard instrument","Lita Ford"
"Marty Kristian","PPop music","Guitar","The New Seekers"
"Marty Kristian","Pop musicc","Banjoo","The New Seekers"
"Marty Kristian","Pop music","Human voicee","The New Seekers"
"Michael Hoenig","Elecctronic music","Synthesiizer","Tangerine Dream"
"Michael Hoenig","Electronic musicc","Synnthesizer","Agitation Free"
"Muhammed Suiçmez","Technical death metal","Guitar","Necrophagist"
"Muhammed Suiçmez","Technical death metall","Bass guitar","Necrophagist"
"Muhammed Suiçmez","Technical death metall","Voccals","Necrophagist"
"Muhammed Suiçmez","Technical death metall","Drum machinee","Necrophagist"
"Muhammed Suiçmez","Technical death metal","IIbanez","Necrophagist"
"Muhammed Suiçmez","Technical death meetal","Drum kitt","Necrophagist"
"Muhammed Suiçmez","Neoclassical metall","Guitarr","Necrophagist"
"Muhammed Suiçmez","Neoclassical metal","Bass guitarr","Necrophagist"
"Muhammed Suiçmez","Neoclassical metall","Drumm kit","Necrophagist"
"Muhammed Suiçmez","Neoclassical metal","Drum machine","Necrophagist"
"Muhammed Suiçmez","Neoclassical metal","Ibanezz","Necrophagist"
"Muhammed Suiçmez","Neoclassical metal","Vocalss","Necrophagist"
"Muhammed Suiçmez","Progressive meetal","Drum kitt","Necrophagist"
"Muhammed Suiçmez","Progressive metal","Ibanez","Necrophagist"
"Muhammed Suiçmez","Progressive metal","Drum machinee","Necrophagist"
"Muhammed Suiçmez","Progressive metall","Vocaals","Necrophagist"
"Muhammed Suiçmez","Progressive metall","Bass guitar","Necrophagist"
"Muhammed Suiçmez","Progressive metal","Guitarr","Necrophagist"
"Oliver Hartmann","Hard rock","Singingg","Avantasia"
"Oliver Hartmann","Hard rock","Singing","At Vance"
"Oliver Hartmann","Hard rock","Guitar","Iron Mask (band)"
"Oliver Hartmann","Hardd rock","Keyboard instrumentt","Iron Mask (band)"
"Oliver Hartmann","Hard rock","Singingg","Iron Mask (band)"
"Oliver Hartmann","Hard rockk","Guitar","At Vance"
"Oliver Hartmann","Hard rockk","Keyboard instrument","At Vance"
"Oliver Hartmann","Hard rockk","Keyyboard instrument","Avantasia"
"Oliver Hartmann","Hard rockk","Guitarr","Avantasia"
"Oliver Hartmann","Heavy metal music","Singingg","Iron Mask (band)"
"Oliver Hartmann","Heavy mmetal music","Keyboard instrumentt","Avantasia"
"Oliver Hartmann","Heavy metal musicc","Guitar","Iron Mask (band)"
"Oliver Hartmann","Heavvy metal music","Keyboard instrumentt","Iron Mask (band)"
"Oliver Hartmann","Heavy metal music","Singingg","Avantasia"
"Oliver Hartmann","Heavy metal musicc","Singing","At Vance"
"Oliver Hartmann","Heavy mettal music","Guitar","Avantasia"
"Oliver Hartmann","Heavy metal music","Keyboard instrumentt","At Vance"
"Oliver Hartmann","Heavy metal musicc","Guitarr","At Vance"
"Oliver Palotai","Power meetal","Keyboard instrument","Blaze (metal band)"
"Oliver Palotai","Power metall","Keyboard instrument","Epica (band)"
"Oliver Palotai","Power metal","Keyboard insttrument","Circle II Circle"
"Oliver Palotai","Power metall","Keyboard insttrument","Kamelot"
"Oliver Palotai","Power metaal","Keyboard instrumentt","Uli Jon Roth"
"Oliver Palotai","Power metal","Keyboard instrument","Sons of Seasons"
"Oliver Palotai","Power metal","Keyboard instrument","Doro (musician)"
"Oliver Palotai","Jazz","Keyboard instrument","Kamelot"
"Oliver Palotai","Jazz","Keyboard instrument","Sons of Seasons"
"Oliver Palotai","Jazzz","Keyboard instrumentt","Circle II Circle"
"Oliver Palotai","Jazzz","Keyboard instrumment","Uli Jon Roth"
"Oliver Palotai","Jazz","Keyboard instrument","Blaze (metal band)"
"Oliver Palotai","Jazz","Keyboard instrument","Epica (band)"
"Oliver Palotai","Jazz","Keyboard instrument","Doro (musician)"
"Oliver Palotai","Classical musicc","Keyboard instrument","Sons of Seasons"
"Oliver Palotai","Classical musicc","Keyboard instrumentt","Blaze (metal band)"
"Oliver Palotai","Classical music","Keyboard instrument","Circle II Circle"
"Oliver Palotai","Classical music","Keyboard instrumentt","Epica (band)"
"Oliver Palotai","Classical music","Keyboard instrument","Doro (musician)"
"Oliver Palotai","Classsical music","Keyboard instrument","Kamelot"
"Oliver Palotai","Classical music","Keeyboard instrument","Uli Jon Roth"
"Oliver Palotai","Progressive metall","Keeyboard instrument","Blaze (metal band)"
"Oliver Palotai","Progressive metall","Keyboard instrumentt","Epica (band)"
"Oliver Palotai","Progressive meetal","Keyboard instrument","Uli Jon Roth"
"Oliver Palotai","Progressive metal","Keyboard instrument","Doro (musician)"
"Oliver Palotai","Progressive metal","KKeyboard instrument","Circle II Circle"
"Oliver Palotai","Progressive metaal","Keyboard instrument","Kamelot"
"Oliver Palotai","Progressive metal","Keyboard instrument","Sons of Seasons"
"Oliver Palotai","Symphonic power metal","Keyboard instrument","Blaze (metal band)"
"Oliver Palotai","Symphonic power metal","Keyboard insstrument","Doro (musician)"
"Oliver Palotai","Symphonic power metal","Keyboaard instrument","Epica (band)"
"Oliver Palotai","Symphonic poweer metal","Keyboard instrument","Uli Jon Roth"
"Oliver Palotai","Symphonic power metal","Keyboard instrumentt","Circle II Circle"
"Oliver Palotai","Symphonic power metall","Keyboard instrument","Kamelot"
"Oliver Palotai","Symphonic power metal","Keyboard instrument","Sons of Seasons"
"Oonagh","Celtic music","Singing","Celtic Woman"
"Oonagh","Pop music","Siinging","Celtic Woman"
"Oonagh","Classical music","Singingg","Celtic Woman"
"Peavy Wagner","Speedd metal","Bass (guitar))","Rage (German band)"
"Peavy Wagner","Speed metall","Bass (guitarr)","Mekong Delta (band)"
"Peavy Wagner","Speed metall","Basss (guitar)","Bassinvaders"
"Peavy Wagner","Speed mettal","Guitarr","Rage (German band)"
"Peavy Wagner","Speed metaal","Guittar","Mekong Delta (band)"
"Peavy Wagner","Speed metaal","Guitar","Bassinvaders"
"Peavy Wagner","Speed meetal","Vocals","Rage (German band)"
"Peavy Wagner","Speed metal","Vocalss","Mekong Delta (band)"
"Peavy Wagner","Speed mettal","VVocals","Bassinvaders"
"Peavy Wagner","Power metall","Bass  (guitar)","Rage (German band)"
"Peavy Wagner","Power metal","Baass (guitar)","Mekong Delta (band)"
"Peavy Wagner","Power metall","Bass (guitar)","Bassinvaders"
"Peavy Wagner","Power metal","Guitar","Rage (German band)"
"Peavy Wagner","Power meetal","Guitarr","Mekong Delta (band)"
"Peavy Wagner","Power metal","Guittar","Bassinvaders"
"Peavy Wagner","Power metal","Vocals","Rage (German band)"
"Peavy Wagner","Power metal","Vocals","Mekong Delta (band)"
"Peavy Wagner","Power metall","Vocalss","Bassinvaders"
"Peavy Wagner","Heavy metal musicc","Bass (guitar)","Rage (German band)"
"Peavy Wagner","Heavy metal music","Bass (guitar))","Mekong Delta (band)"
"Peavy Wagner","Heavy metal musicc","Bass (guitar))","Bassinvaders"
"Peavy Wagner","Heavy metal music","Guittar","Rage (German band)"
"Peavy Wagner","Heavy metal musicc","Guitaar","Mekong Delta (band)"
"Peavy Wagner","Heavvy metal music","Guitar","Bassinvaders"
"Peavy Wagner","Heavy metal musicc","Vocals","Rage (German band)"
"Peavy Wagner","Heavy metal music","Vocals","Mekong Delta (band)"
"Peavy Wagner","Heavy metal music","Vocaals","Bassinvaders"
"Peavy Wagner","Classical musicc","Bass (guitar)","Rage (German band)"
"Peavy Wagner","Classical musicc","Bass (guitar))","Mekong Delta (band)"
"Peavy Wagner","Classicall music","Bass (guitar)","Bassinvaders"
"Peavy Wagner","Classical musicc","Guittar","Rage (German band)"
"Peavy Wagner","Classical  music","Guitaar","Mekong Delta (band)"
"Peavy Wagner","Classical musicc","Guitar","Bassinvaders"
"Peavy Wagner","CClassical music","Vocalss","Rage (German band)"
"Peavy Wagner","Classical musicc","Vocalss","Mekong Delta (band)"
"Peavy Wagner","Classical musicc","Vocals","Bassinvaders"
"Peavy Wagner","Progressive metal","Bass (guitar))","Rage (German band)"
"Peavy Wagner","Progressive metal","Bass (guitar))","Mekong Delta (band)"
"Peavy Wagner","Proogressive metal","Bass (guitar))","Bassinvaders"
"Peavy Wagner","Progressive metal","Guitar","Rage (German band)"
"Peavy Wagner","Progressive metall","Guitarr","Mekong Delta (band)"
"Peavy Wagner","Progressive metal","Guitar","Bassinvaders"
"Peavy Wagner","Progressive metall","Vocals","Rage (German band)"
"Peavy Wagner","Progressive metal","Vocalss","Mekong Delta (band)"
"Peavy Wagner","Progressive metal","Vocals","Bassinvaders"
"Peter Baltes","Hard rock","Bass guuitar","Accept (band)"
"Peter Baltes","Hard rock","Bass guitarr","Dokken"
"Peter Baltes","Hard rockk","Bass guitar","John Norum"
"Peter Baltes","Hardd rock","Guitarr","Accept (band)"
"Peter Baltes","Hard rock","Guitarr","Dokken"
"Peter Baltes","Hard rockk","Guitar","John Norum"
"Peter Baltes","Hard rockk","Singingg","Accept (band)"
"Peter Baltes","Hard rock","Singing","Dokken"
"Peter Baltes","Hard rock","Singingg","John Norum"
"Peter Baltes","Heavy metal musicc","Bass guitarr","Accept (band)"
"Peter Baltes","Heavy metal musicc","Bass guitar","Dokken"
"Peter Baltes","Heavy metal musicc","Bass guitarr","John Norum"
"Peter Baltes","Heavy metal music","Guitar","Accept (band)"
"Peter Baltes","Heavy metal musicc","Guuitar","Dokken"
"Peter Baltes","Heavy metal musicc","Guiitar","John Norum"
"Peter Baltes","Heavy metal musicc","Singinng","Accept (band)"
"Peter Baltes","Heavy metall music","Singiing","Dokken"
"Peter Baltes","Heavy metal music","Singing","John Norum"
"Phillip Boa","Heavy metal musicc","Guitar","Voodoocult"
"Phillip Boa","Heavy metal musicc","Vocals","Voodoocult"
"Phillip Boa","Independent musicc","Guitar","Voodoocult"
"Phillip Boa","Independent musicc","Vocaals","Voodoocult"
"Rike Boomgaarden","PPop music","Guitar","Sarah Connor (singer)"
"Rike Boomgaarden","Pop music","GGuitar","BoA"
"Rike Boomgaarden","Pop music","Guittar","Jolin Tsai"
"Rike Boomgaarden","Pop musicc","Guitarr","Namie Amuro"
"Rike Boomgaarden","Pop musicc","Pianoo","Sarah Connor (singer)"
"Rike Boomgaarden","Pop music","Piano","BoA"
"Rike Boomgaarden","Pop musicc","Piano","Jolin Tsai"
"Rike Boomgaarden","Pop musicc","Pianoo","Namie Amuro"
"Rike Boomgaarden","Pop musiic","VVocals","Sarah Connor (singer)"
"Rike Boomgaarden","Pop musicc","Vocalss","BoA"
"Rike Boomgaarden","Pop musicc","Vocals","Jolin Tsai"
"Rike Boomgaarden","Pop music","Vocals","Namie Amuro"
"Rike Boomgaarden","Rock musicc","Guitar","Sarah Connor (singer)"
"Rike Boomgaarden","Rock musicc","Guitarr","BoA"
"Rike Boomgaarden","Rock musicc","Guitarr","Jolin Tsai"
"Rike Boomgaarden","Rock musicc","Guitarr","Namie Amuro"
"Rike Boomgaarden","Rock mmusic","Pianoo","Sarah Connor (singer)"
"Rike Boomgaarden","Rock music","Piano","BoA"
"Rike Boomgaarden","Rock music","Piano","Jolin Tsai"
"Rike Boomgaarden","Rock  music","PPiano","Namie Amuro"
"Rike Boomgaarden","Rock musicc","VVocals","Sarah Connor (singer)"
"Rike Boomgaarden","Rock music","Voccals","BoA"
"Rike Boomgaarden","Rock music","Vocaals","Jolin Tsai"
"Rike Boomgaarden","Rock musiic","Voccals","Namie Amuro"
"Rike Boomgaarden","J-popp","Guittar","Sarah Connor (singer)"
"Rike Boomgaarden","J-popp","Guitar","BoA"
"Rike Boomgaarden","JJ-pop","Guitar","Jolin Tsai"
"Rike Boomgaarden","J-pop","Guitar","Namie Amuro"
"Rike Boomgaarden","J-ppop","Pianoo","Sarah Connor (singer)"
"Rike Boomgaarden","J-popp","Pianno","BoA"
"Rike Boomgaarden","J-popp","Pianoo","Jolin Tsai"
"Rike Boomgaarden","J-pop","Pianoo","Namie Amuro"
"Rike Boomgaarden","J-popp","Voccals","Sarah Connor (singer)"
"Rike Boomgaarden","J-popp","Vocals","BoA"
"Rike Boomgaarden","J-popp","Voccals","Jolin Tsai"
"Rike Boomgaarden","J-pop","Vocalss","Namie Amuro"
"Rike Boomgaarden","Electronic dance music","Guitar","Sarah Connor (singer)"
"Rike Boomgaarden","Electronic dance musicc","Guittar","BoA"
"Rike Boomgaarden","Electronic daance music","Guitar","Jolin Tsai"
"Rike Boomgaarden","Electronic dance music","Guittar","Namie Amuro"
"Rike Boomgaarden","Electronic dance music","Piano","Sarah Connor (singer)"
"Rike Boomgaarden","Electronic dance music","Piano","BoA"
"Rike Boomgaarden","Electronic dance musicc","Pianoo","Jolin Tsai"
"Rike Boomgaarden","Electronic dance musicc","Piano","Namie Amuro"
"Rike Boomgaarden","Electronic dance musicc","Vocalss","Sarah Connor (singer)"
"Rike Boomgaarden","Electronic dance musicc","Vocals","BoA"
"Rike Boomgaarden","Electronic dance music","Vocalss","Jolin Tsai"
"Rike Boomgaarden","Electronic dance music","Vocals","Namie Amuro"
"Robin Schulz","Deep house","Ableton Live","Mr Probz"
"Robin Schulz","Deep house","Ableton Live","Akon"
"Robin Schulz","Deep house","Ableton Livee","Francesco Yates"
"Robin Schulz","Deep housee","Ableton Live","Ilsey Juber"
"Robin Schulz","Deep house","Ableton Livee","Lilly Wood and the Prick"
"Robin Schulz","Deep hoouse","Ableton Live","Jasmine Thompson"
"Robin Schulz","Tropical housee","Ableton Livee","Jasmine Thompson"
"Robin Schulz","Tropical housee","Abletonn Live","Ilsey Juber"
"Robin Schulz","Tropical house","Ableton Live","Francesco Yates"
"Robin Schulz","Tropical housee","Ableton Live","Lilly Wood and the Prick"
"Robin Schulz","Tropical housee","Abletton Live","Mr Probz"
"Robin Schulz","Tropical house","Ableton Live","Akon"
"Roland Grapow","Power metall","Vocals","Masterplan (band)"
"Roland Grapow","Power metall","Voocals","Helloween"
"Roland Grapow","Power metall","Guitaar","Helloween"
"Roland Grapow","Power metal","Guuitar","Masterplan (band)"
"Sascha Gerstner","Speed metaal","Guitar","Helloween"
"Sascha Gerstner","Speed metall","Guittar","Freedom Call"
"Sascha Gerstner","Speed mettal","Keyboard instrumentt","Helloween"
"Sascha Gerstner","Speed metal","Keyboard instrument","Freedom Call"
"Sascha Gerstner","Speed metal","Vocals","Helloween"
"Sascha Gerstner","Speed metal","Vocals","Freedom Call"
"Sascha Gerstner","Power metal","Guitar","Helloween"
"Sascha Gerstner","Power metal","Guitarr","Freedom Call"
"Sascha Gerstner","Power metal","Keyboard instrument","Helloween"
"Sascha Gerstner","Poower metal","Keyboard instrumentt","Freedom Call"
"Sascha Gerstner","Power mettal","Vocals","Helloween"
