"musician","genre","instrument"
"Mtume","Jazz music","Singing"
"Mtume","Jazz music","Sampling (music)"
"Mtume","Post-disco","Singing"
"Mtume","Post-disco","Sampling (music)"
"Mtume","R&B","Singing"
"Mtume","R&B","Sampling (music)"
"Mtume","Electro (music)","Singing"
"Mtume","Electro (music)","Sampling (music)"
"Mtume","Funk music","Singing"
"Mtume","Funk music","Sampling (music)"
"Mtume","Soul music","Singing"
"Mtume","Soul music","Sampling (music)"
"Mtume","Smooth soul","Singing"
"Mtume","Smooth soul","Sampling (music)"
"Mtume","Hip hop music","Singing"
"Mtume","Hip hop music","Sampling (music)"
"Mtume","Quiet storm","Singing"
"Mtume","Quiet storm","Sampling (music)"
"New York Oil","Political hip hop","Rapping"
"New York Oil","Alternative hip hop","Rapping"
"Nic Nac","Pop music","Guitar"
"Nic Nac","Pop music","Piano"
"Nic Nac","Pop music","FL Studio"
"Nic Nac","Pop music","Vocals"
"Nic Nac","Rhythm and blues","Guitar"
"Nic Nac","Rhythm and blues","Piano"
"Nic Nac","Rhythm and blues","FL Studio"
"Nic Nac","Rhythm and blues","Vocals"
"Nic Nac","Hip hop music","Guitar"
"Nic Nac","Hip hop music","Piano"
"Nic Nac","Hip hop music","FL Studio"
"Nic Nac","Hip hop music","Vocals"
"NickyKay","Rockabilly","Drums"
"NickyKay","Rockabilly","Guitar"
"NickyKay","Rockabilly","Singing"
"NickyKay","R&B","Drums"
"NickyKay","R&B","Guitar"
"NickyKay","R&B","Singing"
"NickyKay","Rock & roll","Drums"
"NickyKay","Rock & roll","Guitar"
"NickyKay","Rock & roll","Singing"
"NickyKay","Punk rock","Drums"
"NickyKay","Punk rock","Guitar"
"NickyKay","Punk rock","Singing"
"NickyKay","Jump blues","Drums"
"NickyKay","Jump blues","Guitar"
"NickyKay","Jump blues","Singing"
"NickyKay","Swing revival","Drums"
"NickyKay","Swing revival","Guitar"
"NickyKay","Swing revival","Singing"
"NickyKay","Texas blues","Drums"
"NickyKay","Texas blues","Guitar"
"NickyKay","Texas blues","Singing"
"Night Train Clemons","Blues","Fender Stratocaster"
"Night Train Clemons","Blues Rock","Fender Stratocaster"
"Noah","Nu metal","Guitar"
"Noah","Christian rock","Guitar"
"Noah","Alternative metal","Guitar"
"Noah","Christian metal","Guitar"
"Noah","Post-grunge","Guitar"
"Noel","Dance music","Singing"
"Noel","Synthpop","Singing"
"Noel","Freestyle music","Singing"
"Noel","Pop music","Singing"
"Noel","Pop rock","Singing"
"Oh Red","Country blues","Washboard (musical instrument)"
"Oh Red","Country blues","Human voice"
"Oh Red","Country blues","Guitar"
"Oh Red","Gospel music","Guitar"
"Oh Red","Gospel music","Human voice"
"Oh Red","Gospel music","Washboard (musical instrument)"
"Oh Red","East Coast blues","Washboard (musical instrument)"
"Oh Red","East Coast blues","Guitar"
"Oh Red","East Coast blues","Human voice"
"Oh Red","Piedmont blues","Guitar"
"Oh Red","Piedmont blues","Washboard (musical instrument)"
"Oh Red","Piedmont blues","Human voice"
"Omar Hakim Khayam","Jazz","Piano"
"Omar Hakim Khayam","Texas blues","Piano"
"Omar Sharriff","Jazz","Piano"
"Omar Sharriff","Texas blues","Piano"
"Omar the Magnificent","Jazz","Piano"
"Omar the Magnificent","Texas blues","Piano"
"One Arm John","Blues","Harmonica"
"PW","Pop music","Vocals"
"PW","Reggaeton","Vocals"
"PW","Tejano music","Vocals"
"PW","Latin pop","Vocals"
"PW","Cumbia","Vocals"
"Pablo Clayton","Folk music","Vocals"
"Pablo Clayton","Folk music","Guitar"
"Pablo Clayton","Folk music","Appalachian dulcimer"
"Papa Freddie, Mr. Freddie","Country blues","Human voice"
"Papa Freddie, Mr. Freddie","Country blues","Guitar"
"Papa Freddie, Mr. Freddie","Delta blues","Human voice"
"Papa Freddie, Mr. Freddie","Delta blues","Guitar"
"Pee Wee Ellis","Jazz music","Alto saxophone"
"Pee Wee Ellis","Jazz music","Keyboard (instrument)"
"Pee Wee Ellis","Jazz music","Soprano saxophone"
"Pee Wee Ellis","Jazz music","Flute"
"Pee Wee Ellis","Jazz music","Baritone saxophone"
"Pee Wee Ellis","Funk","Alto saxophone"
"Pee Wee Ellis","Funk","Keyboard (instrument)"
"Pee Wee Ellis","Funk","Soprano saxophone"
"Pee Wee Ellis","Funk","Flute"
"Pee Wee Ellis","Funk","Baritone saxophone"
"Pee Wee Ellis","Soul music","Alto saxophone"
"Pee Wee Ellis","Soul music","Keyboard (instrument)"
"Pee Wee Ellis","Soul music","Soprano saxophone"
"Pee Wee Ellis","Soul music","Flute"
"Pee Wee Ellis","Soul music","Baritone saxophone"
"Pee Wee Ellis","Jazz music","Tenor saxophone"
"Pee Wee Ellis","Funk","Tenor saxophone"
"Pee Wee Ellis","Soul music","Tenor saxophone"
"Pee Wee Salinas","Pop music","Vocals"
"Pee Wee Salinas","Reggaeton","Vocals"
"Pee Wee Salinas","Tejano music","Vocals"
"Pee Wee Salinas","Latin pop","Vocals"
"Pee Wee Salinas","Cumbia","Vocals"
"Perry24k","Trap music","FL Studio"
"Perry24k","Trap music","Vocals"
"Perry24k","Hip hop music","FL Studio"
"Perry24k","Hip hop music","Vocals"
"Pigpen, Blue Ron","Blues rock","Electronic organ"
"Pigpen, Blue Ron","Blues rock","Hammond organ"
"Pigpen, Blue Ron","Blues rock","Harmonica"
"Pigpen, Blue Ron","Blues rock","Singing"
"Pigpen, Blue Ron","Blues rock","Vox Continental"
"Pigpen, Blue Ron","Blues","Electronic organ"
"Pigpen, Blue Ron","Blues","Hammond organ"
"Pigpen, Blue Ron","Blues","Harmonica"
"Pigpen, Blue Ron","Blues","Singing"
"Pigpen, Blue Ron","Blues","Vox Continental"
"Pigpen, Blue Ron","Psychedelic rock","Electronic organ"
"Pigpen, Blue Ron","Psychedelic rock","Hammond organ"
"Pigpen, Blue Ron","Psychedelic rock","Harmonica"
"Pigpen, Blue Ron","Psychedelic rock","Singing"
"Pigpen, Blue Ron","Psychedelic rock","Vox Continental"
"Pigpen, Blue Ron","Rock music","Electronic organ"
"Pigpen, Blue Ron","Rock music","Hammond organ"
"Pigpen, Blue Ron","Rock music","Harmonica"
"Pigpen, Blue Ron","Rock music","Singing"
"Pigpen, Blue Ron","Rock music","Vox Continental"
"Poison Ivy, Poison Ivy Rorschach","Psychobilly","Guitarist"
"Poison Ivy, Poison Ivy Rorschach","Psychobilly","Singing"
"Poison Ivy, Poison Ivy Rorschach","Psychobilly","Bass guitarist"
"Poison Ivy, Poison Ivy Rorschach","Punk rock","Guitarist"
"Poison Ivy, Poison Ivy Rorschach","Punk rock","Singing"
"Poison Ivy, Poison Ivy Rorschach","Punk rock","Bass guitarist"
"Poison Ivy, Poison Ivy Rorschach","Rock and roll","Guitarist"
"Poison Ivy, Poison Ivy Rorschach","Rock and roll","Singing"
"Poison Ivy, Poison Ivy Rorschach","Rock and roll","Bass guitarist"
"Popcorn Wylie","Rhythm and blues","Piano"
"Popcorn Wylie","Soul music","Piano"
"Powerhouse","House music","Drum machine"
"Powerhouse","House music","Synthesizer"
"Powerhouse","House music","Electronic keyboard"
"Powerhouse","House music","Music sequencer"
"Powerhouse","Electronica","Drum machine"
"Powerhouse","Electronica","Synthesizer"
"Powerhouse","Electronica","Electronic keyboard"
"Powerhouse","Electronica","Music sequencer"
"Preem, Premo, Primo","Hip Hop Music","Drum Machine"
"Preem, Premo, Primo","Hip Hop Music","Sampler (musical instrument)"
"Preem, Premo, Primo","Hip Hop Music","Turntablism"
"Preem, Premo, Primo","Hip Hop Music","Keyboard Instrument"
"Prince Phillip Mitchell","Funk","Guitar"
"Prince Phillip Mitchell","Funk","Human voice"
"Prince Phillip Mitchell","Funk","Piano"
"Prince Phillip Mitchell","Rhythm and blues","Human voice"
"Prince Phillip Mitchell","Rhythm and blues","Piano"
"Prince Phillip Mitchell","Rhythm and blues","Guitar"
"Prince of the Blues","Electric blues","Human voice"
"Prince of the Blues","Electric blues","Guitar"
"Pringles","Alternative hip hop","Guitar"
"Pringles","Alternative hip hop","Electronic keyboard"
"Pringles","Alternative hip hop","Vocals"
"Pringles","Hip hop music","Guitar"
"Pringles","Hip hop music","Electronic keyboard"
"Pringles","Hip hop music","Vocals"
"Pringles","Electro music","Guitar"
"Pringles","Electro music","Electronic keyboard"
"Pringles","Electro music","Vocals"
"Professor or ""Fess""","Jazz","Alto saxophone"
"Professor or ""Fess""","Jazz","Clarinet"
"Professor or ""Fess""","Swing music","Alto saxophone"
"Professor or ""Fess""","Swing music","Clarinet"
"Pusha T","Hip hop music","Vocals"
"RDM","Heavy metal music","Warwick (bass guitar)"
"RDM","Heavy metal music","Bass guitar"
"RDM","Heavy metal music","Voice"
"RDM","Nu metal","Warwick (bass guitar)"
"RDM","Nu metal","Bass guitar"
"RDM","Nu metal","Voice"
"RDM","Progressive metal","Warwick (bass guitar)"
"RDM","Progressive metal","Bass guitar"
"RDM","Progressive metal","Voice"
"RDM","Jazz fusion","Warwick (bass guitar)"
"RDM","Jazz fusion","Bass guitar"
"RDM","Jazz fusion","Voice"
"Ralph ""Bama"" Willis","Country blues","Human voice"
"Ralph ""Bama"" Willis","Country blues","Guitar"
"Ralph ""Bama"" Willis","Piedmont blues","Human voice"
"Ralph ""Bama"" Willis","Piedmont blues","Guitar"
"Rasan Mfalme","Blues rock","Bass guitar"
"Rasan Mfalme","Blues rock","Upright bass"
"Rasan Mfalme","Funk music","Bass guitar"
"Rasan Mfalme","Funk music","Upright bass"
"Rasan Mfalme","Blues","Bass guitar"
"Rasan Mfalme","Blues","Upright bass"
"Rasan Mfalme","Jazz","Bass guitar"
"Rasan Mfalme","Jazz","Upright bass"
"Rasan Mfalme","Soul music","Bass guitar"
"Rasan Mfalme","Soul music","Upright bass"
"Raw Dawg","Hard rock","Fender Stratocaster"
"Raw Dawg","Hard rock","Electric guitar"
"Raw Dawg","Hard rock","Singing"
"Raw Dawg","Blues","Fender Stratocaster"
"Raw Dawg","Blues","Electric guitar"
"Raw Dawg","Blues","Singing"
"Raw Dawg","Heavy metal music","Fender Stratocaster"
"Raw Dawg","Heavy metal music","Electric guitar"
"Raw Dawg","Heavy metal music","Singing"
"Raw Dawg","Blues-rock","Fender Stratocaster"
"Raw Dawg","Blues-rock","Electric guitar"
"Raw Dawg","Blues-rock","Singing"
"Red Allen","Country music","Guitar"
"Red Allen","Bluegrass music","Guitar"
"Rob Stone","Trap music","Vocals"
"Rob Stone","Hip hop music","Vocals"
"Robert ""Wolfman"" Belfour","Country blues","Guitar"
"Robert ""Wolfman"" Belfour","Delta blues","Guitar"
"Robert Roberts","Vaudeville","Vocal"
"Robert Roberts","Novelty song","Vocal"
"Rocky Thompson","Electric blues","Human voice"
"Rocky Thompson","Electric blues","Drum kit"
"Rocky Thompson","Electric blues","Electric guitar"
"Rocky Thompson","Electric blues","Guitar"
"Rocky Thompson","Blues","Human voice"
"Rocky Thompson","Blues","Drum kit"
"Rocky Thompson","Blues","Electric guitar"
"Rocky Thompson","Rhythm and blues","Human voice"
"Rocky Thompson","Rhythm and blues","Drum kit"
"Rocky Thompson","Rhythm and blues","Electric guitar"
"Rocky Thompson","Rock and roll","Human voice"
"Rocky Thompson","Rock and roll","Drum kit"
"Rocky Thompson","Rock and roll","Electric guitar"
"Rocky Thompson","Jump blues","Human voice"
"Rocky Thompson","Jump blues","Drum kit"
"Rocky Thompson","Jump blues","Electric guitar"
"Rocky Thompson","Boogie-woogie","Human voice"
"Rocky Thompson","Boogie-woogie","Drum kit"
"Rocky Thompson","Boogie-woogie","Electric guitar"
"Rocky Thompson","Texas blues","Human voice"
"Rocky Thompson","Texas blues","Drum kit"
"Rocky Thompson","Texas blues","Electric guitar"
"Rocky Thompson","Blues","Guitar"
"Rocky Thompson","Rhythm and blues","Guitar"
"Rocky Thompson","Rock and roll","Guitar"
"Rocky Thompson","Jump blues","Guitar"
"Rocky Thompson","Boogie-woogie","Guitar"
"Rocky Thompson","Texas blues","Guitar"
"Rose Maddox Brogdon","Country music","Bass (guitar)"
"Rose Maddox Brogdon","Country music","Human voice"
"Ry-Know","Heavy metal music","Warwick (bass guitar)"
"Ry-Know","Heavy metal music","Bass guitar"
"Ry-Know","Heavy metal music","Voice"
"Ry-Know","Nu metal","Warwick (bass guitar)"
"Ry-Know","Nu metal","Bass guitar"
"Ry-Know","Nu metal","Voice"
"Ry-Know","Progressive metal","Warwick (bass guitar)"
"Ry-Know","Progressive metal","Bass guitar"
"Ry-Know","Progressive metal","Voice"
"Ry-Know","Jazz fusion","Warwick (bass guitar)"
"Ry-Know","Jazz fusion","Bass guitar"
"Ry-Know","Jazz fusion","Voice"
"Rü-d","Heavy metal music","Warwick (bass guitar)"
"Rü-d","Heavy metal music","Bass guitar"
"Rü-d","Heavy metal music","Voice"
"Rü-d","Nu metal","Warwick (bass guitar)"
"Rü-d","Nu metal","Bass guitar"
"Rü-d","Nu metal","Voice"
"Rü-d","Progressive metal","Warwick (bass guitar)"
"Rü-d","Progressive metal","Bass guitar"
"Rü-d","Progressive metal","Voice"
"Rü-d","Jazz fusion","Warwick (bass guitar)"
"Rü-d","Jazz fusion","Bass guitar"
"Rü-d","Jazz fusion","Voice"
"Sap Da Beat Man","Hip hop music","FL Studio"
"Scott Leonard","A cappella","Vocals"
"Scott Leonard","Pop music","Vocals"
"Scotty Wayne","Country music","Guitar"
"Scotty Wayne","Country music","Fender Musical Instruments Corporation"
"Scotty Wayne","Country music","Human voice"
"Scotty Wayne","Rock music","Guitar"
"Scotty Wayne","Rock music","Human voice"
"Scotty Wayne","Rock music","Fender Musical Instruments Corporation"
"Scotty Wayne","Swamp pop","Guitar"
"Scotty Wayne","Swamp pop","Fender Musical Instruments Corporation"
"Scotty Wayne","Swamp pop","Human voice"
"Scotty Wayne","Tejano music","Guitar"
"Scotty Wayne","Tejano music","Fender Musical Instruments Corporation"
"Scotty Wayne","Tejano music","Human voice"
"Sharaz","Florida breaks","Drum kit"
"Sharaz","Florida breaks","Synthesizer"
"Sharaz","Florida breaks","Ableton Live"
"Sharaz","Breakbeat","Synthesizer"
"Sharaz","Breakbeat","Drum kit"
"Sharaz","Breakbeat","Ableton Live"
"Sharaz","Alternative dance","Synthesizer"
"Sharaz","Alternative dance","Drum kit"
"Sharaz","Alternative dance","Ableton Live"
"Sharaz","Electronica","Ableton Live"
"Sharaz","Electronica","Drum kit"
"Sharaz","Electronica","Synthesizer"
"Signifying Mary","Classic female blues","Human voice"
"Signifying Mary","Classic female blues","Accordion"
"Sleepy Joe","Country blues","Human voice"
"Sleepy Joe","Country blues","Guitar"
"Sleepy Joe","Piedmont blues","Human voice"
"Sleepy Joe","Piedmont blues","Guitar"
"Slim Richey","Western swing","Fiddle"
"Slim Richey","Western swing","Guitar"
"Slim Seward","Country blues","Human voice"
"Slim Seward","Country blues","Guitar"
"Slim Seward","Piedmont blues","Human voice"
"Slim Seward","Piedmont blues","Guitar"
"Sly Tendencies","Hip hop music","Drums"
"Sly Tendencies","Hip hop music","Keyboards"
"Sly Tendencies","Hip hop music","Modulator"
"Sly Tendencies","Hip hop music","Vocals"
"Soul Queen of New Orleans","Gospel music","Human voice"
"Soul Queen of New Orleans","Blues","Human voice"
"Soul Queen of New Orleans","Pop music","Human voice"
"Soul Queen of New Orleans","Rhythm and blues","Human voice"
"Soul Queen of New Orleans","Soul music","Human voice"
"Soulja Boy Tell 'Em","Trap music","FL Studio"
"Soulja Boy Tell 'Em","Pop rap","FL Studio"
"Soulja Boy Tell 'Em","Hip hop music","FL Studio"
"Spinz Hoodrich","Rhythm and blues","Bass (guitar)"
"Spinz Hoodrich","Rhythm and blues","FL Studio"
"Spinz Hoodrich","Rhythm and blues","Music Production Center"
"Spinz Hoodrich","Rhythm and blues","Logic Pro"
"Spinz Hoodrich","Rhythm and blues","Turntablism"
"Spinz Hoodrich","Trap music","Bass (guitar)"
"Spinz Hoodrich","Trap music","FL Studio"
"Spinz Hoodrich","Trap music","Music Production Center"
"Spinz Hoodrich","Trap music","Logic Pro"
"Spinz Hoodrich","Trap music","Turntablism"
"Spinz Hoodrich","Hip hop music","Bass (guitar)"
"Spinz Hoodrich","Hip hop music","FL Studio"
"Spinz Hoodrich","Hip hop music","Music Production Center"
"Spinz Hoodrich","Hip hop music","Logic Pro"
"Spinz Hoodrich","Hip hop music","Turntablism"
"Starrah","Pop music","Vocals"
"Starrah","Rhythm and blues","Vocals"
"Starrah","Hip hop music","Vocals"
"Stefano","Pop music","Piano"
"Stefano","Pop music","Singing"
"Stefano","Soul music","Piano"
"Stefano","Soul music","Singing"
"Stefano","Contemporary R&B","Piano"
"Stefano","Contemporary R&B","Singing"
"Supa Mario Productionz","Hip hop music","FL Studio"
"Sweet Charles","Funk","Guitar"
"Sweet Charles","Funk","Bass guitar"
"Sweet Charles","Funk","Keyboard instrument"
"Sweet Charles","Funk","Singing"
"Sweet Charles","Rhythm and blues","Keyboard instrument"
"Sweet Charles","Rhythm and blues","Guitar"
"Sweet Charles","Rhythm and blues","Bass guitar"
"Sweet Charles","Rhythm and blues","Singing"
"T.N.T.  Black Riot, House of Gypsies, Royal House, Gypsymen, Sound Design, Tee","House music","Drum machine"
"T.N.T.  Black Riot, House of Gypsies, Royal House, Gypsymen, Sound Design, Tee","House music","Synthesizer"
"T.N.T.  Black Riot, House of Gypsies, Royal House, Gypsymen, Sound Design, Tee","House music","Electronic keyboard"
"T.N.T.  Black Riot, House of Gypsies, Royal House, Gypsymen, Sound Design, Tee","House music","Music sequencer"
"TB Perry","Trap music","FL Studio"
"TB Perry","Trap music","Vocals"
"TB Perry","Hip hop music","FL Studio"
"TB Perry","Hip hop music","Vocals"
"Taboo Nawasha","Alternative hip hop","Guitar"
"Taboo Nawasha","Alternative hip hop","Electronic keyboard"
"Taboo Nawasha","Alternative hip hop","Vocals"
"Taboo Nawasha","Hip hop music","Guitar"
"Taboo Nawasha","Hip hop music","Electronic keyboard"
"Taboo Nawasha","Hip hop music","Vocals"
"Taboo Nawasha","Electro music","Guitar"
"Taboo Nawasha","Electro music","Electronic keyboard"
"Taboo Nawasha","Electro music","Vocals"
"Taboo the rapper","Alternative hip hop","Guitar"
"Taboo the rapper","Alternative hip hop","Electronic keyboard"
"Taboo the rapper","Alternative hip hop","Vocals"
"Taboo the rapper","Hip hop music","Guitar"
"Taboo the rapper","Hip hop music","Electronic keyboard"
"Taboo the rapper","Hip hop music","Vocals"
"Taboo the rapper","Electro music","Guitar"
"Taboo the rapper","Electro music","Electronic keyboard"
"Taboo the rapper","Electro music","Vocals"
"Taj Mahal","Blues rock","Banjo"
"Taj Mahal","Blues rock","Dobro"
"Taj Mahal","Blues rock","National Steel Guitar"
"Taj Mahal","Blues","Banjo"
"Taj Mahal","Blues","Dobro"
"Taj Mahal","Blues","National Steel Guitar"
"Taj Mahal","Jazz","Banjo"
"Taj Mahal","Jazz","Dobro"
"Taj Mahal","Jazz","National Steel Guitar"
"Taj Mahal","Reggae","Banjo"
"Taj Mahal","Reggae","Dobro"
"Taj Mahal","Reggae","National Steel Guitar"
"Taj Mahal","Rhythm and blues","Banjo"
"Taj Mahal","Rhythm and blues","Dobro"
"Taj Mahal","Rhythm and blues","National Steel Guitar"
"Taj Mahal","Reggae fusion","Banjo"
"Taj Mahal","Reggae fusion","Dobro"
"Taj Mahal","Reggae fusion","National Steel Guitar"
"Taylor Spencer","Folk music","Drums"
"Taylor Spencer","Folk music","Guitar"
"Taylor Spencer","Folk music","Vocals"
"Taylor Spencer","Freak folk","Drums"
"Taylor Spencer","Freak folk","Guitar"
"Taylor Spencer","Freak folk","Vocals"
"Taylor Spencer","Alternative rock","Drums"
"Taylor Spencer","Alternative rock","Guitar"
"Taylor Spencer","Alternative rock","Vocals"
"Taylor Spencer","Dance-rock","Drums"
"Taylor Spencer","Dance-rock","Guitar"
"Taylor Spencer","Dance-rock","Vocals"
"Taylor Spencer","Dance-punk","Drums"
"Taylor Spencer","Dance-punk","Guitar"
"Taylor Spencer","Dance-punk","Vocals"
"TeeWanz","Pop music","Vocals"
"TeeWanz","Alternative hip hop","Vocals"
"TeeWanz","Hip hop music","Vocals"
"TeeWanz","Contemporary R&B","Vocals"
"Tekzilla","Hip hop music","Drums"
"Tekzilla","Hip hop music","Keyboard instrument"
"Tekzilla","Hip hop music","Sampler (musical instrument)"
"Terrar","Hip hop music","Vocals"
"Texas Tornado, Atomic Guitar","Blues","Human voice"
"Texas Tornado, Atomic Guitar","Blues","Guitar"
"The Atomic Clock, The Human Drum Machine","Thrash metal","Guitar"
"The Atomic Clock, The Human Drum Machine","Thrash metal","Percussion"
"The Atomic Clock, The Human Drum Machine","Thrash metal","Drum kit"
"The Atomic Clock, The Human Drum Machine","Industrial metal","Drum kit"
"The Atomic Clock, The Human Drum Machine","Industrial metal","Percussion"
"The Atomic Clock, The Human Drum Machine","Industrial metal","Guitar"
"The Atomic Clock, The Human Drum Machine","Black metal","Percussion"
"The Atomic Clock, The Human Drum Machine","Black metal","Drum kit"
"The Atomic Clock, The Human Drum Machine","Black metal","Guitar"
"The Atomic Clock, The Human Drum Machine","Death metal","Guitar"
"The Atomic Clock, The Human Drum Machine","Death metal","Percussion"
"The Atomic Clock, The Human Drum Machine","Death metal","Drum kit"
"The Atomic Clock, The Human Drum Machine","Heavy metal music","Drum kit"
"The Atomic Clock, The Human Drum Machine","Heavy metal music","Percussion"
"The Atomic Clock, The Human Drum Machine","Heavy metal music","Guitar"
"The Atomic Clock, The Human Drum Machine","Technical death metal","Guitar"
"The Atomic Clock, The Human Drum Machine","Technical death metal","Percussion"
"The Atomic Clock, The Human Drum Machine","Technical death metal","Drum kit"
"The Atomic Clock, The Human Drum Machine","Melodic death metal","Guitar"
"The Atomic Clock, The Human Drum Machine","Melodic death metal","Percussion"
"The Atomic Clock, The Human Drum Machine","Melodic death metal","Drum kit"
"The Atomic Clock, The Human Drum Machine","Groove metal","Percussion"
"The Atomic Clock, The Human Drum Machine","Groove metal","Guitar"
"The Atomic Clock, The Human Drum Machine","Groove metal","Drum kit"
"The Be-Bop Boy, The Pepticon Boy","Blues","Drum"
"The Be-Bop Boy, The Pepticon Boy","Blues","Electric guitar"
"The Be-Bop Boy, The Pepticon Boy","Blues","Guitar"
"The Be-Bop Boy, The Pepticon Boy","Blues","Harmonica"
"The Be-Bop Boy, The Pepticon Boy","Blues","Singing"
"The Blues Doctor","Electric blues","Guitar"
"The Blues Doctor","Electric blues","Human voice"
"The Blues Doctor","Soul blues","Guitar"
"The Blues Doctor","Soul blues","Human voice"
"The Buddha","Funk","Bass guitar"
"The Buddha","Soul music","Bass guitar"
"The Buddha","Jazz fusion","Bass guitar"
"The Caped Commander, The Bat Commander, MC Bat Commander","Synthpop","Singing"
"The Caped Commander, The Bat Commander, MC Bat Commander","New wave music","Singing"
"The Caped Commander, The Bat Commander, MC Bat Commander","Punk rock","Singing"
"The Caped Commander, The Bat Commander, MC Bat Commander","Rock music","Singing"
"The Caped Commander, The Bat Commander, MC Bat Commander","Ska","Singing"
"The Devil, Boots Electric, J Devil","Blues rock","Bass guitar"
"The Devil, Boots Electric, J Devil","Blues rock","Flute"
"The Devil, Boots Electric, J Devil","Blues rock","Guitar"
"The Devil, Boots Electric, J Devil","Blues rock","Percussion"
"The Devil, Boots Electric, J Devil","Blues rock","Singing"
"The Devil, Boots Electric, J Devil","Hard rock","Bass guitar"
"The Devil, Boots Electric, J Devil","Hard rock","Flute"
"The Devil, Boots Electric, J Devil","Hard rock","Guitar"
"The Devil, Boots Electric, J Devil","Hard rock","Percussion"
"The Devil, Boots Electric, J Devil","Hard rock","Singing"
"The Devil, Boots Electric, J Devil","Garage rock revival","Bass guitar"
"The Devil, Boots Electric, J Devil","Garage rock revival","Flute"
"The Devil, Boots Electric, J Devil","Garage rock revival","Guitar"
"The Devil, Boots Electric, J Devil","Garage rock revival","Percussion"
"The Devil, Boots Electric, J Devil","Garage rock revival","Singing"
"The Devil, Boots Electric, J Devil","Alternative rock","Bass guitar"
"The Devil, Boots Electric, J Devil","Alternative rock","Flute"
"The Devil, Boots Electric, J Devil","Alternative rock","Guitar"
"The Devil, Boots Electric, J Devil","Alternative rock","Percussion"
"The Devil, Boots Electric, J Devil","Alternative rock","Singing"
"The Finisher/The Wallop King, DJ Mister Cee","Hip hop music","Percussion instrument"
"The Finisher/The Wallop King, DJ Mister Cee","Hip hop music","Keyboard instrument"
"The Finisher/The Wallop King, DJ Mister Cee","Hip hop music","Sampler (musical instrument)"
"The Finisher/The Wallop King, DJ Mister Cee","Hip hop music","Turntablism"
"The General","Pop music","Piano"
"The General","Pop music","Keyboard instrument"
"The General","Pop music","Vocals"
"The General","Soul music","Piano"
"The General","Soul music","Keyboard instrument"
"The General","Soul music","Vocals"
"The General","Contemporary R&B","Piano"
"The General","Contemporary R&B","Keyboard instrument"
"The General","Contemporary R&B","Vocals"
"The Glitter Man","Easy listening","Singing"
"The Glitter Man","Easy listening","Baldwin Piano"
"The Glitter Man","Easy listening","Piano"
"The Great Lady of Country Music","Country music","Singing"
"The Great Lady of Country Music","Country pop","Singing"
"The Groovemaster","Blues rock","Bass guitar"
"The Groovemaster","Blues rock","Upright bass"
"The Groovemaster","Funk music","Bass guitar"
"The Groovemaster","Funk music","Upright bass"
"The Groovemaster","Blues","Bass guitar"
"The Groovemaster","Blues","Upright bass"
"The Groovemaster","Jazz","Bass guitar"
"The Groovemaster","Jazz","Upright bass"
"The Groovemaster","Soul music","Bass guitar"
"The Groovemaster","Soul music","Upright bass"
"The Incredible Jimmy Smith","Jazz fusion","Hammond organ"
"The Incredible Jimmy Smith","Mainstream jazz","Hammond organ"
"The Incredible Jimmy Smith","Hard bop","Hammond organ"
"The Incredible Jimmy Smith","Jazz-funk","Hammond organ"
"The Invisible Floating Torso Man (Make Yourself)","Funk metal","Bass guitar"
"The Invisible Floating Torso Man (Make Yourself)","Funk metal","Guitar"
"The Invisible Floating Torso Man (Make Yourself)","Funk metal","Percussion"
"The Invisible Floating Torso Man (Make Yourself)","Funk metal","Singing"
"The Invisible Floating Torso Man (Make Yourself)","Alternative rock","Bass guitar"
"The Invisible Floating Torso Man (Make Yourself)","Alternative rock","Guitar"
"The Invisible Floating Torso Man (Make Yourself)","Alternative rock","Percussion"
"The Invisible Floating Torso Man (Make Yourself)","Alternative rock","Singing"
"The King of Bling","Easy listening","Singing"
"The King of Bling","Easy listening","Piano"
"The King of Bling","Easy listening","Baldwin Piano"
"The King of the Swing","Traditional pop","Human voice"
"The King of the Swing","Traditional pop","Trumpet"
"The King of the Swing","Jazz","Human voice"
"The King of the Swing","Jazz","Trumpet"
"The King of the Swing","Swing music","Human voice"
"The King of the Swing","Swing music","Trumpet"
"The Living Fire, Poor People Defender, Chuck Fender","Reggae","Vocals"
"The Lone Wolf","Texas blues","Lap steel guitar"
"The Lone Wolf","Texas blues","Human voice"
"The Lone Wolf","Texas blues","Slide guitar"
"The Mole","Blues rock","Bass guitar"
"The Mole","Blues rock","Double bass"
"The Mole","Blues rock","Electric guitar"
"The Mole","Blues rock","Fender Precision Bass"
"The Mole","Blues rock","Double Bass"
"The Mole","Blues","Bass guitar"
"The Mole","Blues","Double bass"
"The Mole","Blues","Electric guitar"
"The Mole","Blues","Fender Precision Bass"
"The Mole","Blues","Double Bass"
"The Mole","Rock and roll","Bass guitar"
"The Mole","Rock and roll","Double bass"
"The Mole","Rock and roll","Electric guitar"
"The Mole","Rock and roll","Fender Precision Bass"
"The Mole","Rock and roll","Double Bass"
"The Mole","Avant-garde","Bass guitar"
"The Mole","Avant-garde","Double bass"
"The Mole","Avant-garde","Electric guitar"
"The Mole","Avant-garde","Fender Precision Bass"
"The Mole","Avant-garde","Double Bass"
"The New Prince of the Accordion","Zydeco","Accordion"
