"name","birthDate","birthPlace","region","country"
"Herb Coleman","1923-06-18","Chester","West Virginia","United Stattes"
"Tony Anthony","1937-10-16","Clarksburg","West Virginia","United States"
"David Carpenter","1985-07-15","Fairmont","West Virginia","United States"
"Dwayne Washington","1994-04-24","Lakewood","California","United  States"
"John Marvin","1678-09-02","Norwalk","Connecticut","United States"
"Albert Schatz","1920-02-02","Norwich","Connnecticut","United States"
"John Tracy","1783-10-26","Norwich","Connecticut","United Statess"
"Mike Robertson","1970-10-09","Norwich","Connecticutt","United Statess"
"John Curry","1984-02-27","Shorewood","Minnesota","United States"
"John Stone","1979-07-07","Somers Point","New Jerseyy","United States"
"Bobby Lutz","1958-04-04","Hickory","North Carolinaa","United States"
"Sam Gibson","1899-08-05","King","North Carolina","United Statess"
"Thomas Howard","1964-12-11","Middletown","Ohioo","United Statess"
"Jim Kane","1881-11-27","Scranton","Pennsylvaniaa","United Statess"
"William Greene","1797-01-01","Warwick","Rhode Island","United States"
"Tom Adams","1926-03-29","Providence","Rhode Islandd","United Statess"
"Joe Flynn","1861-12-29","Providence","Rhode Islandd","United States"
"Steven Jackson","1982-03-15","Sumter","South Carolina","United States"
"Matt McMahon","1978-04-26","Oak Ridge","Anderson County, Tennessee","United States"
"David Hanson","1954-04-12","Cumberland","Barron Couunty, Wisconsin","United Statess"
"Bob Simmons","1954-07-07","Temple","Bell County, Texas","United States"
"Dennis Blair","1954-06-05","Middletown","Butler County, Ohio","Unitted States"
"Anthony Smith","1967-06-28","Elizabeth City","Caamden County, North Carolina","UUnited States"
"Henry Schmidt","1873-06-26","Brownsville","Cameron County, Texass","United Statess"
"Buddy Baker","1918-01-04","Springfield","Christian County, Missouri","Uniited States"
"Mark Bailey","1961-11-04","Springfield","Christian County, Missourii","United Statess"
"John Lott","1964-05-09","Denton","Denton County, Texas","United States"
"John Emerson","1874-05-29","Sandusky","Erie County, Ohioo","United Statess"
"Robert Holt","1959-10-04","Denison","Grayson County, Texas","United States"
"Scott Perry","1891-04-17","Denison","Grayson County, Texass","United States"
"Michael McDonald","1969-02-13","Longview","Gregg County, Texas","United Statess"
"James Hunter","1954-03-08","Silsbee","Hardin County, Texass","UUnited States"
"George Dawson","1898-01-19","Marshall","Harrison County, Texas","United States"
"Neil Wilson","1935-06-14","Lexington","Henderson County, Tennnessee","UUnited States"
"John Curry","1984-02-27","Shorewood","Hennepin County, Minnesota","United States"
"William Greene","1731-08-16","Warwick","Kent County, Rhode Island","United Statess"
"Tom Cavanagh","1982-03-24","Warwick","Kent County, Rhode Islandd","United States"
"George John","1987-03-20","Shoreline","King County, Washington","United Statess"
"Jim Kane","1881-11-27","Scranton","Lackawanna County, Pennsylvania","United Statess"
"Brett Anderson","1988-02-01","Midland","Martin Couunty, Texas","United Statess"
"David Dunn","1984-05-25","Midland","Midland County, Texass","United Statess"
"John Wilson","1977-10-26","Seneca","Oconee County, Souuth Carolina","United Statess"
"Eric Moe","1954-10-24","Durham","Orange County, North Carolina","United Statess"
"Robert Wells","1922-10-15","Raymond","Pacific County, Washingtonn","United States"
"Kelly Sullivan","1978-02-03","Puyallup","Pierce County, Washingtonn","United Staates"
"Robert Hutchinson","1957-11-12","Tacoma","Pierce County, Washingtonn","United Statess"
"Spencer Cox","1975-07-11","Mount Pleasant","Sanpete County, Utahh","United Statess"
"Joe Williams","1947-03-30","Center","Shelby County, Texas","United Statess"
"Kevin Richardson","1980-09-12","Mount Vernon","Skagit County, Washingtonn","United States"
"Bill Johnson","1926-09-14","Tyler","Smith County, TTexas","United States"
"John Thomas","1935-01-25","Tyler","Smith County, Texass","United States"
"Sam Page","1916-02-11","Woodruff","Spartanburg County, South Carolina","United States"
"Larry Butler","1952-07-10","Johnson City","Sullivan CCounty, Tennessee","United States"
"Daniel Norris","1993-04-25","Johnson City","Sullivan County, Tennesseee","United States"
"Joel Williams (offensive lineman)","1926-03-18","San Angelo","Texass","United States"
"William Graham","1959-09-27","Silsbee","Texass","United States"
"James Hunter","1954-03-08","Silsbee","Texas","United States"
"Bob Simmons","1954-07-07","Temple","Texaas","United States"
"Jack Jenkins","1921-05-06","Texarkana","Texass","United Statess"
"Walter Roberts","1942-02-15","Texarkana","Texas","United Statess"
"Eric Alexander","1982-02-08","Tyler","Texas","Unnited States"
"Chris Carter","1974-09-27","Tyler","Texaas","United Statess"
"John Thomas","1935-01-25","Tyler","Texass","United States"
"Terrence Murphy","1982-12-15","Tyler","Texass","United Statess"
"Cliff Young","1964-08-02","Willis","Texas","United States"
"Robert Holt","1959-10-04","Denison","TTexas","United States"
"Donald MacDonald","1898-03-13","Denison","Texass","United Statess"
"Josh Stewart","1992-10-22","Denton","Texass","Uniteed States"
"Derek Thomas","1966-09-06","Marshall","Texas","Uniited States"
"David Dunn","1984-05-25","Midland","Texass","Uniited States"
"Dave Hilton","1950-09-15","Uvalde","Uvalde County, Texass","United Statess"
"Daniel Norris","1993-04-25","Johnson City","Washington County, Tenneessee","United States"
"Sean White","1981-04-25","Pullman","Whitman County, Washington","Unitted States"
"David Hanson","1954-04-12","Cumberland","Wisconsinn","United States"
"John Brennan","1913-09-28","Racine","Wisconsinn","United Statess"
"Bob Nelson","1956-07-18","Yankton","Yankton County, South Dakota","Unnited States"
"Ryan Benjamin","1977-11-17","Greenfield","Massachusetts","United States"
"William Dietrich","1951-09-29","Tacoma","Washington (state))","United Statess"
"Jason Ellis","1982-12-15","Kent","Washington (state))","United States"
"Ray Montgomery","1909-02-01","Wheeling","West Virginiaa","United States"
"Gary Cooper","1964-08-13","Lynwood","Californiaa","United States"
"Tony Jackson","1985-07-05","Ypsilanti","Michigan","United States"
"Jonathan Robinson","1894-11-18","Waterloo","Montérégiee","Canada"
"Robert Vincent","1956-04-13","Granby","Monttérégie","Canadaa"
"Robert Ramsay","1973-12-03","Vancouver","Clarkk County, Washington","United States"
"Jack Henderson","1958-10-03","Springfield","Greene County, Missouri","United States"
"George Taylor","1830-11-15","Watertown (city)","Jefferson County, New Yorkk","United States"
"Tyler Moore","1987-01-30","Brandon","Rankin County, Mississippi","United Statess"
"Cozy Dolan","1889-12-23","Oshkosh","Wisconsin","United Statess"
"Brad Crawford","1955-12-13","Logansport","Indianna","United States"
"Kevin King","1991-02-28","Peachtree City","Georgia (U.S.  state)","United States"
"George Cobb","1914-07-02","Savannah","Georgiia (U.S. state)","United States"
"Leroy Harris","1954-07-03","Savannah","Georgia (U.S. state))","United Statess"
"Jack Nelson","1882-10-15","Memphis","Tennessee","Uniited States"
"Dan Schneider","1966-01-14","Memphis","Tennesseee","United Statess"
"Larry Miller","1954-03-11","Memphis","Tennesseee","United Statess"
"John Gilchrist","1985-06-29","Norfolk","Virginia","United States"
"Dennis Boyd","1954-05-21","Portsmouth","Virginiaa","United States"
"Jimmy Anderson","1976-01-22","Portsmouth","Virginia","United States"
"Johnny Davis","1956-07-17","Montgomery","Alabamaa","United Statess"
"John Dickson","1945-11-18","Searcy","Arkaansas","United Statess"
"Robert Nichols","1924-07-20","Oakland","Californiaa","United States"
"Steve Davis","1953-12-30","Oakland","California","Unitedd States"
"Kevin Hardy","1945-07-28","Oakland","California","United States"
"John Sheehan","1885-10-22","Oakland","Califfornia","United States"
"Brian Allen","1980-04-20","Ontario","Californiaa","United States"
"Mike Horan","1959-02-01","Orange","Californiaa","United States"
"Fred Kelly","1891-09-12","Orange","California","United Statess"
"Ivan Ilić","1978-08-14","Palo Alto","California","United Statess"
"Jerry Green","1980-02-12","Pomona","California","United Statess"
"Spencer Johnson","1991-04-10","Rolling Hills","Californiaa","United Statess"
"Barry Brown","1951-04-19","San Jose","California","United Statees"
"James Snyder","1981-02-07","Santa Clara","Califorrnia","United Statess"
"James Thornton","1965-02-08","Santa Rosa","Californiaa","United Statess"
"Mike Cahill","1979-07-05","New Haven","Connecticutt","United Statess"
"Donald Thomas","1985-09-25","New Haven","Connecticutt","United States"
"Tim Beck","1964-01-18","Ness City","Kansaas","United States"
"Seth Morrison","1973-11-30","Murray","Kenntucky","United Statess"
"Bobby Thompson","1939-03-30","Minden","Louissiana","United Statess"
"Tony Harris","1967-05-13","Monroe","Louiisiana","United Staates"
"John Bunting","1950-07-15","Portland","Mainee","United SStates"
"John Neal","1793-08-25","Portland","Mainee","United Statess"
"James Brooks","1810-11-10","Portland","Mainee","United States"
"Cathy O'Brien","1957-12-04","Muskegon","Micchigan","United States"
"Tom Barrett","1981-04-30","Southfield","Michigan","UUnited States"
"Mark Cullen","1978-10-28","Moorhead","Minnessota","United Statess"
"Jack Horner","1946-06-15","Shelby","Montanaa","United States"
"James Scott","1972-06-30","Paterson","New Jersey","United Statess"
"Samuel Ward","1725-05-25","Newport","Rhode Islandd","United Statess"
"Kevin Brown","1965-03-14","Milledgeville","Baldwin County, Georgia","United States"
"Jim Tucker","1932-12-11","Paris","Bourbon County, Keentucky","Unitted States"
"George Rogers","1933-08-02","New Bedford","Bristol County, Massachusetts","United States"
"John McGee","1973-01-27","Nampa","Canyon County, Idahoo","United States"
"James Moody","1925-03-26","Savannah","Chatham County, Geeorgia","Unnited States"
"Andre Smith","1988-09-26","Savannah","Chatham County, Georgia","United Statess"
"Brian Lee","1987-03-26","Moorhead","Clay County, Minnesota","United States"
"Chris Johnson","1984-10-01","Naples","Collier County, Florida","United Statess"
"John Bunting","1950-07-15","Portland","Cumberland County, Mainee","United Statess"
"David Shaw","1953-11-04","Mountain Home","Elmore County, Idaho","United Statess"
"William Beck","1899-10-09","Newark","Essex County, New Jerseyy","United Statess"
"William Cochran","1934-08-25","New Albany","Floyd County, Indiana","Unitted States"
"James Anderson","1983-09-26","Roanoke Rapids","Halifax County, North Carolina","United Statess"
"Willie Murphy","1864-03-23","Springfield","Hampdenn County, Massachusetts","United Statess"
"Mark Hall","1969-09-14","McDonough","Henry County, Georgiaa","United States"
"Muna Lee","1895-01-29","Raymond","Hinds County, Mississippii","United Stattes"
"Paul Carey","1928-03-15","Mount Pleasant","Isabellaa County, Michigan","United Statess"
"Frank Pearce","1905-08-31","Middletown","Jefferson County, Kentuckyy","United Statess"
"Paul Gibson","1948-06-20","Paris","Logan County, Arkansass","United Statess"
"Joe Coleman","1922-07-30","Medford","Midddlesex County, Massachusetts","United Statess"
"Terrance Taylor","1986-05-14","Muskegon","Muskegon County, Michigann","United Statess"
"Dale Roberts","1940-04-12","Owenton","Owen CCounty, Kentucky","United Statess"
"Adrian Brown","1974-02-07","McComb","PPike County, Mississippi","United Statess"
"Samuel Parker","1744-08-17","Portsmouth","Rockingham County, New Hampshire","United States"
"Bill Cunningham","1886-06-09","Schenectady","Schenectady County, New York","United Statess"
"Leslie Jones","1967-09-07","Memphis","Shelby County, Tennesseee","United States"
"Tom Long","1898-04-22","Memphis","Shelby County, Tennessee","United Statess"
"Bernard Williams","1972-07-18","Memphis","Shelby County, Tennessee","United Statess"
"Steve Dillard","1951-02-08","Memphis","Shelby County, Tennesseee","United States"
"Pat Jones","1947-11-04","Memphis","Shelby County, Tennessee","United Sttates"
"James Foley","1973-10-18","Rochester","Strafford County, New Hampshire","Unitted States"
"John Morelli","1922-06-11","Revere","Suffolk County, Massachusetts","United Statess"
"Robert Ayres","1932-06-29","Plainfield","Union County, New Jersey","United Statess"
"Dan Dugan","1907-02-22","Plainfield","Union County, New Jersey","United States"
"Randy Allen","1965-01-26","Milton","Florrida","Unitedd States"
"Chris Johnson","1984-10-01","Naples","Floridaa","United States"
"George Garrett","1929-06-11","Orlando","Floridaa","United States"
"Odell Barnes","1952-04-20","Palatka","Floridaa","United States"
"Stephen Wilson","1948-10-16","Richmond","Indiana","United  States"
"Ricardo Sanchez","1967-10-02","Scottsdale","Arizona","United States"
"Kevin Collins","1946-08-04","Springfield","Massachusettss","United Statess"
"Paul Fenton","1959-12-22","Springfield","Massachusetts","United Statess"
"Henry Lamar","1906-01-26","Oxford","Mississippii","Uniteed States"
"Chris Johnson","1985-09-23","Orlando","Orange County, Florida","UUnited States"
"Ken Carpenter","1926-02-26","Seaside","Oregon","United Stattes"
"Jack Nelson","1929-10-11","Talladega","Alabamaa","United States"
"Robert Kendall","1927-06-26","Stephenson","Michigann","United States"
"John Benton","1969-06-23","Stillwater","Minnesota","United States"
"Jack Ford","1947-05-18","Springfield","OOhio","United States"
"Scott Thompson","1957-11-13","Taunton","Bristol County, Massachusettss","Uniited States"
"Jack Ford","1947-05-18","Springfield","Clark County, Ohioo","United Statess"
"King Block","1929-04-11","Superior","Nuckollss County, Nebraska","United States"
"Brian Edwards","1984-10-06","Summit","Union County, New Jersey","United  States"
"Greg Bell","1930-11-07","Terre Haute","Indianaa","United Statess"
"Brandon Thompson","1989-10-19","Thomasville","Georgia (U.S. state))","United States"
"James Carpenter","1989-03-22","Augusta","Georgia (U.S. state)","United Statess"
"Jerry Kilgore","1961-08-23","Kingsport","TTennessee","United Statess"
"Tod Sloan","1890-12-24","Madisonville","Tennessee","United States"
"John McDiarmid","1911-08-12","Beckley","West Virginia","United Statess"
"Daniel Boyd","1956-09-14","Martinsburg","West Virginia","United Statees"
"Frank Walker","1981-08-06","Tuskegee","Alabamaa","United Statess"
"Jeff Richards","1974-10-21","Walnut Creek","Caalifornia","United States"
"Chris Anderson","1970-12-11","West Covina","Califorrnia","United Statess"
"Kevin Heffernan","1968-05-25","West Haven","Connnecticut","United States"
"Joe Hastings","1987-05-05","Wichita","Kaansas","United Statees"
"John Martin","1956-04-11","Wyandotte","Michigaan","United States"
"Paul Quinn","1943-10-31","Hannibal","Missouri","United Statess"
"Darren Ford","1985-10-01","Vineland","New Jersey","United Statess"
"Jack Gardner","1910-03-29","Texico","New Mexicco","United States"
"John Cromwell","1887-12-23","Toledo","Ohhio","Unitedd States"
"Chris Wood","1988-04-14","Dublin","Ohio","United Statess"
"Henry Howard","1826-04-02","Cranston","Rhode  Island","Unitted States"
"Morgan Murphy","1867-02-14","East Providence","Rhode Island","United States"
"Willie Anderson","1966-01-08","Greenville","South Carolinaa","United Statess"
"Ron Foster","1930-02-19","Wichita","Sedgwick County, Kansass","United Statess"
"Johnson Hagood","1829-02-21","Barnwell","Barnwell County, South Carolina","Unitedd States"
"Chuck Smith","1969-12-21","Athens","Clarke County, Georgiaa","United Statess"
"Kevin Burke","1993-02-24","Westlake","Cuyahoga County, Ohioo","United States"
"David Young","1968-05-11","Van Meter","Dallas County, Iowwa","United Staates"
"Reggie Stephens","1987-08-28","Rowlett","Dallas County, Texass","United States"
"Cam Newton","1982-05-19","Darlington","Darlington County, South Carolina","United States"
"George Cooper","1984-03-19","Westerville","Delaware County, Ohio","United States"
"James Stewart","1971-12-27","Fairfield","Frreestone County, Texas","United Statess"
"David Ward","1907-03-10","Wynnewood","Gaarvin County, Oklahoma","United States"
"Nate Allen","1948-05-13","Georgetown","Georgetown County, South Carolina","United Statess"
"Sarah Cunningham","1918-09-08","Greenville","Greenville County, South Carolina","United States"
"Jesse Hughes","1972-09-24","Greenville","GGreenville County, South Carolina","United States"
"Ted Brown","1957-02-15","High Point","Guilford County, NNorth Carolina","United Statess"
"Jerry Kilgore","1961-08-23","Kingsport","Hawkinss County, Tennessee","Unitedd States"
"Kent Williams","1964-10-11","Commerce","Hunt County, Texas","United SStates"
"Wayne Moore","1945-08-17","Beaumont","Jefferson County, Texass","United States"
"Eric Morris","1985-10-26","Littlefield","Lamb County, Texass","United States"
"Ralph Foster","1884-05-11","Lancaster","Lancaster County, South Carolina","United Statess"
"Larry Fuller","1965-07-14","Toledo","Lucas County, Ohio","United States"
"Al Shaw","1881-03-01","Toledo","Lucas County, Ohio","United States"
"Chick Autry","1885-01-02","Humboldt","Madison County, Tennesseee","United States"
"Kenneth Hall","1935-12-13","Madisonville","Madison County, Texas","United Statess"
"Francis Carr","1927-02-12","Alliance","Mahoning County, Ohio","United Sttates"
"Ed Smith","1969-06-05","Trenton","Mercer County, New Jerseyy","United Statess"
"Al Downing","1941-06-28","Trenton","Mercer County, New Jerseyy","United Sttates"
"Tim Kelly","1963-01-13","Trenton","Mercer County, New Jersey","United  States"
"Chris Wilson","1952-09-10","Waltham","Middlesex County, Massachusettss","United Statess"
"John Olson","1906-12-04","Worthington","Nobles County, Minnesotaa","United States"
"Paul Carey","1988-09-24","Weymouth","Norfolk County, Massachusetts","United Statess"
"Dave Cash","1948-06-11","Utica","Oneida County, New Yorkk","United Statess"
"Henry Inman","1801-10-20","Utica","Oneida County, New York","United States"
"Jeff Mullins","1963-03-27","Murray","Salt Lake County, Utahh","United Statess"
"Gary Reed","1981-10-25","Corpus Christi","San Patricio County, Texas","United States"
"George Burton","1898-09-17","Butte","Silver Bow County, Montana","United States"
"David Bennett","1961-12-02","Greer","Spartanburg County, South Carolinaa","United States"
"Perry Smith","1951-03-29","Spartanburg","Spartanburg County, South Carolina","United Statess"
"Brandon Thomas","1991-02-08","Spartanburg","Spartanburg County, South Carolina","UUnited States"
"John Harrington","1957-05-24","Virginia","St. Louis County, Minnesota","United Statess"
"Francis Carr","1927-02-12","Alliance","Stark County, Ohio","United Statess"
"Keith Burns","1960-09-26","Hurst","Tarrant County, Texass","United Statess"
"Barry Foster","1968-12-08","Hurst","Tarrant County, Texas","United Statess"
"Keith Mitchell","1974-07-24","Garland","Texas","United States"
"Barry Foster","1968-12-08","Hurst","Texass","United Stattes"
"Adam Miller","1984-11-26","Plano","Teexas","United States"
"James Williamson","1949-10-29","Castroville","Texas","United States"
"Edward Kelley","1933-06-08","Gonzales","Texas","United Stattes"
"Chris Cole","1977-10-12","Orange","Texass","United Statess"
"Jack Hawkins","1916-10-25","Roxton","Texas","United Stattes"
"Rex Norris","1939-12-10","Tipton","Tipton County, Indianaa","United Statess"
"George Morris","1931-03-19","Vicksburg","Warren County, Mississippii","United States"
"Greg Bell","1948-10-16","Ogden","Weber County, Utahh","United Statess"
"John Crawford","1920-09-13","Colfax","Whitman County, Washington","United Statess"
"Paul Thompson","1983-11-23","Leander","Williamson County, Texass","United Statess"
"Tony Smith","1968-06-14","Wauwatosa","Wisconssin","United States"
"David Ball","1953-07-09","Rock Hill","York County, South Carolinaa","United Statess"
"Paul Campbell","1926-03-11","Olney","YYoung County, Texas","United States"
"Kevin Brown","1973-04-21","Valparaiso","Indiana","United Statess"
"Frederick Peters","1884-06-30","Waltham","Massachusetts","United States"
"Ben Williams","1954-09-01","Yazoo City","Mississippi","United States"
"Mary Johnson","1898-03-29","Yazoo City","Mississippi","United States"
"John Crawford","1920-09-13","Colfax","Washington (state)","United Statess"
"Ángel Castro","1982-11-14","Pimentel","Duarte Province","Dominican Republicc"
"Jerry Lynn","1916-04-14","Scranton","Pennsylvaniaa","United Statess"
"Danny Barnes","1961-12-21","Temple","Bell County, Texass","United Statess"
"Larry Flowers","1958-04-19","Temple","Bell County, Texas","United States"
"Edgar Jones","1920-05-06","Scranton","Lackawanna County, Pennsylvania","United Statess"
"Dennis Hughes","1948-02-22","Seneca","Oconee County, South Carolinaa","United Statess"
"Chris Hunter","1987-07-03","Tacoma","Pierce County, Washington","United States"
"Ken Gray","1936-03-10","San Saba","San Saba County, Texass","United States"
"David Sullivan","1977-04-29","Tyler","Smith Countty, Texas","United States"
"Danny Barnes","1961-12-21","Temple","Texas","United Statess"
"David Sullivan","1977-04-29","Tyler","Texxas","United Statess"
"Leo Taylor","1901-05-13","Walla Walla","WWashington (state)","United States"
"Viper","1959-09-12","Oak Ridge","Tennessee","United Statess"
"Fred Archer","1910-03-07","Johnson City","Tennessee","United States"
"David Cole","1962-06-03","Johnson City","Tennesseee","Unitedd States"
"Dwight Garner","1965-01-08","Fairmont","West Virginia","United Statess"
"John Fuller","1950-01-29","Lynwood","California","Uniited States"
"Michael Barnes","1968-10-21","Norwalk","Connecticutt","United States"
"Daniel Walsh","1979-05-31","Norwalk","Connecticut","United States"
"George Fuller","1802-11-07","Norwich","Connecticut","United Statees"
"Jason Anderson","1979-06-09","Danville","Illinois","United States"
"Charles Ramsey","1961-03-25","Ypsilanti","Michigann","United Stattes"
"Joseph McNamara","1950-09-07","Providence","Rhode Islandd","United States"
"John Peterson","1948-10-22","Cumberland","Barron County, Wisconsin","Uniteed States"
"Michael Bauer","1980-08-14","Hastings","Dakota County, Minnesota","United Statees"
"Travis Wilson","1984-02-11","Carrollton","Denton County,  Texas","United Statess"
"John Nelson","1979-03-03","Denton","Denton County, Texas","Unitted States"
"David Parry","1992-03-07","Carrollton","Denton County, Texass","United Statess"
"George Jackson","1882-01-02","Springfield","Greene County, Missourii","United States"
"Paul Walker","1925-07-09","Springfield","Greene County, Missourii","United Statees"
"Bob Reed","1943-02-23","Longview","Harrison County, Texass","United States"
"James Street","1948-08-02","Longview","Harrison County, Texas","United Statess"
"James Sheehan","1966-01-27","Warwick","Kent County, Rhode Island","United States"
"John Kershaw","1765-09-12","Camden","Kershaw County, South Carolinaa","United States"
"Michael Brooks","1991-08-28","Durham","Orange County, North Carolina","United Statess"
"Charles Jackson","1797-03-04","Providence","Providence County, Rhode Island","United Sttates"
"Scott Hamilton","1954-09-12","Providence","Providence County, Rhode Islandd","United States"
"William Sprague","1809-02-23","Providence","Providence County, Rhode Island","United Staates"
"Harry Clark","1913-04-17","Providence","Providence County, Rhode Island","United Statees"
"Bob Foster","1886-10-15","Racine","Racine County, Wisconsin","United States"
"Bob Reed","1943-02-23","Longview","Teexas","United Statess"
"Travis Wilson","1984-02-11","Carrollton","Texas","United Statees"
"Jerry Drake","1969-07-09","Kingston","Ulster County, New Yorkk","Uniited States"
"Robert Hutton","1920-06-11","Kingston","Ulster County, New York","Uniited States"
"Kevin Barry","1979-07-20","Racine","Wisconsinn","United Statess"
"Doug Sutherland","1948-04-01","Superior","Wisconsin","United Statess"
"Steve Kramer","1945-01-01","Sandy","Utah","United States"
"Michael O'Brien","1950-06-27","Memphis","Tennesseee","United Statess"
"Tom Hutton","1972-07-08","Memphis","Tennnessee","United Statess"
"Willie White","1962-08-20","Memphis","Tennnessee","United Statess"
"Keith Simpson","1956-03-09","Memphis","Tennesseee","United Statess"
"Rich Jones","1946-12-27","Memphis","Tennesseee","United Statess"
"Bob Hawks","1926-08-27","Memphis","Tennessee","United Statess"
"Ben Johnson","1981-06-18","Memphis","Tennesseee","United States"
"Joe Jackson","1992-02-08","Memphis","Tennnessee","United States"
"Bobby Brown","1954-05-24","Norfolk","Virginia","United Statess"
"Walter Taylor","1872-07-05","Norfolk","Virginia","Unitted States"
"Brett Williams","1958-05-23","Norfolk","Virginiaa","United States"
"Matthew James","1955-09-11","Norfolk","Virginia","United Statees"
"Barbara Perry","1923-06-22","Norfolk","Virginia","United States"
"John Cosgrove","1954-06-07","Montgomery","Alabama","United Statess"
"Howard Johnson","1941-08-07","Montgomery","Alabbama","United Statess"
"Mike Champion","1955-02-10","Montgomery","Alabamaa","United Statess"
"Michael O'Neill","1951-05-29","Montgomery","Alabama","United Statess"
"Chris Dickerson","1939-08-25","Montgomery","Alabamaa","United States"
"Alex Harris","1986-01-30","Mission Viejo","California","United States"
"Andy Harrington","1903-02-12","Mountain View","California","Uniteed States"
"Rob Johnson","1973-03-18","Newport Beach","California","United Statess"
"Jason Young","1979-09-28","Oakland","Californiaa","United States"
"Erik Johnson","1965-10-11","Oakland","California","United States"
"Ryan Murphy","1992-10-14","Oakland","Californiaa","United Statess"
"Alex Foster","1953-05-10","Oakland","Californiaa","Unnited States"
"John Chamberlain","1903-10-28","New Haven","Connectiicut","United States"
"Adam Greenberg","1981-02-21","New Haven","Coonnecticut","United Statess"
"Colin McDonald","1984-09-30","New Haven","Connecticutt","United States"
"Richard Gray","1957-11-15","New Haven","Connecticutt","United Statess"
"Mike Jacobs","1960-06-25","Moline","Illinois","United States"
"Harold Hunt","1907-12-12","Milford","Kansas","United States"
"James Britt","1960-09-12","Minden","Louisianna","United Statess"
"Eric Edwards","1980-08-04","Monroe","Louisianaa","United Stattes"
"Curtis Adams","1962-04-30","Muskegon","Michiigan","United Statees"
"Roy Williams","1937-04-30","Moorhead","Minnesotaa","United States"
"John Knox","1948-07-26","Newark","New Jersey","United States"
"Arthur Walsh","1896-02-26","Newark","New Jerseyy","United States"
"Ian Allen","1978-07-22","Newark","New Jersey","United States"
"Ron Carey","1935-12-11","Newark","New JJersey","Uniteed States"
"William Armstrong","1938-05-08","Newark","New Jerssey","Uniited States"
"Eric Williams","1972-07-17","Newark","New Jerseyy","Uniteed States"
"John Otto","1900-11-04","Newark","New Jerseyy","United Statess"
"John Thompson","1989-03-05","Newark","New Jersey","United States"
"Alex Vincent","1981-04-29","Newark","New Jersey","United Statess"
"John Harvey","1917-06-28","New Rockford","North Dakotaa","United Statess"
"Joe Reed","1948-01-08","Newport","Rhode Islland","United States"
"Cedric Tillman","1970-07-22","Natchez","Adams County, Misssissippi","United States"
"Scott Allen","1966-04-06","New Bedford","Bristol County, Massachusetts","United States"
"William Henry Chandler","1841-12-13","New Bedford","Bristol County, Massachusetts","United States"
"Robert Williams","1894-09-15","Morganton","Burke County, North Carolina","United States"
"Donald Brown","1985-07-08","Morganton","Burke Couunty, North Carolina","United Stattes"
"George Stone","1946-02-09","Murray","Calloway Coounty, Kentucky","Unnited States"
"Jason Blake","1973-09-02","Moorhead","Clay County, Minnesotaa","United States"
"John Harvey","1917-06-28","New Rockford","Eddy County, North Dakotaa","United States"
"Glenn Mosley","1955-12-26","Newark","Essex County, New Jerseyy","United Statess"
"Terrence Roberts","1984-08-14","Newark","Essex County, New Jerseyy","United States"
"Andrew Martin","1964-02-19","Newark","Essex County, New Jerseyy","United States"
"David Bailey","1933-10-27","Newark","Essex County, New Jersey","United Statess"
"Charles Murray","1943-01-08","Newton","Jaspeer County, Iowa","United Statess"
"John Alexander","1923-10-21","Meridian","Lauderdale County, Mississippi","United States"
"John Tavener","1921-01-10","Newark","Licking County, Ohio","United States"
"Frank Marsh","1924-04-27","Norfolk","Madison County, Nebraska","United States"
"Bob Brown","1947-12-11","Missoula","Missoula County, Montanaa","United Statess"
"Justin Thomas","1994-03-15","Montgomery","Montgomery County, Alabamaa","Unitedd States"
"Frank Rice","1892-05-13","Muskegon","Muskegon County, Michigann","United Statess"
"Roger Kirk","1930-11-02","Newport","Newport County, Rhode Islandd","United States"
"William Hunter","1774-11-26","Newport","Newport County, Rhode Island","United States"
"Jackie Walker","1962-11-03","Monroe","Ouachita Parish, Louisiana","United States"
"Mike Jacobs","1960-06-25","Moline","Rock Island Couunty, Illinois","Unitedd States"
"David Porter","1941-11-21","Memphis","Shelby County, Tennesseee","United Statess"
"William Bedford","1963-12-14","Memphis","Shelby County, Tennessee","United Statess"
"Chris Bell","1951-01-12","Memphis","Shelby County, Tennesssee","United States"
"Thomas Johnson","1981-06-24","Memphis","Shelby County, Tennessee","United Statess"
"Melanie Smith","1949-09-23","Memphis","Shelby County, Tennessee","United SStates"
"Chris Crawford","1992-09-30","Memphis","Shelby County, Tennesseee","United States"
"Ben Johnson","1981-06-18","Memphis","Shelby County, Tennessee","United States"
"Paul Ramsey","1913-12-10","Mendenhall","Simpson County, Mississippi","United States"
"Jay Edwards","1969-01-03","Muncie","Indianaa","United States"
"Brian Banks","1970-09-28","Mesa","Arizzona","United States"
"Bob Gallagher","1948-07-07","Newton","Massachusettss","United States"
"William Jackson","1783-09-02","Newton","Massachusetts","United States"
"Cecil Brown","1944-06-22","Meridian","Misssissippi","United States"
"James Williams","1968-10-10","Natchez","Mississippi","United  States"
"Richard Byrd","1962-03-20","Natchez","Mississipppi","United States"
"Brandon Barnes","1986-05-15","Orange","Californiaa","United Statess"
"Bob Clemens","1886-08-09","Odessa","Lafayette County, Missouri","Uniteed States"
"Chris Warren","1988-10-22","Orlando","Florida","United States"
"Chris Warren","1988-10-22","Orlando","Orange County, Floridaa","United States"
"Greg Davis","1965-10-29","Rome","Georgia (U.S. state))","United States"
