"goalkeeper","birthPlace","team","ground"
"Mark Flekken","Netherlands","Aachener Turn- und Sportverein","Tivoli"
"Mark Flekkennn","Netherlands","Alemannia 1900 e.V.","Tivoli"
"Masoud Homami","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Massimo Pilonii","IItaly","Juventus","Juventus Stadium"
"Massimo Pilonii","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Mateuuss","Brazil","Nacional Futebol Clube","Arena da Amazônia"
"Mateus","Brazil","Nacional","Arena da Amazônia"
"Mateus Versolato Júniorr","Brazill","Nacional","Arena da Amazônia"
"Mateus Versolato  Júnior","Brazil","Nacional Futebol Clube","Arena da Amazônia"
"Mehdi Asgarkhaniii","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mehdi Eslamii","Irann","استقلال","Azadi Stadium"
"Mehdi Eslamii","Iraan","Esteghlal","Azadi Stadium"
"Mehdi Eslami","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mehrdad Hosseinii","Irann","Esteghlal Tehran Football Club","Azadi Stadium"
"Mehrdad Hosseinii","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"MMehrdad Hosseini","Iran","استقلال","Azadi Stadium"
"Mehrdad Hosseinii","Iran","Esteghlal","Azadi Stadium"
"Mehrdad Mohammad-Hosseiniii","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mehrdad Mohammadd-Hosseini","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mehrdad Mohammad-Hosseini","Iran","استقلال","Azadi Stadium"
"Mehrdad Mohammad-Hosseeini","Irann","Esteghlal","Azadi Stadium"
"Michel Aluziio da Cruz Alves","Brazzil","Juventude","Estádio Alfredo Jaconi"
"Michel Aluzio da Cruz Alvesss","Brazill","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Michell Alves","Brazil","Juventude","Estádio Alfredo Jaconi"
"Michel Alvess","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Michelangelo Rammpullaa","Italyy","Juventus","Juventus Stadium"
"Michelangelo Rampulla","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Mickaël Meiraa","Francee","Benfica","Estádio do Sport Lisboa e Benfica"
"Mickaël Meiraaa","Francee","Benfica","Estádio da Luz"
"Mickaël Meiraa","Francce","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"MMickaël Meiraa","Francee","Sport Lisboa e Benfica","Estádio da Luz"
"Miguel Becerra","Mexicco","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Miguel Becerra Gonzalez","Mexicoo","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Milad Farahaniii","Irann","Naft Tehran Football Club","Takhti Tehran Stadium"
"Milad Farahani","Iraan","Naft Tehran","Takhti Tehran"
"Milaad Farahani","Iran","Naft Tehran Football Club","Takhti Tehran"
"Milad Farahanii","Irann","Naft Tehran","Takhti Tehran Stadium"
"Milad Farahaniii","Iraan","باشگاه فوتبال نفت تهران","Takhti Tehran"
"Milad Faarahanii","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran Stadium"
"Milad Farahaniii","Irann","نفت تهران","Takhti Tehran Stadium"
"Milad Farahaanii","Iraan","نفت تهران","Takhti Tehran"
"Mircea Alexandru Bornescuu","Romania","Universitatea Cluj","Cluj Arena"
"Mircea Alexandru Bornescuuu","RRomania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Mircea Bornescuu","Romaniaa","Universitatea Cluj","Cluj Arena"
"Mircea Bornescu","Romaniaa","Fotbal Club Universitatea Cluj","Cluj Arena"
"Missagh Memarzadehh","Irann","Persepolis Tehran Football Club","Azadi Stadium"
"Mohamed Hichem Mezaïr","Algeriaa","Mouloudia Club d'Oran","Stade Ahmed Zabana"
"Mohaamed Hichem Mezaïr","Algeriia","Mouloudia Club d'Oran","ملعب أحمد زبانة"
"Mohamed Hichem Mezaïrr","Algeriaa","Mouloudia d'Oran","Stade Ahmed Zabana"
"Mohamed Hichem Mezaïr","Algeria","Mouloudia d'Oran","ملعب أحمد زبانة"
"Mohamed Hichem Mezaïrrr","Algeriaa","مولودية وهران","Stade Ahmed Zabana"
"Mohamed  Hichem Mezaïr","Allgeria","مولودية وهران","ملعب أحمد زبانة"
"Mohhamed Hichem Mezaïr","Algeria","نادي مولودية وهران","Stade Ahmed Zabana"
"Mohaamed Hichem Mezaïr","Algeria","نادي مولودية وهران","ملعب أحمد زبانة"
"Mohamed Hichem Mezaïr","Algeria","USM Annaba","Stade 19 Mai 1956"
"Mohamed Hichem Mezaïrr","Algeriaa","Union Sportive Médinat d'Annaba","Stade 19 Mai 1956"
"Mohamed Reda Ouuamane","Algeria","Mouloudia Club d'Oran","Stade Ahmed Zabana"
"Mohamed Reda Ouamaneee","AAlgeria","Mouloudia Club d'Oran","ملعب أحمد زبانة"
"Mohamed Reda Ouamanee","Alggeria","Mouloudia d'Oran","Stade Ahmed Zabana"
"Mohamed Reda Ouamaneee","Algeriaa","Mouloudia d'Oran","ملعب أحمد زبانة"
"Mohamed Reda Ouamanee","Algeria","مولودية وهران","Stade Ahmed Zabana"
"Mohamed Reda Ouamanee","Algeriaa","مولودية وهران","ملعب أحمد زبانة"
"Mohamed Reda Ouamanee","Algeria","نادي مولودية وهران","Stade Ahmed Zabana"
"Mohhamed Reda Ouamanee","Algeriaa","نادي مولودية وهران","ملعب أحمد زبانة"
"Mohammad Ali Yahyaviii","Irann","استقلال","Azadi Stadium"
"Mohammad Ali Yahyavi","Irann","Esteghlal","Azadi Stadium"
"Mohammad Ali Yahyavi","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mohammad Ali Yahyavi Kalkhorann","Iran","استقلال","Azadi Stadium"
"Mohammad Ali Yahyavi Kalkhorann","Irann","Esteghlal","Azadi Stadium"
"Mohammad Ali Yahyavi Kalkhoran","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mohammad Hosseinn Naeijii","IIran","Persepolis Tehran Football Club","Azadi Stadium"
"Mohammad Hossein Naeijii","Irann","Esteghlal","Azadi Stadium"
"Mohammad Hossein Naeijii","Iraan","استقلال","Azadi Stadium"
"Mohammad Hosseiin Naeiji","Irann","Esteghlal Tehran Football Club","Azadi Stadium"
"Mohammad-Hossein  Hooshyar Hosseini","Irann","Persepolis Tehran Football Club","Azadi Stadium"
"Mohammadreza Jounakizadehh","Irann","Persepolis Tehran Football Club","Azadi Stadium"
"Mohsen Eliasiii","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mokhtaar Naili","Tunisia","Club Africain","Stade Olympique de Radès"
"Monotosh Ghoshh","India","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Monotosh Ghoshh","India","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Monotosh Ghosh","Indiaa","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Monotosh Ghoshhh","India","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Monootosh Ghosh","West Bengal","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Monotoshh Ghoshh","West Bengall","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"MMonotosh Ghosh","West Bengal","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Monotosh Ghoshhh","West Bengall","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Morteza Ghadimipour","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Morteza Ghadimipourr","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Morteza Ghadimipourrr","Irann","Esteghlal","Azadi Stadium"
"Morteza Ghadimipourr","Iran","استقلال","Azadi Stadium"
"Mykyta RRuslanovych Shevchenkoo","Ukraaine","Shakhtar Donetsk","Donbass Arena"
"Mykyta Ruslanovyych Shevchenko","Ukrainee","Football Club Shakhtar","Donbass Arena"
"Mykyta SShevchenko","Ukrainee","Shakhtar Donetsk","Donbass Arena"
"Mykyta Shevchenkooo","Ukrainee","Football Club Shakhtar","Donbass Arena"
"Márciio","Braazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"MMárcioo","Brazill","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Márcio Augusto dos Santos Aguiar","Brazill","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Márcio Augusto dos Santos Aguiarrr","BBrazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Márcio José Raposo Ramosss","Portuugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Márcio José Raposo Ramos","Portugall","Sporting CP","Estádio José Alvalade"
"Márccio Ramoos","Portugall","Sporting Clube de Portugal","Estádio José Alvalade"
"Márcio Ramoss","Portugall","Sporting CP","Estádio José Alvalade"
"Nasser Heejazii","IIran","Esteghlal Tehran Football Club","Azadi Stadium"
"Nasser HHejazii","Irann","Esteghlal","Azadi Stadium"
"Nasser Hejaziii","Irann","استقلال","Azadi Stadium"
"Neco Martínezz","Colombiaa","Santa Fe","Estadio Nemesio Camacho"
"Neco Martínezz","Colombiaa","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"Nelson Fernando Ramoss","Colombia","Millonarios","Estadio Nemesio Camacho"
"Nelson Fernando Ramosss","Colombia","Millonarios Fútbol Club S.A.","Estadio Nemesio Camacho"
"Nelson Fernando Ramos Betancourttt","CColombia","Millonarios","Estadio Nemesio Camacho"
"Nelson Fernando Ramos BBetancourtt","Colombia","Millonarios Fútbol Club S.A.","Estadio Nemesio Camacho"
"Nelson Ramoos","Colombiaa","Millonarios","Estadio Nemesio Camacho"
"Nelsoon Ramoss","Collombia","Millonarios Fútbol Club S.A.","Estadio Nemesio Camacho"
"NNenecaa","Brazill","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Nenecaa","Brazill","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Netoo","Brazil","Juventus Football ClubS.p.A.","Juventus Stadium"
"Netooo","Brazil","Juventus","Juventus Stadium"
"Nguyeen The Anhh","Vietnamm","Xổ số kiến thiết Cần Thơ F.C.","Cần Thơ Stadium"
"Ngguyen The Anh","Vietnaam","Xổ số kiến thiết Cần Thơ Football Club","Cần Thơ Stadium"
"Ngguyễn Thế  Anh","Viietnam","Xổ số kiến thiết Cần Thơ F.C.","Cần Thơ Stadium"
"Nguyễn Thế Anhhh","Vietnam","Xổ số kiến thiết Cần Thơ Football Club","Cần Thơ Stadium"
"Nicoláss GGastón Navarro","Arrgentina","Napoli","Stadio San Paolo"
"Nicolás Gastón Navarroo","Argentinaa","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Nicolás Gastón Navarrooo","Argenntina","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Nicolás Gastón Navarrooo","Argentinaa","Napoli","San Paolo"
"Niccolás Mirroslav Perić Villarreal","CChile","Club Deportivo Universidad","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Miroslav Perić Villarrreall","Chilee","de Concepción","Estadio Ester Roa"
"Nicolás Miroslav Perić Villarreall","Chilee","de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Miroslav Perić Villarrealll","CChile","Universidad de Concepción","Estadio Ester Roa"
"Nicolás Miroslav Perić Villarreal","CChile","Club Deportivo Universidad","Estadio Ester Roa"
"Nicolás Mirroslav Perić Villarreal","Chile","Universidad de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Navarrro","Argentina","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Nicolás Navarroo","Argentiina","Napoli","San Paolo"
"Nicolás Navarroo","Argentiina","Napoli","Stadio San Paolo"
"Nicolás Navarroo","Argentina","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Nicolás Peric","Chilee","Universidad de Concepción","Estadio Ester Roa"
"Nicolás Pericc","Chile","Universidad de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Pericc","Chilee","Club Deportivo Universidad","Estadio Ester Roa"
"Nicolás Pericc","Chile","de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Pericc","Chilee","Club Deportivo Universidad","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Perricc","Chile","de Concepción","Estadio Ester Roa"
"Nicolás Peerićć","Chile","Club Deportivo Universidad","Estadio Ester Roa"
"Nicolás Periććć","CChile","Universidad de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nicolás Perićć","Chiile","Universidad de Concepción","Estadio Ester Roa"
"Nicolás PPerić","Chilee","Club Deportivo Universidad","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"NNicolás Perić","Chilee","de Concepción","Estadio Ester Roa"
"Nicoláás Perić","Chille","de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Nikita Baranovsky  Contini","Ukraine","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Nikita Baranovsky Continii","Ukkraine","Napoli","San Paolo"
"Nikita Baranovsky CContini","Ukrraine","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Nikita Baranovsky Continii","Ukraine","Napoli","Stadio San Paolo"
"Nikita Contini Baranovvsky","Ukraine","Napoli","San Paolo"
"Nikita Contini Baranovsky","Ukrainne","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Nikita Contiini Baranovsky","Ukraine","Napoli","Stadio San Paolo"
"Nikita Contini Baranovskyy","Ukrainee","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Niilsonn","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Nillsonn","Brazil","Vitória","Estádio Manoel Barradas"
"Niilsonn","Brazill","Persepolis Tehran Football Club","Azadi Stadium"
"Nilson","Brazil","Esporte Clube Vitória","Barradão"
"Nilson","Brazill","Vitória","Barradão"
"Nilson Corrêa Júniorr","BBrazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Nilson Corrêa Júniorrr","Brrazil","Vitória","Estádio Manoel Barradas"
"Nilson Corrêa Júniorr","Brazil","Persepolis Tehran Football Club","Azadi Stadium"
"Nilson Corrêa Júnior","Brazill","Esporte Clube Vitória","Barradão"
"Nilson Corrêa Júniorrr","Brazil","Vitória","Barradão"
"Nima Nakisaaa","Irann","Persepolis Tehran Football Club","Azadi Stadium"
"Nima Nakissaaa","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Norrberto Murara Neto","Brazil","Juventus","Juventus Stadium"
"Norberto Muraara NNeto","Brazill","Juventus Football ClubS.p.A.","Juventus Stadium"
"Nuno Filipe Oliveira Santos","Portugall","Sporting CP","Estádio José Alvalade"
"Nuno Filipe Oliveira  SSantos","Portugall","Sporting Clube de Portugal","Estádio José Alvalade"
"Nuno Santoss","Portugall","Sporting CP","Estádio José Alvalade"
"Nuno Santoss","Portugall","Sporting Clube de Portugal","Estádio José Alvalade"
"Nélsonn","Portugall","Sporting CP","Estádio José Alvalade"
"Nélsonnn","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Nélson Alexandre Gomes Pereira","Porttugal","Sporting CP","Estádio José Alvalade"
"Nélson Alexandre Gomes Pereira","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Nélson Pereiraaa","Portugall","Sporting CP","Estádio José Alvalade"
"Nélson Pereiraaa","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Nélson de Jesus Silvaa","Brazil","Vitória","Estádio Manoel Barradas"
"Nélson de Jesus Silva","Brazill","Esporte Clube Vitória","Barradão"
"Nélson de Jesus Silvaa","Brazil","Vitória","Barradão"
"Nélson de Jesus Silvaaa","Brazill","Esporte Clube Vitória","Estádio Manoel Barradas"
"Nélson de Jesus Silvaaa","Baahia","Vitória","Estádio Manoel Barradas"
"Nélson de Jesus Silvaa","Bahia","Vitória","Barradão"
"Nélson de Jesus Silva","Bahhia","Esporte Clube Vitória","Estádio Manoel Barradas"
"Nélson de Jesus Silvaaa","Bahiaa","Esporte Clube Vitória","Barradão"
"Oh Yunn-kyoo","South KKorea","Jeju United Football Club","Jeju World Cup Stadium"
"Oh Yun-kyo","South Korea","Jeju United","Jeju World Cup Stadium"
"Oh Yun-kyo","South Koreaa","제주 유나이티드 FC","Jeju World Cup Stadium"
"Oh Yun-kyoo","South Koreaa","제주 유나이티드","Jeju World Cup Stadium"
"Oscar Alejandro Limia Roodríguezz","Argentinaa","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Oscar Alejandro Limia Rodríguezz","Argentinaa","Huracán","Estadio Tomás A. Ducó"
"Osscarr Dautt","MMexico","Club de Fútbol Monterrey","Estadio BBVA Bancomer"
"Oscar Manuel Dautt Bojorquezz","Meexico","Club de Fútbol Monterrey","Estadio BBVA Bancomer"
"Oswaldo Javier SSSánchez Ibarra","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Oswaldo Sánchezz","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Pablo Alejandro Miglioree","Argentinaa","Huracán","Estadio Tomás A. Ducó"
"Pablo Alejandro Miglioree","Argentinna","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Pablo Cavallleroo","Argentinaa","Reial Club Deportiu","RCDE Stadium"
"Pablo  Cavalleroo","Argentina","Espanyol","RCDE Stadium"
"Pablo Cavalleeroo","Arrgentina","Espanyol de Barcelona, S.A.D.","RCDE Stadium"
"Pablo Jaavier Lanz","Argentinaa","Club Aurora","Estadio Sudamericano Félix Capriles"
"Paablo Lanzz","Argentina","Club Aurora","Estadio Sudamericano Félix Capriles"
"Pablo Miglioore","Argentinaa","Huracán","Estadio Tomás A. Ducó"
"PPablo Migliore","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Pablo Oscar Cavallero Rodríguez","Argentinaa","Espanyol","RCDE Stadium"
"Pablo Oscar Cavallero Rodríguezzz","Argentinaa","Reial Club Deportiu","RCDE Stadium"
"Pablo Oscar Cavallero Rodríguezzz","Argentina","Espanyol de Barcelona, S.A.D.","RCDE Stadium"
"Panagiotis Dounis","Greecee","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Panagiotis DDounis","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Panagiotis Dounisss","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Panagiotiis Douniss","Greecee","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Panagiotis Douniss","Greeece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Panagiotis Douniss","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Papy Lukata Shumu","Kinshasa","Petro de Luanda","Estádio Nacional 11 de Novembro"
"Papy Lukata  Shumuu","Kinshasaa","Atlético Petróleos de Luanda","Estádio Nacional 11 de Novembro"
"Papy-Shumu Lukataa","Kinshhasa","Petro de Luanda","Estádio Nacional 11 de Novembro"
"Papy-Shumu Lukatta","Kinshasaa","Atlético Petróleos de Luanda","Estádio Nacional 11 de Novembro"
"Park Dong-Sukk","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Park Donng-Suk","SSouth Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Park Dong-Sukk","South KKorea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Parrk Hyeong-soon","South Korea","안산 무궁화","Ansan Wa~ Stadium"
"Park Hyeong-soon","South Korea","안산 무궁화 프로축구단","Ansan Wa~ Stadium"
"Park Hyeong-soon","South Koorea","Ansan Mugunghwa Football Club","Ansan Wa~ Stadium"
"Park Hyeong-soonnn","South Koreaa","Ansan Mugunghwa","Ansan Wa~ Stadium"
"Pascal Ollmeta","France","Olympique Lyonnais","Parc Olympique Lyonnais"
"Pascal OOlmetaa","Francee","Lyon","Parc Olympique Lyonnais"
"Pascal  Olmeta","FFrance","Espanyol de Barcelona, S.A.D.","RCDE Stadium"
"Pascal Olmeta","Francee","Reial Club Deportiu","RCDE Stadium"
"Pascal Olmeta","Francee","Espanyol","RCDE Stadium"
"Paul Bernardonii","France","Bordeaux","Matmut Atlantique"
"Paul Bernaardonii","Francce","Girondins de Bordeaux","Matmut Atlantique"
"Paul Bernarrdonii","Francee","Football Club des","Matmut Atlantique"
"Paulo Jorge da Silva doss Santoss","Portugal","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Paulo Jorge da Silva doss Santos","Portugal","Benfica","Estádio do Sport Lisboa e Benfica"
"Paulo Jorge da Silva dos Santos","Portugall","Sporting CP","Estádio José Alvalade"
"Paulo Jorge da Silvaa dos Santos","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Paulo Jorge da Silvaa dos Santos","Portugall","Sport Lisboa e Benfica","Estádio da Luz"
"Paulo Jorge da Siilva dos Santos","Portugall","Benfica","Estádio da Luz"
"Paulo Marques Musse","Brazil","Juventude","Estádio Alfredo Jaconi"
"Paulo Marques Musse","Brazill","Vitória","Estádio Manoel Barradas"
"Paulo MMarques Mussse","Brazill","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Paulo Marques Mussee","Brazill","Esporte Clube Vitória","Estádio Manoel Barradas"
"Paulo Marques Mussee","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Paulo Marques Musse","Brazill","Esporte Clube Vitória","Barradão"
"Paulo Marques Musse","Brazil","Vitória","Barradão"
"Paulo Marques Musseee","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Paulo Musse","Brazill","Juventude","Estádio Alfredo Jaconi"
"Paulo Mussee","BBrazil","Vitória","Estádio Manoel Barradas"
"Paulo Mussse","Brazill","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Paulo Mussee","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Paulo Mussee","Brazzil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Paulo Mussee","Brazzil","Esporte Clube Vitória","Barradão"
"Paulo Mussee","Brazzil","Vitória","Barradão"
"Paulo Mussee","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Paulo  Santoss","Portugall","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Paaulo Santos","Portugall","Benfica","Estádio do Sport Lisboa e Benfica"
"Paulo Santos","Portugall","Sporting CP","Estádio José Alvalade"
"Paulo Santos","Portugall","Sporting Clube de Portugal","Estádio José Alvalade"
"Paulo Santoos","Portugaal","Sport Lisboa e Benfica","Estádio da Luz"
"Paulo  Santos","Portugal","Benfica","Estádio da Luz"
"Pedro Román Rómolii","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Pedro Román Rómolii","Argentina","Huracán","Estadio Tomás A. Ducó"
"Pedro Rómolli","Argentinna","Huracán","Estadio Tomás A. Ducó"
"Pedro Rómolii","Arrgentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Peter Rufai","Nigeriaa","Real Club Deportivo de La Coruña, S.A.D.","Riazor"
"Peter Rufai","Nigeria","Real Club Deportivo de La Coruña, S.A.D.","Estadio Municipal de Riazor"
"Peter Rufaii","Nigeriaa","Deportivo La Coruña","Riazor"
"Peter Ruffai","Nigeria","Deportivo La Coruña","Estadio Municipal de Riazor"
"Philip  Sprintt","Germmany","Alemannia Aachen","Tivoli"
"Philip Sprinttt","Germanyy","Aachener Turn- und Sportverein","Tivoli"
"Philip Sprrintt","Germanyy","Alemannia 1900 e.V.","Tivoli"
"Pierluiigi Brivioo","Italy","Napoli","San Paolo"
"Pierluigi Brivioo","Italyy","Napoli","Stadio San Paolo"
"Pierluigi Brivio","Itally","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Pierluigi Brivioo","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Pietro Carmignanii","Italy","Napoli","San Paolo"
"Pietro  Carmignanii","Italy","Napoli","Stadio San Paolo"
"Piettro Carmignani","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Pietro Carmignanii","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Pietro Carmignaniii","IItaly","Juventus","Juventus Stadium"
"Pietro Carmignaniii","Italyy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Rafaell","Braziil","Esteghlal Tehran Football Club","Azadi Stadium"
"Rafaaell","Brazill","Botafogo Futebol Clubе","Estádio Santa Cruz"
"RRafaael","Brazzil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Rafaell","Brazill","Esteghlal","Azadi Stadium"
"Rafaelll","Braazil","استقلال","Azadi Stadium"
"Rafael Bracallii","BBrazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Rafaell Bracallii","Brazil","Juventude","Estádio Alfredo Jaconi"
"Raafael Costa Silva Sandess","Brazill","Vitória","Barradão"
"Rafael Costa Silva Sandesss","Brrazil","Esporte Clube Vitória","Barradão"
"Rafael Costa Silva Sandess","Brazill","Esporte Clube Vitória","Estádio Manoel Barradas"
"Rafael Costa Silva Sandes","Brazil","Vitória","Estádio Manoel Barradas"
"Rafael Sandess","BBrazil","Vitória","Barradão"
"Rafael Sandesss","Brazil","Esporte Clube Vitória","Barradão"
"Rafael Sandesss","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Rafael SSandes","Brazil","Vitória","Estádio Manoel Barradas"
"Rafael Savério Gattii","Brazil","Juventude","Estádio Alfredo Jaconi"
"Rafael Savério Gatti","Brazill","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Rafael Wihby Bracalliii","Brazill","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Rafael Wihhby Bracallii","Brazill","Juventude","Estádio Alfredo Jaconi"
"RRaffaele Di Fuscoo","Italy","Napoli","San Paolo"
"Raffaele Di  Fuscoo","Italyy","Napoli","Stadio San Paolo"
"Raffaele DDi Fusco","Ittaly","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Raffaele Di Fuscooo","Italyy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Raffaele DiFuscoo","Italyy","Napoli","San Paolo"
"Raffaele DiFuscooo","Italy","Napoli","Stadio San Paolo"
"Raffaele DiFusco","IItaly","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Raffaele DDiFuscoo","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Rahman Ahmadiii","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Ralte Laltthuammawia","Indiaa","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Ralte Lalthuammawiaaa","Indiaa","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Ramzi Salehh","Cairoo","Al Ahly Sporting Club","Cairo Stadium"
"Ramzi Salehhh","Cairoo","النادي الأهلى للرياضة البدنية","Cairo Stadium"
"Ramzi Salehh","Caairo","Al Ahly SC","Cairo Stadium"
"Ramzi Soliman Ahmed Salehh","Cairo","Al Ahly SC","Cairo Stadium"
"Ramzi Soliman Ahmed Salehhh","Cairoo","Al Ahly Sporting Club","Cairo Stadium"
"Ramzi Soliman Ahmed  Saleh","Cairoo","النادي الأهلى للرياضة البدنية","Cairo Stadium"
"Ravi Kuumarr","India","Pailan Arrows","Salt Lake Stadium"
"Ravi Kumarrr","India","Pailan Arrows","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Ravi Kumarr","Indiaa","Pailan Arrows","Vivekananda Yuva Bharati Krirangan"
