"name","birthDate","birthPlace","region","country"
"James Andersonnn","1983-09-26","Roanoke Rappids","North Carolinaa","United States"
"Nate Miller","1987-08-12","Springfieldd","Ohio","United States"
"Tiimm Beck","1964-01-18","Ness  City","Ness County, Kansass","United States"
"George Murdoockk","1930-06-25","Salinaa","Saline County, Kansas","United States"
"Seth Morrisonnn","1973-11-30","Murray","Calloway County, Kentucky","United States"
"Niveaa","1982-03-24","Savannah","Chatham County, Georgia","United States"
"Nate Millerrr","1987-08-12","Springfieldd","Clark County, Ohioo","United States"
"Ken Carpenterr","1926-02-26","Seasidde","Clatsop County, Oregon","United States"
"Dick Jooyce","1943-11-18","Portlandd","Cumberland County,, Maine","United States"
"James  Brookss","1810-11-10","Portlandd","Cumberland County, Maine","United States"
"Randy JJohnsonn","1953-01-02","RRome","Floyd County, Georgiaa","United States"
"James Andersonn","1983-09-26","Roanoke Rapids","Halifax County, North Carolina","United States"
"Brian Barnes","1967-03-25","Roanoke Rapidss","Halifax County, North Carolinaa","United States"
"Jammes Anderson","1902-11-06","Springfieldd","Hampden County, Massachusetts","United States"
"Willlie Murphy","1864-03-23","Springfieldd","Hampden County, Massachusettss","United States"
"Kenneth MacDonaldd","1901-09-08","Portlandd","Jay County, Indianaa","United States"
"Bill Briggs","1943-12-25","Sanford","Lee County, North Carolinaa","United States"
"Ricardo Sanchez","1967-10-02","Scottsdale","Maricopa County, Arizoona","United States"
"Robert PPrestonn","1918-06-08","Newtoon","Middlesex County, Massachusettss","United States"
"Johnny Davvis","1956-07-17","Montgomeryy","Montgomery County, Alabamaa","United States"
"John  Gardnerr","1697-09-17","Newportt","Newport County, Rhode Islandd","United States"
"Paul Davviss","1984-07-21","Rochesterr","Oakland County, Michigann","United States"
"John Snyderr","1974-08-16","Southfield","Oakland County, Michigann","United States"
"TTom BBarrett","1981-04-30","Southfield","Oakland County, Michigann","United States"
"Peter Whitee","1830-10-31","Romee","Oneida County, New Yorkk","United States"
"Frank McGeee","1921-09-12","Monroe","Ouachita Parish, Loouisiana","United States"
"Will Johnsonn","1964-12-04","Monroe","Ouachita Parish, Louisiana","United States"
"James Scott","1972-06-30","Patersonn","Passaic County, New Jerseyy","United States"
"James Reed","1977-02-03","Sagginaw","Saginaw County, Michigann","United States"
"Adam Steeevens","1978-07-22","Portsmouthh","Scioto County,, Ohio","United States"
"Larry Leee","1943-03-07","Meemphis","Shelby County, Tennessee","United States"
"Dan Schneideerr","1966-01-14","Memphiss","Shelby County, Tennesseee","United States"
"Henry Hammond","1913-02-23","Memphhis","Shellby County, Tennessee","United States"
"Anthony Barrr","1992-03-18","South Bendd","St. Joseph County, Indianaa","United States"
"Richard Merediith","1932-12-22","South Bendd","St. Joseph County, Indianaa","United States"
"Wayne Cooper","1956-11-16","Milann","Telfair County, Georgia","United States"
"Darren Halll","1964-07-14","Marysvillee","Union County, Ohioo","United States"
"Paul Brownn","1963-07-04","Maadison","Wisconsinn","United States"
"Philip Nelsonnn","1993-09-11","Madison","Wisconsin","United States"
"Randy Allen","1965-01-26","Milton","Florida","United States"
"Eric Powelll","1979-11-16","Orlandoo","Floridaa","United States"
"Chris Johnsonn","1985-09-23","Orlando","Florida","United States"
"Brian Dixon","1990-04-26","Pompano Beach","Floridaa","United States"
"Brad Miills","1985-03-05","Mesaa","Arizona","United States"
"Mark Kriikoriann","1960-03-28","Maldenn","Massachusettts","United States"
"DDuncan Scott","1947-05-28","Medfordd","Massachusettss","United States"
"George Rogers","1933-08-02","New Bedford","Massachusetts","United States"
"James Anderson","1902-11-06","Springfieldd","Massachusettss","United States"
"John Ashton","1948-02-22","Springfieldd","Massachusetts","United States"
"Eric Powellll","1979-11-16","Orlandoo","Orange County, Florida","United States"
"Phil Gordonn","1916-05-05","Meridian","Mississippii","United States"
"Michael Garrisonn","1956-11-28","Roseburgg","Oregon","United States"
"Harold Shaw","1974-09-03","Magee","Mississippi","United States"
"Chris Johnson","1985-09-23","Orlandoo","Orange County, Florida","United States"
"Ken Carrppenter","1926-02-26","Seasidee","Oreggon","United States"
"Muna Lee","1895-01-29","Raymondd","Mississippii","United States"
"Brraandon Thompson","1989-10-19","Thomasville","Georgia (U.S. state)","United States"
"Tomlinson Fortt","1787-07-14","Warrenton","Georgia (U.S. state)","United States"
"Brian McCannnn","1984-02-20","Athens","Georgia (U.S. state))","United States"
"Chuck SSmithh","1969-12-21","Athenss","Georrgia (U.S. state)","United States"
"John McDiarmid","1911-08-12","Beckley","Weest Virginia","United States"
"Doc Holliday","1957-04-21","Hurricane","West Virginiaa","United States"
"James Burtonn","1971-04-27","Torrance","Californiaa","United States"
"Scott  Sandersonn","1974-07-25","Walnut Creekk","California","United States"
"Jeff  Richards","1974-10-21","Walnut Creek","Californiia","United States"
"Chriis Anderson","1970-12-11","West Covinna","California","United States"
"David Leee","1982-07-21","Whittierr","California","United States"
"Bob Marshall","1944-05-03","Takoma Park","Marylannd","United States"
"Jeff Mitcheelll","1975-05-16","Wayne","Michigann","United States"
"John Martinn","1956-04-11","Wyandottee","Michigann","United States"
"John Olson","1906-12-04","Worthington","Minnessota","United States"
"John Carlson","1984-05-12","St. Cloudd","Minnesota","United States"
"John Beall","1909-08-13","Joplin","Missourii","United States"
"Ed Smiithh","1969-06-05","Trentoon","New Jerseey","United States"
"Gerry Davviss","1958-12-25","Trentonn","New Jerseyy","United States"
"Carmann","1956-01-19","Trrenton","New Jersey","United States"
"Joseph Reed","1741-08-27","Trentonn","New Jerseyy","United States"
"Darren Fordd","1985-10-01","Vineland","New Jerseyy","United States"
"Dave Scottt","1953-12-26","Hackensackk","New Jerseyy","United States"
"Kevin Brockk","1986-04-09","Hacckensack","New Jersey","United States"
"BBrian Williamss","1979-07-02","High Point","North Carolinaa","United States"
"Bill Jonesss","1914-02-03","Toledoo","OOhio","United States"
"Curtis Johnsonn","1948-06-22","Toledo","Ohioo","United States"
"John Galbraaithh","1923-08-23","Toledoo","Ohioo","United States"
"Austin Scottt","1848-08-10","Tolledo","Ohio","United States"
"Al Shaw","1881-03-01","Toledo","Ohio","United States"
"Jack  Murdock","1922-10-28","Urbbana","Ohioo","United States"
"Daavid Arnold","1966-11-21","Warrenn","Ohioo","United States"
"Morgan Joness","1928-06-15","Woosterr","Ohioo","United States"
"Grantt Jacksonn","1942-09-28","Fostorria","Ohio","United States"
"Joe  Hastings","1987-05-05","Wichitaa","Sedgwick County, Kansas","United States"
"Paul Thompssonn","1983-11-23","Leanderr","Traviis County, Texas","United States"
"Myra Taylorr","1917-02-24","Bonner Springs","Wyandotte County, Kansass","United States"
"Gary Reeed","1981-10-25","Corpus Christii","Aransas County, Texass","United States"
"Dave Scottt","1953-12-26","Hackensack","Bergen County, New Jersey","United States"
"Scott Thompsonn","1957-11-13","Taunton","Bristol County, Massachusettss","United States"
"Jack Murdockkk","1922-10-28","Urbana","Champaign County, Ohio","United States"
"Brian McCannnn","1984-02-20","Athenss","Clarke County, Georgiaa","United States"
"Eddiie Jackson","1980-12-19","Plano","Collin County, Texas","United States"
"Chris Woood","1988-04-14","Dublin","Delaware  County, Ohio","United States"
"Matt Brennann","1897-10-03","Stamfordd","Fairfield County, Connecticut","United States"
"Brian Williams","1979-07-02","High Point","Guilford County, North Carolina","United States"
"Ben Wells","1989-01-09","Beaumont","Jeffferson County, Texas","United States"
"Mike Compton","1944-08-15","Stamfordd","Jonnes County, Texas","United States"
"JJulie Payne","1946-09-11","Sweet Homee","Linn County, Oregon","United States"
"Justin Thomass","1984-01-18","Toledo","Lucas County, Ohio","United States"
"Bill Brownnn","1951-07-30","Toledo","Lucas Countyy, Ohio","United States"
"Tim Priesttt","1949-03-10","Humbolldt","Madison County, Tennesseee","United States"
"Paul Quinnnn","1943-10-31","Hanniball","Marion County, Missourii","United States"
"Chris Willson","1952-09-10","Waltham","Middlesex County, Massachusetts","United States"
"George Bemiss","1816-10-13","Watertownn","Midddlesex County, Massachusetts","United States"
"George BBemis","1816-10-18","Watertownn","Miiddlesex County, Massachusetts","United States"
"Benedict Arrnold","1780-10-05","Amsterdam (city))","Montgomery County, New York","United States"
"John Olsonnn","1906-12-04","Worthingtoon","Nobles County, Minnesota","United States"
"Courtney Hawkinss","1993-11-12","Corpus Chhristi","Nueces County, Texass","United States"
"George Burnns","1889-11-24","UUtica","Oneida County, New York","United States"
"Johnny Brownn","1937-06-11","St. Petersburgg","Pinellas County, Florida","United States"
"Ted Brownnn","1957-02-15","High Pointt","Randolph County, North Carolinaa","United States"
"Keith Mitchellll","1974-07-24","Garlandd","Rockwall County, Texass","United States"
"Larry Brownn","1984-10-15","Spartanburgg","Spartanburg County, South Carolinaa","United States"
"Larryy Marshalll","1941-12-17","Spartanburg","Spartanburg County, South Carolina","United States"
"Marcus Rowland","1990-03-11","Spartanbuurg","Spartanburg County, South Carolina","United States"
"Jerry Kilgoreee","1961-08-23","Kingsport","Sullivan County, Tennesssee","United States"
"Keeith Burns","1960-09-26","Hurst","Tarrant County, Texass","United States"
"David Caldwelll","1965-02-28","Bay Cityy","Texass","United States"
"Willie Parkerr","1948-12-28","Baytownn","Texass","United States"
"Micchael Reedd","1992-11-18","Cedar Parkk","Texas","United States"
"GGary Reed","1981-10-25","Corppus Christi","TTexas","United States"
"Keith Burnsss","1960-09-26","Huurst","Texas","United States"
"Chris Woodd","1988-04-14","Dublinn","Union County, Ohio","United States"
"John Hazennn","1927-03-02","Terre Haute","Vigo County, Indiana","United States"
"Robert Hunter","1874-04-10","Terre Hautee","Vigo County, Indiana","United States"
"Jeff Mitchellll","1975-05-16","Wayne","Wayne County, Michigan","United States"
"Michael Reedd","1992-11-18","Ceddar Park","Williamson County, Texas","United States"
"Barbette","1898-12-19","Round Rockk","Williamson County, Texas","United States"
"Grant Jaacksonn","1942-09-28","Fostoria","Wood County, Ohio","United States"
"Chhris Davis","1984-01-23","St. Petersburg","Florida","United States"
"Robert Hunterr","1874-04-10","Terre Haute","Indianaa","United States"
"Jack Foley","1939-04-19","Worcester","Massachusetts","United States"
"Charles Brown","1873-09-28","Murray","Utahh","United States"
"Tom Cotterr","1866-09-30","Walthaam","Massachusettss","United States"
"MMark Grayy","1952-10-24","Vicksburg","Mississippi","United States"
"Nate Millerr","1971-10-08","Tuscaloosa","Tuscaloosa County, Alabama","United States"
"George Moorris","1931-03-19","Vicksburg","Mississippi","United States"
"Jesse AAndersonn","1966-07-26","West Pointt","Mississipppi","United States"
"Michael Bradley","1979-04-18","Worcester","Massachusettss","United States"
"Henry Cooperr","1827-08-22","Columbiaa","Tennesseee","United States"
"Ed Wrightt","1919-05-15","Dyersburg","Tennessee","United States"
"Kevin Brownn","1970-07-09","Jacksonn","Tennesseee","United States"
"Hooward Armstrongg","1909-03-04","Daytonn","Tennesseee","United States"
"Viiiper","1959-09-12","Oak RRidge","Tennesssee","United States"
"Tony Anthonyy","1937-10-16","Clarksburg","West Virginia","United States"
"Ericc Hansenn","1992-05-24","Irvine","Californiaa","United States"
"John Cameron","1807-09-30","Norwalkk","Connecticutt","United States"
"David Houghh","1753-03-13","Norrwich","Connectticut","United States"
"Horace  Holley","1887-04-07","Torrington","Connecticutt","United States"
"Jason Andersonnn","1979-06-09","Danvillle","Illlinois","United States"
"George Lamberttt","1968-09-04","Sanforrd","Mainee","United States"
"Robert Davis","1921-09-26","Monoongahela","Pennsylvaniaa","United States"
"Jim Kanee","1881-11-27","Scrantonn","Pennsylvaniaa","United States"
"William Spraguee","1809-02-23","Providencee","Rhode Island","United States"
"JJohnson Hagoodd","1829-02-21","Barnwell","South Caroolina","United States"
"Kevin Long","1955-01-20","Clinton","South Carolina","United States"
"John Keershaw","1765-09-12","Camdenn","South Carolinaa","United States"
"David Colee","1962-06-03","Johnson City","Carter County, Tennesseee","United States"
"Ed Taylorr","1877-03-23","Palestine","Anderson Counnty, Texas","United States"
"Daniel Boydd","1956-09-14","Martinsburg","Berkeley County, West Virginiaa","United States"
"Randy Jacksonnn","1948-11-13","Atlanta","Cass County, Texas","United States"
"George Washingtonn","1907-06-04","Linden","CCass County, Texas","United States"
"Henrry  McBride","1856-02-07","Farmingtonn","Davis County, Utahh","United States"
"Brad Snydderr","1982-05-25","Sanddusky","Erie County, Ohioo","United States"
"Elmer Millerrr","1890-07-28","Sanduskyy","Erie County, Ohioo","United States"
"George Cooperr","1984-03-19","Westerville","Franklin County,  Ohio","United States"
"James Robiisonn","1943-10-09","Paasadena","Harris County, Texass","United States"
"Joe Hutton","1928-10-06","EExcelsior","Hennepin County, Minnesotaa","United States"
"Edward Butlerrr","1949-10-11","Little Fallls (city)","Herkimer County, New York","United States"
"Charles Kingg","1895-02-21","Hillsboroo","Hill County, TTexas","United States"
"Kent Williamss","1964-10-11","Commerce","Hunt County, Texas","United States"
"Jaack Hawkinss","1916-10-25","Roxtonn","Lamar County, Texass","United States"
"Tom Colliinss","1942-05-30","Lenoir City","Loudon County, Tennesseee","United States"
"Kevin Brownnn","1970-07-09","Jackson","Madison County, Tenneessee","United States"
"Dwight Garnerrr","1965-01-08","Fairmontt","Marion County, West Virginia","United States"
"Allex Joness","1869-12-25","Bradfordd","McKean CCounty, Pennsylvania","United States"
"Bobby Sheehannn","1949-01-11","WWeymouth","Norfolk County, Massachusettss","United States"
"A. J. Daviss","1983-05-29","Durham","Orange County, North Carolinaa","United States"
"Fred Forrsbergg","1944-07-04","Tacooma","Pierce County, Washington","United States"
"Philip Allenn","1785-09-01","Providencee","Providence County, Rhode Island","United States"
"TTom Cotterr","1963-06-20","Provideence","Providence County, Rhode Island","United States"
"Keevin Barryy","1979-07-20","Racine","Racine County, Wisconsin","United States"
"Tom Pratt","1935-06-21","Edgertonn","Rock County, Wisconsin","United States"
"Don Whiteee","1919-01-08","Evereett","Snohomish County, Washington","United States"
"John Coleman","1934-10-15","Alpinee","Texass","United States"
"Randy Jacksonn","1948-11-13","Atlanta","Texass","United States"
"Bill Brownnn","1893-07-08","Coleman","Texas","United States"
"Bruce Smithhh","1949-03-28","Huntsvillee","Texaas","United States"
"Ronnie Bulll","1940-02-02","Kingsvillee","Texxas","United States"
"James Sykes","1954-11-07","New Waverlyy","Texass","United States"
"Kyle Davviss","1978-07-09","Uvaldde","Texass","United States"
"James Dixon","1967-02-02","Vernonn","Texas","United States"
"Colin David Jonesss","1987-10-27","Briidgeport","Texass","United States"
"Ron CCaseey","1952-11-27","Daytonn","Teexas","United States"
"Mark Daltton","1980-03-06","Denton","Texas","United States"
"Michael Huey","1988-09-28","Longvieww","Texxas","United States"
"James Street","1948-08-02","Longview","Texass","United States"
"PPaul Powelll","1948-03-19","San Angeloo","Tom Green County, Texass","United States"
"James Sykess","1954-11-07","New Waverlyy","Walker County, Texas","United States"
"Williaam Parkerr","1886-09-17","Walla Walla","Walla Walla County, Washington","United States"
"Leo Taylorr","1901-05-13","Walla Walla","Walla Walla County, Wasshington","United States"
"Dick Todd","1914-10-02","Thrall","Williamson County, Texass","United States"
"John Petersonnn","1948-10-22","Cumberrland","Wisconsin","United States"
"Toom Prattt","1935-06-21","Edgertonn","Wisconsin","United States"
"Doug Sutheerlandd","1948-04-01","Superior","Wisconsinn","United States"
"Robert C. Osbornn","1904-10-26","Oshkosh","Wisconsin","United States"
"William Wrightt","1911-01-05","Ogden","Utah","United States"
"Matt Boydd","1991-02-02","Bellevuee","Washington (state))","United States"
"Mark Millerrr","1962-06-12","Tacoma","Wasshington (state)","United States"
"George Hughess","1925-08-19","Norrfolk","Virginiaa","United States"
"Jim Walsh","1956-10-26","Norfolkk","Virginiaa","United States"
"Walter Taylorr","1872-07-05","Norfolkk","Virginnia","United States"
"JJeff Waree","1970-11-11","Norfolkk","Virginia","United States"
"Bryan Daviss","1958-04-21","Norfolk","Virginia","United States"
"JJim Miles","1941-10-10","Norfolk","Virginia","United States"
"John Cosgrovee","1954-06-07","Montgomeryy","Alabama","United States"
"Mark Daviss","1963-10-11","Mount Idaa","Arrkansas","United States"
"Andy Harringtonn","1903-02-12","Mountaiin View","California","United States"
"John Duttton","1975-09-20","Newport Beach","California","United States"
"Rob Joohnsoon","1973-03-18","Newpport Beach","California","United States"
"Henry Turnerr","1966-08-18","Oakland","Californiaa","United States"
"Jaason Youngg","1979-09-28","Oaklandd","California","United States"
"John Ralstonnn","1927-04-26","Oakkland","Californiaa","United States"
"Johhn Sutro","1940-05-08","Oaklland","Californiaa","United States"
"Ken Ardd","1960-06-30","Oakland","California","United States"
"Jonathan Levinnn","1972-11-17","New Haveen","Connnecticut","United States"
"John Willliamson","1951-11-10","New Haven","Connecticutt","United States"
"Richard CCarpenter","1946-10-15","New Haven","Connecticutt","United States"
"Willlie Clark","1972-01-06","New Haven","Conneecticut","United States"
"Henry Baldwinn","1780-01-14","New Havenn","Connecticutt","United States"
"Roy Clarkkk","1874-05-11","NNew Haven","Connecticutt","United States"
"Colinn McDonald","1984-09-30","New Haven","Conneecticut","United States"
"George Stonee","1946-02-09","Murrray","Keentucky","United States"
"Tom Crean","1966-03-25","Mount Plleasant","Michigan","United States"
"John Fosterrr","1936-09-13","Musskegon","Michigan","United States"
"John Williamss","1960-10-26","Muskegon","Michigann","United States"
"Frank Marsh","1924-04-27","Norfolk","Nebraskaa","United States"
"Arthur Walshhh","1896-02-26","Newarkk","New Jerseyy","United States"
"Ronn Careyy","1935-12-11","Newarkk","New Jerseyy","United States"
"David Gibbbss","1968-01-10","Mount Airy","North Carolina","United States"
"Phil Hanssenn","1968-05-20","Oakes","North Dakota","United States"
"George Kennan","1845-02-16","Norrwalk","Ohioo","United States"
"Howard Thompson","1919-10-25","Natchezz","Adams County, Mississippi","United States"
"Paul Claytonnn","1931-03-03","New Bedfordd","Bristol Counnty, Massachusetts","United States"
"Leon Johnson","1974-07-13","Morgantonn","Burke County, North Carolina","United States"
"John Alexander","1897-11-29","Newport","Campbell County, Kentuckyy","United States"
"George Millerr","1853-02-19","Newport","Campbell County, Kentuckyy","United States"
"Jack Turner","1939-06-05","Newpoort","Campbell County, Kentuckyy","United States"
"Josh Cooperr","1989-01-08","Mustangg","Canadian County, Oklahomaa","United States"
"Robb Morriss","1975-01-18","Nampa","Canyon County, Idahoo","United States"
"Jay Edwards","1969-01-03","Munciee","Delaware County, Indiana","United States"
"John Harveyy","1917-06-28","New Rockfordd","Eddy County, Noorth Dakota","United States"
"Jammes  Ruffin","1987-02-06","Neewark","Essex  County, New Jersey","United States"
"Dick Zimmerr","1944-08-16","Newarrk","Essex County, New Jerseey","United States"
"David Baileyyy","1933-10-27","Newarkk","Essex County, New Jersey","United States"
"Nicholas Longworthh","1783-01-16","Newarkk","Essex County, New Jersey","United States"
"Walter Longg","1879-03-05","Nashuaa","Hillsborough County, New Hampshiree","United States"
"Jay Clarkk","1880-01-25","Newton","Jasper County, Iowa","United States"
"Charles Murray","1943-01-08","Newton","Jasper Counnty, Iowa","United States"
"John Tavenerr","1921-01-10","Newark","Licking County, Ohioo","United States"
"Troy Evanns","1948-02-16","Missoula","Missoula County, Montana","United States"
"John Knighttt","1945-06-07","Montgomeryy","Montgomery County, Alabama","United States"
"Will Allenn","1978-08-05","Montgomeryy","Montgomery County, Alabamaa","United States"
"Mike Champion","1955-02-10","Montggomery","Montgomery County, Alabamaa","United States"
"Mark Daviss","1963-10-11","Mount  Ida","Montgomery County, Arkaansas","United States"
"John Edwardss","1958-04-07","Newport","Newport County, Rhoode Island","United States"
"Fred Andersonn","1929-03-22","Monroee","Ouachita Parish, Louisiiana","United States"
"Anthony Allennn","1959-06-29","McCoomb","Pike County,  Mississippi","United States"
"John BBrrady","1954-09-17","McCommb","Pike County, Mississippii","United States"
"Frank Sawyerrr","1952-01-30","Mansfield","Richland County, Ohio","United States"
"John Robinsonnn","1880-12-17","Mansfield","Richland County, Ohioo","United States"
"Kim Daavis","1965-09-17","Morehead","Rowan County, Kenntucky","United States"
"Michael O'Brienn","1950-06-27","Mempphis","Shelby County, Tennessee","United States"
"TTimm Ryan","1967-09-08","MMemphis","Shelby Coounty, Tennessee","United States"
"Chris Belll","1951-01-12","Memphiss","Shelby County, Tennessee","United States"
"Chris Garnerrr","1975-02-23","Memphiss","Shelby County, Tennessee","United States"
"Tony Johnsonnn","1956-06-23","Memphhis","Shelby County, Tennessee","United States"
"Elizabeth Thomass","1907-03-29","Memphiss","Shelby County, Tennesseee","United States"
"Melanie Smithhh","1949-09-23","Memphis","Shelby County, Tennesseee","United States"
"Rich Jonesss","1946-12-27","Memphiis","Shelby County, Tennessee","United States"
"Bobb Haawks","1926-08-27","Memphis","Shelby County, Tennesseee","United States"
"Chrris Crawford","1992-09-30","Memphiss","Shelby County, Tennesseee","United States"
"Larrry Rileyy","1953-06-20","Memphis","Shelby County, Tennesseee","United States"
"Don Collinss","1952-09-15","Lyonss","Toombs County, Georgia","United States"
"Harrissonn Gray Otis","1837-02-10","Mariettta","Washington County, Ohio","United States"
"Greg BBrock","1957-06-14","McMinnville","Yamhill County, Oregon","United States"
"Daviid Hartt","1954-02-06","Marianna","Floriida","United States"
"Lewiis Gilbert","1956-05-24","Napless","Florida","United States"
"Frank Thomass","1898-11-15","Munciee","Inddiana","United States"
"Briaan Moore","1962-02-01","Maquoketa","Iowaa","United States"
"Glenn Johnnson","1922-06-28","Mesa","Arizona","United States"
"Edwin Adamss","1834-02-03","Meedford","Massachusettss","United States"
"Garrett  Whitleyy","1997-03-13","Melrose","Massachusetts","United States"
"William Henry Chanddler","1841-12-13","New Bedfordd","Massachusettss","United States"
"Ken Lewisss","1947-04-09","Meridiann","Mississippii","United States"
"Richardd Wrightt","1908-09-04","Natchezz","Mississippii","United States"
"LLarry Hart","1987-07-16","Madisonn","Mississippi","United States"
"Justin Hamilton","1993-07-27","Natchez","Mississippii","United States"
"Jerry Turnerrr","1929-08-06","Meridiann","Mississsippi","United States"
"Chris Hansonnn","1976-10-25","Riverdale","Georgia (U.S.. state)","United States"
"Jack Carterrr","1947-07-03","Portsmouth","Virginia","United States"
"Mark Moortonn","1972-11-25","Richmond","Virginia","United States"
"Robert Prattt","1951-05-25","Richmondd","Virginiaa","United States"
"Rodney Williamsss","1973-08-15","Oaklandd","Californiaa","United States"
"Jim Campbelll","1937-06-24","Palo Altoo","California","United States"
"Hilary Knighttt","1989-07-12","Palo Altoo","California","United States"
"Gary Johnsonn","1975-10-29","Palo Altoo","California","United States"
"Raay Collins","1936-11-19","Pomona","California","United States"
"Ron Englishh","1968-05-21","Pomona","Californnia","United States"
"Jiill Kelly","1971-02-01","Pomona","Californiaa","United States"
"Christopherr Joness","1979-08-06","Redding","Californiaa","United States"
"Jim NNelson","1975-04-16","Riverside","California","United States"
"Kevin Youngg","1990-06-24","Riversidee","California","United States"
"Charlotte Morgannn","1988-06-05","Riverside","Californiaa","United States"
"Jamess Mitchell","1920-02-29","Sacramennto","Californiaa","United States"
"Samantha Smithh","1969-11-04","Sacramento","California","United States"
"Charles Mannn","1961-04-12","Sacramentoo","California","United States"
"Mike PPatteerson","1983-09-01","Sacramento","CCalifornia","United States"
"David Hernandezz","1985-05-13","Sacramentoo","Californiaa","United States"
"Alejandro Pérezzz","1986-05-03","Salinass","California","United States"
"Adam Johnsonn","1979-07-12","San Josee","Caalifornia","United States"
"Bob Berryy","1942-03-10","San Jose","California","United States"
"Marillyn Brownn","1953-03-09","San Josee","Californiaa","United States"
"Steve Adams","1975-01-16","San  Jose","Californiia","United States"
"Henry O'Brien","1910-04-05","San  Jose","California","United States"
"Andrew Parkk","1980-01-02","San Marino","Californiaa","United States"
"Jasonn Leee","1970-04-25","Santa Anaa","Californiaa","United States"
"Christian Ramirreez","1991-04-04","SSanta Ana","California","United States"
"Llooyd Johnsonn","1910-12-24","Santa Rosaa","Californiaa","United States"
"Tony Martinn","1989-12-11","Palos HHeights","Illinoiss","United States"
"Tim Mooree","1887-12-09","Rock Island","Illinois","United States"
"Kyle Millerr","1989-05-12","Overland Park","Kansas","United States"
"George Wilsonn","1981-03-14","Paducah","Kentuckyy","United States"
"Will Allen","1949-02-08","Rockvillee","Marylandd","United States"
"Toodd SSmith","1975-12-03","Rockvillee","Marylandd","United States"
"Bruce Howwardd","1943-03-23","Salisbuury","MMaryland","United States"
"JJohn Loong","1956-08-28","Romuluss","Michigan","United States"
"Lisa Brrownn","1967-01-26","Royal Oakk","Michigan","United States"
"Charles Rogerss","1981-05-23","Saginaw","Michigan","United States"
"Robert Armstroongg","1890-11-20","Saginaw","Michigann","United States"
"Pierce Butlerr","1866-03-17","Rosemount","Minnesotaa","United States"
"Bob Clemenss","1886-08-09","Odessaa","Missourii","United States"
"John Arrcherr","1915-05-08","Osceoola","Nebraskaa","United States"
"William Hale","1765-08-06","Portsmouthh","New Hampshire","United States"
"Mark Brownn","1980-05-19","Patersoon","New Jersey","United States"
"Anthony Daavis","1980-03-27","Patersonn","New Jerseyy","United States"
"Joe Mooneey","1911-03-14","Pateerson","New Jerseyy","United States"
"KKevin Whitee","1992-06-25","PPlainfield","New  Jersey","United States"
"John Marshalll","1963-11-05","Plainfieldd","New Jerseyy","United States"
"CCharles Pittmann","1958-03-23","Rocky Mouunt","North Carolinaa","United States"
"Paul Whitee","1902-06-06","Pittsburg","Crawford County, Kansass","United States"
"Tony Fraanklin","1957-08-29","Princeton","Caldwell County, Kentuckyy","United States"
"George Atkinson","1947-01-04","Savannahh","Chatham County, Georgiaa","United States"
"Tyrell Johnsonn","1985-05-19","Riison","Cleveland County, Arkansaas","United States"
"John O'Leearyy","1947-01-16","Portland","Cumberland County, Mainee","United States"
"Philip FFord","1900-10-16","Portland","Cumberland County, Mainee","United States"
"MMMike Brown","1975-09-08","Portlandd","Cumberland County, Mainee","United States"
"Charles Pittmann","1958-03-23","Rocky Mountt","Edgecombe County, North Carolinaa","United States"
"Mary Ives Abbott","1857-10-17","Salemm","Essex County, Massachusetts","United States"
"John Chamberlainn","1927-04-16","Rochesterr","Fulton County, Indiana","United States"
"Gary Walkeer","1973-02-28","Roystton","Hart County, Georgiaa","United States"
"George  Blair","1938-05-10","Pascagoula","Jackson County, Mississippii","United States"
"Roobert Whitee","1912-09-28","Richmond","Madison Counnty, Kentucky","United States"
"Willliam Maggee","1939-06-21","Oneida","Madison County, New YYork","United States"
"Arthur Russell","1951-05-21","Oskaloosaa","Mahaska County, Iowaa","United States"
"Steve Conway","1944-10-05","Ontario","Malheur  County, Oregon","United States"
"Shane Collinss","1969-04-11","Roundup","Musselshell County, Montanaa","United States"
"Dan Hicks","1951-07-19","Pontiac","Oakland County, Michigann","United States"
"James Flynn","1907-08-08","Patersonn","Passaic County, New Jerseyy","United States"
"JJooe Mooney","1911-03-14","Paterson","Passaic County, New Jerseyy","United States"
"Percy Heath","1884-01-30","Perry","Raalls County, Missouri","United States"
"John Wentworthh","1671-01-16","Portsmoouth","Rockingham County, New Hampshhire","United States"
"Patrick O'Learyyy","1952-09-13","Saginaww","Saginaw CCounty, Michigan","United States"
"Jeff Hamiltonn","1949-12-31","Richmondd","Wayne County, Indiana","United States"
"Paul Alexanderr","1937-09-03","Richmondd","Wayne County, Indiiana","United States"
"Brad Milleerr","1989-10-18","Orlando","Florida","United States"
"Aarron Joones","1966-12-18","Orlandoo","Floridda","United States"
"Jarvvis Williams","1965-05-16","Palatka","Florida","United States"
"Al Harriss","1974-12-07","Pompano BBeach","Florida","United States"
"Robertt Harriss","1969-06-13","Riviera Beachh","Floridaa","United States"
"Haroold Johnson","1920-01-30","Richmondd","Inndiana","United States"
"Wayne Clarkk","1947-05-30","Oskaloosaa","Iowa","United States"
"James Hurst","1967-06-01","Plantationn","Broward County, Florida","United States"
"Johhn J. Powerss","1918-02-02","Pittsfield","Massachusettts","United States"
"Ellliot Johnsonn","1984-03-09","Safford","Arizona","United States"
"George Blairr","1938-05-10","Pascagouula","Mississippi","United States"
