Date,Title/Description,Category,Type
03/30/2012,March 30 - 2012 - Material Event Notice - General Obligation Warrants,Investor Relations - Men,pdf
03/30/2012,March 30 - 2012 - Material Event Notice - Public Building Authority,Investor Relations - Men,pdf
11/09/2011,"Material Event Notice - All Warrants - November 9, 2011",Investor Relations - Men,pdf
09/16/2011,"Material Event Notice - All Warrants - Sept 16, 2011",Investor Relations - Men,pdf
03/28/2008,"Material Event Notice - Annual Report for Fiscal Period 2007 - March 28, 2008",Investor Relations - Men,pdf
04/15/2008,"Material Event Notice - First Amendment Swap Forbearance - April 15, 2008",Investor Relations - Men,pdf
04/15/2008,"Material Event Notice - First Amendment to Standby Purchase Forbearance Agreement - April 15, 2008",Investor Relations - Men,pdf
08/01/2008,"Material Event Notice - GO Warrants - August 1, 2008",Investor Relations - Men,pdf
08/24/2009,"Material Event Notice - GO Warrants - August 24, 2009",Investor Relations - Men,pdf
12/01/2011,"Material Event Notice - GO Warrants - December 1, 2011",Investor Relations - Men,pdf
12/13/2010,"Material Event Notice - GO Warrants - December 13, 2010",Investor Relations - Men,pdf
12/08/2008,"Material Event Notice - GO Warrants - December 8, 2008",Investor Relations - Men,pdf
01/15/2009,"Material Event Notice - GO Warrants - January 15, 2009",Investor Relations - Men,pdf
07/20/2009,"Material Event Notice - GO Warrants - July 20, 2009",Investor Relations - Men,pdf
06/30/2008,"Material Event Notice - GO Warrants - June 30, 2008",Investor Relations - Men,pdf
06/09/2008,"Material Event Notice - GO Warrants - June 9, 2008",Investor Relations - Men,pdf
03/17/2009,"Material Event Notice - GO Warrants - March 17, 2009",Investor Relations - Men,pdf
03/29/2011,"Material Event Notice - GO Warrants - March 29, 2011",Investor Relations - Men,pdf
03/31/2010,"Material Event Notice - GO Warrants - March 31, 2010",Investor Relations - Men,pdf
05/04/2009,"Material Event Notice - GO Warrants - May 4, 2009",Investor Relations - Men,pdf
11/10/2008,"Material Event Notice - GO Warrants - November 10, 2008",Investor Relations - Men,pdf
10/06/2008,"Material Event Notice - GO Warrants - October 6, 2008",Investor Relations - Men,pdf
10/09/2008,"Material Event Notice - GO Warrants - October 9, 2008",Investor Relations - Men,pdf
09/22/2008,"Material Event Notice - GO Warrants - September 22, 2008",Investor Relations - Men,pdf
09/29/2008,"Material Event Notice - GO Warrants - September 29, 2008",Investor Relations - Men,pdf
09/29/2010,"Material Event Notice - GO Warrants - September 29, 2010",Investor Relations - Men,pdf
09/08/2008,"Material Event Notice - GO Warrants - September 8, 2008",Investor Relations - Men,pdf
11/10/2008,"Material Event Notice - GO Warrants (Ratings) - November 10, 2008",Investor Relations - Men,pdf
03/04/2008,"Material Event Notice - GO Warrants 2001-A - March 4, 2008",Investor Relations - Men,pdf
07/15/2010,"Material Event Notice - GO Warrants Notice - July 15, 2010",Investor Relations - Men,pdf
03/31/2008,"Material Event Notice - GO Warrants Notice - March 31, 2008",Investor Relations - Men,pdf
,Material Event Notice - Jefferson County Annual Report - 2008,Investor Relations - Men,pdf
08/29/2008,"Material Event Notice - Liquidity Facility Forbearance - August 29, 2008",Investor Relations - Men,pdf
05/30/2008,"Material Event Notice - Liquidity Facility Forbearance - May 30, 2008",Investor Relations - Men,pdf
09/15/2008,"Material Event Notice - Liquidity Facility Forbearance - September 15, 2008",Investor Relations - Men,pdf
07/31/2008,"Material Event Notice - Liquidity Facility Forbearance -July 31, 2008",Investor Relations - Men,pdf
06/26/2007,"Material Event Notice - Moody's Opinion - June 26, 2007",Investor Relations - Men,pdf
09/08/2008,"Material Event Notice - Pub Bldg Auth - September 8, 2008",Investor Relations - Men,pdf
12/08/2008,"Material Event Notice - Pub Bldg Authority - December 8, 2008",Investor Relations - Men,pdf
08/24/2009,"Material Event Notice - Pub Building Authority - August 24, 2009",Investor Relations - Men,pdf
07/20/2009,"Material Event Notice - Pub Building Authority - July 20, 2009",Investor Relations - Men,pdf
05/04/2009,"Material Event Notice - Pub Building Authority - May 4, 2009",Investor Relations - Men,pdf
03/11/2008,"Material Event Notice - Pub. Building Auth. Notice - March 11, 2008",Investor Relations - Men,pdf
03/31/2008,"Material Event Notice - Pub. Building Auth. Notice - March 31, 2008",Investor Relations - Men,pdf
08/01/2008,"Material Event Notice - Public Bldg Authority - August 1, 2008",Investor Relations - Men,pdf
06/30/2008,"Material Event Notice - Public Bldg Authority - June 30, 2008",Investor Relations - Men,pdf
06/09/2008,"Material Event Notice - Public Bldg Authority - June 9, 2008",Investor Relations - Men,pdf
09/29/2008,"Material Event Notice - Public Bldg Authority - September 29, 2008",Investor Relations - Men,pdf
04/13/2011,"Material Event Notice - Public Building Authority - April 13, 2011",Investor Relations - Men,pdf
12/13/2010,"Material Event Notice - Public Building Authority - December 13, 2010",Investor Relations - Men,pdf
03/29/2011,"Material Event Notice - Public Building Authority - March 29, 2011",Investor Relations - Men,pdf
03/31/2010,"Material Event Notice - Public Building Authority - March 31, 2010",Investor Relations - Men,pdf
11/10/2008,"Material Event Notice - Public Building Authority - November 10, 2008",Investor Relations - Men,pdf
02/28/2007,"Material Event Notice - School Revenue Warrants - February 28, 2007",Investor Relations - Men,pdf
04/13/2011,"Material Event Notice - School Warrants - April 13, 2011",Investor Relations - Men,pdf
04/27/2011,"Material Event Notice - School Warrants - April 27, 2011",Investor Relations - Men,pdf
08/24/2009,"Material Event Notice - School Warrants - August 24, 2009",Investor Relations - Men,pdf
12/13/2010,"Material Event Notice - School Warrants - December 13, 2010",Investor Relations - Men,pdf
12/08/2008,"Material Event Notice - School Warrants - December 8, 2008",Investor Relations - Men,pdf
02/04/2010,"Material Event Notice - School Warrants - February 4, 2010",Investor Relations - Men,pdf
07/20/2009,"Material Event Notice - School Warrants - July 20, 2009",Investor Relations - Men,pdf
06/30/2008,"Material Event Notice - School Warrants - June 30, 2008",Investor Relations - Men,pdf
06/09/2008,"Material Event Notice - School Warrants - June 9, 2008",Investor Relations - Men,pdf
03/31/2010,"Material Event Notice - School Warrants - March 31, 2010",Investor Relations - Men,pdf
05/04/2009,"Material Event Notice - School Warrants - May 4, 2009",Investor Relations - Men,pdf
10/10/2008,"Material Event Notice - School Warrants - November 10, 2008",Investor Relations - Men,pdf
09/29/2008,"Material Event Notice - School Warrants - September 29, 2008",Investor Relations - Men,pdf
09/08/2008,"Material Event Notice - School Warrants - September 8, 2008",Investor Relations - Men,pdf
08/01/2008,"Material Event Notice - School Warrants Notice - August 1, 2008",Investor Relations - Men,pdf
03/11/2008,"Material Event Notice - School Warrants Notice - March 11, 2008",Investor Relations - Men,pdf
03/31/2008,"Material Event Notice - School Warrants Notice - March 31, 2008",Investor Relations - Men,pdf
04/01/2008,"Material Event Notice - Sewer Notice - April 1, 2008",Investor Relations - Men,pdf
03/11/2008,"Material Event Notice - Sewer Notice - March 11, 2008",Investor Relations - Men,pdf
03/31/2008,"Material Event Notice - Sewer Notice - March 31, 2008",Investor Relations - Men,pdf
03/04/2008,"Material Event Notice - Sewer Revenue - March 4, 2008",Investor Relations - Men,pdf
10/28/2008,"Material Event Notice - Sewer Revenue Warrant - October 28, 2008",Investor Relations - Men,pdf
04/06/2009,"Material Event Notice - Sewer Revenue Warrants - April 6, 2009",Investor Relations - Men,pdf
08/13/2008,"Material Event Notice - Sewer Revenue Warrants - August 13, 2008",Investor Relations - Men,pdf
08/24/2009,"Material Event Notice - Sewer Revenue Warrants - August 24, 2009",Investor Relations - Men,pdf
12/19/2008,"Material Event Notice - Sewer Revenue Warrants - December 19, 2008",Investor Relations - Men,pdf
12/08/2008,"Material Event Notice - Sewer Revenue Warrants - December 8, 2008",Investor Relations - Men,pdf
02/20/2008,"Material Event Notice - Sewer Revenue Warrants - February 20, 2008",Investor Relations - Men,pdf
02/24/2009,"Material Event Notice - Sewer Revenue Warrants - February 24, 2009",Investor Relations - Men,pdf
02/27/2008,"Material Event Notice - Sewer Revenue Warrants - February 27, 2008",Investor Relations - Men,pdf
01/05/2009,"Material Event Notice - Sewer Revenue Warrants - January 5, 2009",Investor Relations - Men,pdf
07/19/2011,"Material Event Notice - Sewer Revenue Warrants - July 19, 2011",Investor Relations - Men,pdf
07/06/2009,"Material Event Notice - Sewer Revenue Warrants - July 6, 2009",Investor Relations - Men,pdf
06/02/2008,"Material Event Notice - Sewer Revenue Warrants - June 2, 2008",Investor Relations - Men,pdf
06/03/2011,"Material Event Notice - Sewer Revenue Warrants - June 3, 2011",Investor Relations - Men,pdf
06/30/2008,"Material Event Notice - Sewer Revenue Warrants - June 30, 2008",Investor Relations - Men,pdf
06/09/2008,"Material Event Notice - Sewer Revenue Warrants - June 9, 2008",Investor Relations - Men,pdf
03/03/2010,"Material Event Notice - Sewer Revenue Warrants - March 3, 2010",Investor Relations - Men,pdf
03/09/2009,"Material Event Notice - Sewer Revenue Warrants - March 9, 2009",Investor Relations - Men,pdf
05/04/2009,"Material Event Notice - Sewer Revenue Warrants - May 4, 2009",Investor Relations - Men,pdf
10/01/2010,"Material Event Notice - Sewer Revenue Warrants - November 1, 2010",Investor Relations - Men,pdf
11/10/2008,"Material Event Notice - Sewer Revenue Warrants - November 10, 2008",Investor Relations - Men,pdf
10/24/2008,"Material Event Notice - Sewer Revenue Warrants - October 24, 2008",Investor Relations - Men,pdf
10/26/2009,"Material Event Notice - Sewer Revenue Warrants - October 26, 2009",Investor Relations - Men,pdf
10/04/2010,"Material Event Notice - Sewer Revenue Warrants - October 4, 2010",Investor Relations - Men,pdf
10/04/2011,"Material Event Notice - Sewer Revenue Warrants - October 4, 2011",Investor Relations - Men,pdf
10/06/2008,"Material Event Notice - Sewer Revenue Warrants - October 6, 2008",Investor Relations - Men,pdf
10/09/2008,"Material Event Notice - Sewer Revenue Warrants - October 9, 2008",Investor Relations - Men,pdf
09/22/2008,"Material Event Notice - Sewer Revenue Warrants - September 22, 2008",Investor Relations - Men,pdf
12/08/2008,"Material Event Notice - Sewer Revenue Warrants (Default Notice) - December 8, 2008",Investor Relations - Men,pdf
07/31/2008,"Material Event Notice - Sewer Revenue Warrants -July 31, 2008",Investor Relations - Men,pdf
05/13/2008,"Material Event Notice - Standby Purchase Forbearance - May 13, 2008",Investor Relations - Men,pdf
03/31/2008,"Material Event Notice - Standby Purchase Forbearance Agreement - March 31, 2008",Investor Relations - Men,pdf
08/29/2008,"Material Event Notice - Swap Forbearance - August 29, 2008",Investor Relations - Men,pdf
03/31/2008,"Material Event Notice - Swap Forbearance - March 31, 2008",Investor Relations - Men,pdf
05/13/2008,"Material Event Notice - Swap Forbearance - May 13, 2008",Investor Relations - Men,pdf
05/30/2008,"Material Event Notice - Swap Forbearance - May 30, 2008",Investor Relations - Men,pdf
10/01/2008,"Material Event Notice - Swap Forbearance - October 1, 2008",Investor Relations - Men,pdf
07/31/2008,"Material Event Notice - Swap Forbearance -July 31, 2008",Investor Relations - Men,pdf
09/10/2008,"Material Event Notice - Swr Rev Warrants - September 10, 2008",Investor Relations - Men,pdf
11/18/2011,"Material Event Notice GO Warrants Nov 18, 2011",Investor Relations - Men,pdf
11/18/2011,"Material Event Notice Pub Building Authority Nov 18, 2011",Investor Relations - Men,pdf
11/18/2011,"Material Event Notice School Warrants - Nov 18, 2011",Investor Relations - Men,pdf
05/16/2013,May 16 - 2013 - Material Event Notice - General Obligation Warrants,Investor Relations - Men,pdf
05/17/2013,May 17 - 2013 - Material Event Notice - General Obligation Warrants,Investor Relations - Men,pdf
05/29/2013,May 29 - 2013 - Material Event Notice - General Obligation Warrants,Investor Relations - Men,pdf
06/05/2009,"Notice - Sewer Revenue Warrants - June 5, 2009",Investor Relations - Men,pdf
03/09/2012,Notice Jefferson County Warrants March 9-2012,Investor Relations - Men,pdf
10/08/2012,October 08 - 2012 - Material Event Notice - Public Building Authority,Investor Relations - Men,pdf
03/09/2012,Pertaining to all Warrants,Investor Relations - Men,pdf
09/26/2012,September 26 - 2012 - Material Event Notice - General Obligation Warrants,Investor Relations - Men,pdf
09/26/2012,September 26 - 2012 - Material Event Notice - Public Building Authority,Investor Relations - Men,pdf
04/20/2009,"Swap Forbearance - April 20, 2009",Investor Relations - Men,pdf
12/05/2008,"Swap Forbearance - December 5, 2008",Investor Relations - Men,pdf
02/20/2009,"Swap Forbearance - February 20, 2009",Investor Relations - Men,pdf
06/30/2009,"Swap Forbearance - June 30, 2009",Investor Relations - Men,pdf
10/30/2008,"Swap Forbearance - October 30, 2008",Investor Relations - Men,pdf
10/07/2008,"Swap Forbearance - October 7, 2008",Investor Relations - Men,pdf
06/23/2014,2004-A Educational Sales Tax: 2004-A - Official Statement - Education Warrants,Investor Relations - QR,pdf
01/13/2010,First Quarter Review,Investor Relations - QR,pdf
04/25/2014,Expenditures and Request for Refund,OSCS - Main,xlsx
04/25/2014,Mileage Form,OSCS - Main,xls
04/25/2014,Publication,OSCS - Main,pub
04/25/2014,Time Sheet,OSCS - Main,docx
04/25/2014,Vendor Invoice,OSCS - Main,docx
,Bidder Registration Step 1,PACA - Docs,pdf
,Bidder Registration Step 2,PACA - Docs,pdf
,How to Register as a Supplier with Jefferson County,PACA - Docs,pdf
,Judicial-Fees,ProbateCourt - Fees,pdf
,Recording Fees,ProbateCourt - Fees,pdf
09/10/2014,Exhibit A,Purchasing - Main,jpg
09/10/2014,Exhibit B,Purchasing - Main,jpg
,JEFFCO PURCHASING UPCOMING BIDS & RFPS,Purchasing - Main,pdf
,PACA ACTIVE CONTRACT LIST,Purchasing - Main,pdf
09/10/2014,Turkey Creek Exhibit A,Purchasing - Main,jpg
09/10/2014,Turkey Creek Exhibit B,Purchasing - Main,jpg
09/10/2014,Turkey Creek Grounds Keeping Services,Purchasing - Main,doc
09/05/2014,Valley_Creek_WWTP_2014_update,Purchasing - Main,pdf
09/05/2014,Valley_Creek2_WWTP_2014_update,Purchasing - Main,pdf
,Application for Tax or License Number,Revenue - Business License,pdf
,Change of Address,Tax Collector - Forms Applications,pdf
06/15/2003,ACT 1197: 2002,Treasurer - ACT1197,pdf
06/15/2004,ACT 1197: 2003,Treasurer - ACT1197,pdf
06/15/2005,ACT 1197: 2004,Treasurer - ACT1197,pdf
06/15/2006,ACT 1197: 2005,Treasurer - ACT1197,pdf
06/15/2007,ACT 1197: 2006,Treasurer - ACT1197,pdf
06/15/2008,ACT 1197: 2007,Treasurer - ACT1197,pdf
06/15/2009,ACT 1197: 2008,Treasurer - ACT1197,pdf
06/15/2010,ACT 1197: 2009,Treasurer - ACT1197,pdf
06/15/2011,ACT 1197: 2010,Treasurer - ACT1197,pdf
06/15/2012,ACT 1197: 2011,Treasurer - ACT1197,pdf
06/15/2013,ACT 1197: 2012,Treasurer - ACT1197,pdf
06/15/2004,Treasurer's Report 2003,Treasurer - CT - Reports,pdf
06/15/2005,Treasurer's Report 2004,Treasurer - CT - Reports,pdf
06/15/2006,Treasurer's Report 2005,Treasurer - CT - Reports,pdf
06/15/2007,Treasurer's Report 2006,Treasurer - CT - Reports,pdf
06/15/2008,Treasurer's Report 2007,Treasurer - CT - Reports,pdf
06/15/2009,Treasurer's Report 2008,Treasurer - CT - Reports,pdf
06/15/2010,Treasurer's Report 2009,Treasurer - CT - Reports,pdf
06/15/2011,Treasurer's Report 2010,Treasurer - CT - Reports,pdf
06/15/2012,Treasurer's Report 2011,Treasurer - CT - Reports,pdf
06/15/2013,Treasurer's Report 2012,Treasurer - CT - Reports,pdf
06/17/2014,Treasurer's Report 2013,Treasurer - CT - Reports,pdf
06/17/2012,State Audit 2011,Treasurer - State Audits,pdf
06/17/2014,State Audit 2012 and 2013,Treasurer - State Audits,pdf
06/15/2003,State Audit: 2002,Treasurer - State Audits,pdf
06/15/2004,State Audit: 2003,Treasurer - State Audits,pdf
06/15/2005,State Audit: 2004,Treasurer - State Audits,pdf
06/15/2006,State Audit: 2005,Treasurer - State Audits,pdf
06/15/2007,State Audit: 2006,Treasurer - State Audits,pdf
06/15/2008,State Audit: 2007,Treasurer - State Audits,pdf
06/15/2009,State Audit: 2008,Treasurer - State Audits,pdf
06/15/2010,State Audit: 2009,Treasurer - State Audits,pdf
06/15/2011,State Audit: 2010,Treasurer - State Audits,pdf
